high-5s_player_name,player-tackle-points_player_name,super-10s_player_name,player-avg-tackle-points_player_name,player-successful-tackles_player_name,player-total-points_player_name,player-super-raids_player_name,player-super-tackles_player_name,player-dod-raid-points_player_name,player-raid-points_player_name,player-successful-raids_player_name,high-5s_match_played,player-tackle-points_match_played,super-10s_match_played,player-avg-tackle-points_match_played,player-successful-tackles_match_played,player-total-points_match_played,player-super-raids_match_played,player-super-tackles_match_played,player-dod-raid-points_match_played,player-raid-points_match_played,player-successful-raids_match_played,high-5s_position_name,player-tackle-points_position_name,super-10s_position_name,player-avg-tackle-points_position_name,player-successful-tackles_position_name,player-total-points_position_name,player-super-raids_position_name,player-super-tackles_position_name,player-dod-raid-points_position_name,player-raid-points_position_name,player-successful-raids_position_name,high-5s_team,player-tackle-points_team,super-10s_team,player-avg-tackle-points_team,player-successful-tackles_team,player-total-points_team,player-super-raids_team,player-super-tackles_team,player-dod-raid-points_team,player-raid-points_team,player-successful-raids_team,high-5s_team_name,player-tackle-points_team_name,super-10s_team_name,player-avg-tackle-points_team_name,player-successful-tackles_team_name,player-total-points_team_name,player-super-raids_team_name,player-super-tackles_team_name,player-dod-raid-points_team_name,player-raid-points_team_name,player-successful-raids_team_name,high-5s_team_full_name,player-tackle-points_team_full_name,super-10s_team_full_name,player-avg-tackle-points_team_full_name,player-successful-tackles_team_full_name,player-total-points_team_full_name,player-super-raids_team_full_name,player-super-tackles_team_full_name,player-dod-raid-points_team_full_name,player-raid-points_team_full_name,player-successful-raids_team_full_name,high-5s_rank,player-tackle-points_rank,super-10s_rank,player-avg-tackle-points_rank,player-successful-tackles_rank,player-total-points_rank,player-super-raids_rank,player-super-tackles_rank,player-dod-raid-points_rank,player-raid-points_rank,player-successful-raids_rank,high-5s_value,player-tackle-points_value,super-10s_value,player-avg-tackle-points_value,player-successful-tackles_value,player-total-points_value,player-super-raids_value,player-super-tackles_value,player-dod-raid-points_value,player-raid-points_value,player-successful-raids_value,high-5s_points_per_match,player-tackle-points_points_per_match,super-10s_points_per_match,player-avg-tackle-points_points_per_match,player-successful-tackles_points_per_match,player-total-points_points_per_match,player-super-raids_points_per_match,player-super-tackles_points_per_match,player-dod-raid-points_points_per_match,player-raid-points_points_per_match,player-successful-raids_points_per_match,high-5s_team_id,player-tackle-points_team_id,super-10s_team_id,player-avg-tackle-points_team_id,player-successful-tackles_team_id,player-total-points_team_id,player-super-raids_team_id,player-super-tackles_team_id,player-dod-raid-points_team_id,player-raid-points_team_id,player-successful-raids_team_id,high-5s_position_id,player-tackle-points_position_id,super-10s_position_id,player-avg-tackle-points_position_id,player-successful-tackles_position_id,player-total-points_position_id,player-super-raids_position_id,player-super-tackles_position_id,player-dod-raid-points_position_id,player-raid-points_position_id,player-successful-raids_position_id
,Rakesh Narwal,,Rakesh Narwal,Rakesh Narwal,Rakesh Narwal,Rakesh Narwal,,,Rakesh Narwal,Rakesh Narwal,,6.0,,6.0,6.0,6,6.0,,,6.0,6.0,,Raider,,Raider,Raider,Raider,Raider,,,Raider,Raider,,,,,,,,,,,,,KOL,,KOL,KOL,KOL,KOL,,,KOL,KOL,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,154.0,,144.0,140.0,129,53.0,,,70.0,78.0,,1.0,,0.17,1.0,10,1.0,,,9.0,5.0,,0.1666666666666666,,0.0283333333333333,0.1666666666666666,1.6666666666666667,0.1666666666666666,,,1.5,0.8333333333333334,,4.0,,4.0,4.0,4,4.0,,,4.0,4.0,,8.0,,8.0,8.0,8,8.0,,,8.0,8.0
,Sunil ,,Sunil ,Sunil ,Sunil ,,Sunil ,,,,,11.0,,11.0,11.0,11,,11.0,,,,,All Rounder,,All Rounder,All Rounder,All Rounder,,All Rounder,,,,,,,,,,,,,,,,CHE,,CHE,CHE,CHE,,CHE,,,,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,,,,,60.0,,60.0,56.0,120,,57.0,,,,,13.0,,1.18,12.0,13,,1.0,,,,,1.181818181818182,,0.1072727272727272,1.0909090909090908,1.181818181818182,,0.0909090909090909,,,,,29.0,,29.0,29.0,29,,29.0,,,,,0.0,,0.0,0.0,0,,0.0,,,
,Deepak Narwal,Deepak Narwal,Deepak Narwal,Deepak Narwal,Deepak Narwal,Deepak Narwal,,Deepak Narwal,Deepak Narwal,Deepak Narwal,,17.0,17.0,17.0,17.0,17,17.0,,17.0,17.0,17.0,,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,,PAT,PAT,PAT,PAT,PAT,PAT,,PAT,PAT,PAT,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,103.0,18.0,128.0,105.0,32,54.0,,31.0,27.0,27.0,,4.0,3.0,0.24,4.0,74,1.0,,9.0,70.0,55.0,,0.2352941176470588,0.1764705882352941,0.0141176470588235,0.2352941176470588,4.352941176470588,0.0588235294117647,,0.5294117647058824,4.117647058823529,3.235294117647059,,6.0,6.0,6.0,6.0,6,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,8.0,8,8.0,,8.0,8.0,8.0
Amit Hooda,Amit Hooda,,Amit Hooda,Amit Hooda,Amit Hooda,,Amit Hooda,,Amit Hooda,,18.0,18.0,,18.0,18.0,18,,18.0,,18.0,,Defender,Defender,,Defender,Defender,Defender,,Defender,,Defender,,,,,,,,,,,,,CHE,CHE,,CHE,CHE,CHE,,CHE,,CHE,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,,Tamil Thalaivas,,11.0,16.0,,11.0,16.0,55,,21.0,,110.0,,4.0,49.0,,2.72,45.0,51,,4.0,,2.0,,0.2222222222222222,2.7222222222222223,,0.1511111111111111,2.5,2.8333333333333335,,0.2222222222222222,,0.1111111111111111,,29.0,29.0,,29.0,29.0,29,,29.0,,29.0,,9.0,9.0,,9.0,9.0,9,,9.0,,9.0,
,,,,,Rohit Chaudhary,,,,Rohit Chaudhary,Rohit Chaudhary,,,,,,6,,,,6.0,6.0,,,,,,Raider,,,,Raider,Raider,,,,,,,,,,,,,,,,,U.P.,,,,U.P.,U.P.,,,,,,U.P. Yoddha,,,,U.P. Yoddha,U.P. Yoddha,,,,,,166,,,,98.0,96.0,,,,,,3,,,,3.0,2.0,,,,,,0.5,,,,0.5,0.3333333333333333,,,,,,30,,,,30.0,30.0,,,,,,8,,,,8.0,8.0
Sachin Kumar,Sachin Kumar,,Sachin Kumar,Sachin Kumar,Sachin Kumar,,Sachin Kumar,Sachin Kumar,Sachin Kumar,Sachin Kumar,25.0,25.0,,25.0,25.0,25,,25.0,25.0,25.0,25.0,Defender,Defender,,Defender,Defender,Defender,,Defender,Defender,Defender,Defender,,,,,,,,,,,,U.P.,U.P.,,U.P.,U.P.,U.P.,,U.P.,U.P.,U.P.,U.P.,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,21.0,19.0,,35.0,21.0,36,,22.0,51.0,50.0,48.0,2.0,43.0,,1.72,39.0,68,,4.0,4.0,25.0,21.0,0.08,1.72,,0.0688,1.56,2.72,,0.16,0.16,1.0,0.84,30.0,30.0,,30.0,30.0,30,,30.0,30.0,30.0,30.0,9.0,9.0,,9.0,9.0,9,,9.0,9.0,9.0,9.0
,K.Prapanjan ,K.Prapanjan ,K.Prapanjan ,K.Prapanjan ,K.Prapanjan ,K.Prapanjan ,,K.Prapanjan ,K.Prapanjan ,K.Prapanjan ,,22.0,22.0,22.0,22.0,22,22.0,,22.0,22.0,22.0,,raider,raider,raider,raider,raider,raider,,raider,raider,raider,,,,,,,,,,,,,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,,GUJ,GUJ,GUJ,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,153.0,15.0,153.0,141.0,16,55.0,,11.0,16.0,16.0,,1.0,4.0,0.05,1.0,123,1.0,,23.0,122.0,95.0,,0.0454545454545454,0.1818181818181818,0.0022727272727272,0.0454545454545454,5.590909090909091,0.0454545454545454,,1.0454545454545454,5.545454545454546,4.318181818181818,,31.0,31.0,31.0,31.0,31,31.0,,31.0,31.0,31.0,,8.0,8.0,8.0,8.0,8,8.0,,8.0,8.0,8.0
,Sachin Vittala,,Sachin Vittala,Sachin Vittala,Sachin Vittala,,Sachin Vittala,,Sachin Vittala,Sachin Vittala,,22.0,,22.0,22.0,22,,22.0,,22.0,22.0,,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,GUJ,,GUJ,GUJ,GUJ,,GUJ,,GUJ,GUJ,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,41.0,,63.0,38.0,88,,55.0,,94.0,97.0,,25.0,,1.14,24.0,28,,1.0,,3.0,2.0,,1.1363636363636365,,0.0518181818181818,1.0909090909090908,1.2727272727272727,,0.0454545454545454,,0.1363636363636363,0.0909090909090909,,31.0,,31.0,31.0,31,,31.0,,31.0,31.0,,0.0,,0.0,0.0,0,,0.0,,0.0,0.0
,Manoj Dhull,,Manoj Dhull,Manoj Dhull,Manoj Dhull,,Manoj Dhull,,,,,8.0,,8.0,8.0,8,,8.0,,,,,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,,KOL,,KOL,KOL,KOL,,KOL,,,,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,,,,,102.0,,103.0,116.0,160,,56.0,,,,,4.0,,0.5,3.0,4,,1.0,,,,,0.5,,0.0625,0.375,0.5,,0.125,,,,,4.0,,4.0,4.0,4,,4.0,,,,,9.0,,9.0,9.0,9,,9.0,,,
Ravi Kumar,Ravi Kumar,,Ravi Kumar,Ravi Kumar,Ravi Kumar,,Ravi Kumar,,,,22.0,22.0,,22.0,22.0,22,,22.0,,,,Defender,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,PUN,PUN,,PUN,PUN,PUN,,PUN,,,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,,,,22.0,26.0,,31.0,31.0,70,,5.0,,,,2.0,40.0,,1.82,33.0,40,,7.0,,,,0.0909090909090909,1.818181818181818,,0.0827272727272727,1.5,1.818181818181818,,0.3181818181818182,,,,7.0,7.0,,7.0,7.0,7,,7.0,,,,9.0,9.0,,9.0,9.0,9,,9.0,,,
,,,,,Tushar Patil,,,Tushar Patil,Tushar Patil,Tushar Patil,,,,,,9,,,9.0,9.0,9.0,,,,,,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,,,,,PAT,,,PAT,PAT,PAT,,,,,,Patna Pirates,,,Patna Pirates,Patna Pirates,Patna Pirates,,,,,,99,,,49.0,58.0,58.0,,,,,,20,,,4.0,20.0,13.0,,,,,,2.2222222222222223,,,0.4444444444444444,2.2222222222222223,1.4444444444444444,,,,,,6,,,6.0,6.0,6.0,,,,,,8,,,8.0,8.0,8.0
,Yogesh Hooda,,Yogesh Hooda,Yogesh Hooda,Yogesh Hooda,,,Yogesh Hooda,Yogesh Hooda,Yogesh Hooda,,6.0,,6.0,6.0,6,,,6.0,6.0,6.0,,Raider,,Raider,Raider,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,DEL,,DEL,DEL,DEL,,,DEL,DEL,DEL,,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,100.0,,79.0,92.0,141,,,83.0,93.0,106.0,,5.0,,0.83,5.0,8,,,1.0,3.0,1.0,,0.8333333333333334,,0.1383333333333333,0.8333333333333334,1.3333333333333333,,,0.1666666666666666,0.5,0.1666666666666666,,2.0,,2.0,2.0,2,,,2.0,2.0,2.0,,8.0,,8.0,8.0,8,,,8.0,8.0,8.0
,Hadi Oshtorak,,Hadi Oshtorak,Hadi Oshtorak,Hadi Oshtorak,,,Hadi Oshtorak,Hadi Oshtorak,Hadi Oshtorak,,13.0,,13.0,13.0,13,,,13.0,13.0,13.0,,All Rounder,,All Rounder,All Rounder,All Rounder,,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,GUJ,,GUJ,GUJ,GUJ,,,GUJ,GUJ,GUJ,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,72.0,,72.0,57.0,102,,,66.0,86.0,86.0,,12.0,,0.92,12.0,18,,,3.0,6.0,4.0,,0.9230769230769232,,0.0707692307692307,0.9230769230769232,1.3846153846153846,,,0.2307692307692307,0.4615384615384615,0.3076923076923077,,31.0,,31.0,31.0,31,,,31.0,31.0,31.0,,0.0,,0.0,0.0,0,,,0.0,0.0,0.0
,Meraj Sheykh,Meraj Sheykh,Meraj Sheykh,Meraj Sheykh,Meraj Sheykh,Meraj Sheykh,,Meraj Sheykh,Meraj Sheykh,Meraj Sheykh,,19.0,19.0,19.0,19.0,19,19.0,,19.0,19.0,19.0,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,DEL,DEL,DEL,DEL,DEL,DEL,,DEL,DEL,DEL,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,127.0,19.0,145.0,115.0,23,7.0,,9.0,19.0,21.0,,3.0,2.0,0.16,3.0,97,4.0,,25.0,94.0,71.0,,0.1578947368421052,0.1052631578947368,0.0084210526315789,0.1578947368421052,5.105263157894737,0.2105263157894736,,1.3157894736842106,4.947368421052632,3.736842105263158,,2.0,2.0,2.0,2.0,2,2.0,,2.0,2.0,2.0,,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0
,Kuldeep Singh,,Kuldeep Singh,Kuldeep Singh,Kuldeep Singh,,Kuldeep Singh,,,,,7.0,,7.0,7.0,7,,7.0,,,,,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,,PAT,,PAT,PAT,PAT,,PAT,,,,,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,,,,,75.0,,44.0,78.0,128,,51.0,,,,,10.0,,1.43,8.0,10,,2.0,,,,,1.4285714285714286,,0.2042857142857142,1.1428571428571428,1.4285714285714286,,0.2857142857142857,,,,,6.0,,6.0,6.0,6,,6.0,,,,,9.0,,9.0,9.0,9,,9.0,,,
Fazel Atrachali,Fazel Atrachali,,Fazel Atrachali,Fazel Atrachali,Fazel Atrachali,,Fazel Atrachali,,,,23.0,23.0,,23.0,23.0,23,,23.0,,,,defender,defender,,defender,defender,defender,,defender,,,,,,,,,,,,,,,MUM,MUM,,MUM,MUM,MUM,,MUM,,,,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,,U Mumba,,,,3.0,3.0,,3.0,3.0,28,,25.0,,,,6.0,83.0,,3.61,80.0,83,,3.0,,,,0.2608695652173913,3.608695652173913,,0.1569565217391304,3.4782608695652173,3.608695652173913,,0.1304347826086956,,,,5.0,5.0,,5.0,5.0,5,,5.0,,,,9.0,9.0,,9.0,9.0,9,,9.0,,,
,Rohit Baliyan,,Rohit Baliyan,Rohit Baliyan,Rohit Baliyan,Rohit Baliyan,Rohit Baliyan,Rohit Baliyan,Rohit Baliyan,Rohit Baliyan,,19.0,,19.0,19.0,19,19.0,19.0,19.0,19.0,19.0,,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,MUM,,MUM,MUM,MUM,MUM,MUM,MUM,MUM,MUM,,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,59.0,,84.0,55.0,17,52.0,58.0,38.0,20.0,18.0,,14.0,,0.74,13.0,108,1.0,1.0,6.0,94.0,82.0,,0.7368421052631579,,0.0389473684210526,0.6842105263157895,5.684210526315789,0.0526315789473684,0.0526315789473684,0.3157894736842105,4.947368421052632,4.315789473684211,,5.0,,5.0,5.0,5,5.0,5.0,5.0,5.0,5.0,,8.0,,8.0,8.0,8,8.0,8.0,8.0,8.0,8.0
,Selvamani K ,Selvamani K ,Selvamani K ,Selvamani K ,Selvamani K ,Selvamani K ,,Selvamani K ,Selvamani K ,Selvamani K ,,14.0,14.0,14.0,14.0,14,14.0,,14.0,14.0,14.0,,raider,raider,raider,raider,raider,raider,,raider,raider,raider,,,,,,,,,,,,,JAI,JAI,JAI,JAI,JAI,JAI,,JAI,JAI,JAI,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,124.0,29.0,132.0,113.0,69,13.0,,32.0,40.0,40.0,,3.0,1.0,0.21,3.0,41,3.0,,9.0,38.0,27.0,,0.2142857142857142,0.0714285714285714,0.015,0.2142857142857142,2.9285714285714284,0.2142857142857142,,0.6428571428571429,2.7142857142857144,1.9285714285714288,,3.0,3.0,3.0,3.0,3,3.0,,3.0,3.0,3.0,,8.0,8.0,8.0,8.0,8,8.0,,8.0,8.0,8.0
,,,,,David Mosambayi,,,,David Mosambayi,David Mosambayi,,,,,,4,,,,4.0,4.0,,,,,,Raider,,,,Raider,Raider,,,,,,,,,,,,,,,,,JAI,,,,JAI,JAI,,,,,,Jaipur Pink Panthers,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,,,161,,,,92.0,107.0,,,,,,4,,,,4.0,1.0,,,,,,1.0,,,,1.0,0.25,,,,,,3,,,,3.0,3.0,,,,,,8,,,,8.0,8.0
,Amit Kumar,,Amit Kumar,Amit Kumar,Amit Kumar,,,Amit Kumar,Amit Kumar,Amit Kumar,,2.0,,2.0,2.0,2,,,2.0,2.0,2.0,,Defender,,Defender,Defender,Defender,,,Defender,Defender,Defender,,,,,,,,,,,,,KOL,,KOL,KOL,KOL,,,KOL,KOL,KOL,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,125.0,,41.0,114.0,162,,,84.0,117.0,108.0,,3.0,,1.5,3.0,4,,,1.0,1.0,1.0,,1.5,,0.75,1.5,2.0,,,0.5,0.5,0.5,,4.0,,4.0,4.0,4,,,4.0,4.0,4.0,,9.0,,9.0,9.0,9,,,9.0,9.0,9.0
,Krushna Madane,,Krushna Madane,Krushna Madane,Krushna Madane,,,,Krushna Madane,Krushna Madane,,6.0,,6.0,6.0,6,,,,6.0,6.0,,Defender,,Defender,Defender,Defender,,,,Defender,Defender,,,,,,,,,,,,,HYD,,HYD,HYD,HYD,,,,HYD,HYD,,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,,,Telugu Titans,Telugu Titans,,74.0,,30.0,68.0,124,,,,118.0,109.0,,11.0,,1.83,11.0,12,,,,1.0,1.0,,1.8333333333333333,,0.305,1.8333333333333333,2.0,,,,0.1666666666666666,0.1666666666666666,,8.0,,8.0,8.0,8,,,,8.0,8.0,,9.0,,9.0,9.0,9,,,,9.0,9.0
Sandeep Dhull,Sandeep Dhull,,Sandeep Dhull,Sandeep Dhull,Sandeep Dhull,,Sandeep Dhull,,,,22.0,22.0,,22.0,22.0,22,,22.0,,,,Defender,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,JAI,JAI,,JAI,JAI,JAI,,JAI,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,,9.0,5.0,,7.0,6.0,38,,6.0,,,,4.0,67.0,,3.05,62.0,67,,5.0,,,,0.1818181818181818,3.0454545454545454,,0.1386363636363636,2.8181818181818183,3.0454545454545454,,0.2272727272727272,,,,3.0,3.0,,3.0,3.0,3,,3.0,,,,9.0,9.0,,9.0,9.0,9,,9.0,,,
,Ravinder Kumar,,Ravinder Kumar,Ravinder Kumar,Ravinder Kumar,,Ravinder Kumar,,,,,8.0,,8.0,8.0,8,,8.0,,,,,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,,PAT,,PAT,PAT,PAT,,PAT,,,,,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,,,,,79.0,,65.0,79.0,135,,59.0,,,,,9.0,,1.13,8.0,9,,1.0,,,,,1.125,,0.14125,1.0,1.125,,0.125,,,,,6.0,,6.0,6.0,6,,6.0,,,,,9.0,,9.0,9.0,9,,9.0,,,
,Nilesh Salunke,,Nilesh Salunke,Nilesh Salunke,Nilesh Salunke,Nilesh Salunke,,Nilesh Salunke,Nilesh Salunke,Nilesh Salunke,,19.0,,19.0,19.0,19,19.0,,19.0,19.0,19.0,,Defender,,Defender,Defender,Defender,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,HYD,,HYD,HYD,HYD,HYD,,HYD,HYD,HYD,,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,104.0,,133.0,106.0,26,8.0,,12.0,23.0,25.0,,4.0,,0.21,4.0,85,4.0,,23.0,81.0,59.0,,0.2105263157894736,,0.0110526315789473,0.2105263157894736,4.473684210526316,0.2105263157894736,,1.2105263157894737,4.2631578947368425,3.1052631578947367,,8.0,,8.0,8.0,8,8.0,,8.0,8.0,8.0,,9.0,,9.0,9.0,9,9.0,,9.0,9.0,9.0
,Sandeep ,,Sandeep ,Sandeep ,Sandeep ,,Sandeep ,,,,,10.0,,10.0,10.0,10,,10.0,,,,,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,,BLR,,BLR,BLR,BLR,,BLR,,,,,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,,,,51.0,,40.0,54.0,105,,29.0,,,,,16.0,,1.6,13.0,16,,3.0,,,,,1.6,,0.16,1.3,1.6,,0.3,,,,,1.0,,1.0,1.0,1,,1.0,,,,,9.0,,9.0,9.0,9,,9.0,,,
,Abolfazel Maghsodlo,,Abolfazel Maghsodlo,Abolfazel Maghsodlo,Abolfazel Maghsodlo,Abolfazel Maghsodlo,,Abolfazel Maghsodlo,Abolfazel Maghsodlo,Abolfazel Maghsodlo,,10.0,,10.0,10.0,10,10.0,,10.0,10.0,10.0,,Raider,,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,,MUM,,MUM,MUM,MUM,MUM,,MUM,MUM,MUM,,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,,129.0,,136.0,128.0,91,51.0,,48.0,52.0,49.0,,2.0,,0.2,2.0,25,1.0,,5.0,23.0,19.0,,0.2,,0.02,0.2,2.5,0.1,,0.5,2.3,1.9,,5.0,,5.0,5.0,5,5.0,,5.0,5.0,5.0,,8.0,,8.0,8.0,8,8.0,,8.0,8.0,8.0
,Anil Kumar,,Anil Kumar,Anil Kumar,Anil Kumar,,Anil Kumar,,Anil Kumar,,,18.0,,18.0,18.0,18,,18.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,HYD,,HYD,HYD,HYD,,HYD,,HYD,,,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,,Telugu Titans,,,34.0,,39.0,34.0,86,,15.0,,116.0,,,29.0,,1.61,25.0,30,,4.0,,1.0,,,1.6111111111111112,,0.0894444444444444,1.3888888888888888,1.6666666666666667,,0.2222222222222222,,0.0555555555555555,,,8.0,,8.0,8.0,8,,8.0,,8.0,,,0.0,,0.0,0.0,0,,0.0,,0.0,
,Pawan Kumar,Pawan Kumar,Pawan Kumar,Pawan Kumar,Pawan Kumar,Pawan Kumar,,Pawan Kumar,Pawan Kumar,Pawan Kumar,,24.0,24.0,24.0,24.0,24,24.0,,24.0,24.0,24.0,,raider,raider,raider,raider,raider,raider,,raider,raider,raider,,,,,,,,,,,,,BLR,BLR,BLR,BLR,BLR,BLR,,BLR,BLR,BLR,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,73.0,2.0,109.0,69.0,1,1.0,,6.0,1.0,1.0,,11.0,13.0,0.46,11.0,282,11.0,,29.0,271.0,209.0,,0.4583333333333333,0.5416666666666666,0.0191666666666666,0.4583333333333333,11.75,0.4583333333333333,,1.2083333333333333,11.291666666666666,8.708333333333334,,1.0,1.0,1.0,1.0,1,1.0,,1.0,1.0,1.0,,8.0,8.0,8.0,8.0,8,8.0,,8.0,8.0,8.0
,Nitin Tomar,Nitin Tomar,Nitin Tomar,Nitin Tomar,Nitin Tomar,Nitin Tomar,,Nitin Tomar,Nitin Tomar,Nitin Tomar,,11.0,11.0,11.0,11.0,11,11.0,,11.0,11.0,11.0,,raider,raider,raider,raider,raider,raider,,raider,raider,raider,,,,,,,,,,,,,PUN,PUN,PUN,PUN,PUN,PUN,,PUN,PUN,PUN,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,128.0,14.0,139.0,127.0,19,45.0,,28.0,17.0,17.0,,2.0,4.0,0.18,2.0,102,1.0,,13.0,100.0,84.0,,0.1818181818181818,0.3636363636363636,0.0163636363636363,0.1818181818181818,9.272727272727272,0.0909090909090909,,1.181818181818182,9.090909090909092,7.636363636363637,,7.0,7.0,7.0,7.0,7,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,8,8.0,,8.0,8.0,8.0
Surjeet Singh,Surjeet Singh,,Surjeet Singh,Surjeet Singh,Surjeet Singh,,Surjeet Singh,,Surjeet Singh,Surjeet Singh,23.0,23.0,,23.0,23.0,23,,23.0,,23.0,23.0,Defender,Defender,,Defender,Defender,Defender,,Defender,,Defender,Defender,,,,,,,,,,,,KOL,KOL,,KOL,KOL,KOL,,KOL,,KOL,KOL,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,10.0,14.0,,17.0,12.0,46,,48.0,,95.0,100.0,4.0,54.0,,2.35,52.0,57,,2.0,,3.0,2.0,0.1739130434782608,2.347826086956522,,0.1021739130434782,2.260869565217391,2.4782608695652173,,0.0869565217391304,,0.1304347826086956,0.0869565217391304,4.0,4.0,,4.0,4.0,4,,4.0,,4.0,4.0,9.0,9.0,,9.0,9.0,9,,9.0,,9.0,9.0
