high-5s_player_name,player-tackle-points_player_name,super-10s_player_name,player-avg-tackle-points_player_name,player-successful-tackles_player_name,player-total-points_player_name,player-super-raids_player_name,player-super-tackles_player_name,player-dod-raid-points_player_name,player-raid-points_player_name,player-successful-raids_player_name,high-5s_match_played,player-tackle-points_match_played,super-10s_match_played,player-avg-tackle-points_match_played,player-successful-tackles_match_played,player-total-points_match_played,player-super-raids_match_played,player-super-tackles_match_played,player-dod-raid-points_match_played,player-raid-points_match_played,player-successful-raids_match_played,high-5s_position_name,player-tackle-points_position_name,super-10s_position_name,player-avg-tackle-points_position_name,player-successful-tackles_position_name,player-total-points_position_name,player-super-raids_position_name,player-super-tackles_position_name,player-dod-raid-points_position_name,player-raid-points_position_name,player-successful-raids_position_name,high-5s_team,player-tackle-points_team,super-10s_team,player-avg-tackle-points_team,player-successful-tackles_team,player-total-points_team,player-super-raids_team,player-super-tackles_team,player-dod-raid-points_team,player-raid-points_team,player-successful-raids_team,high-5s_team_name,player-tackle-points_team_name,super-10s_team_name,player-avg-tackle-points_team_name,player-successful-tackles_team_name,player-total-points_team_name,player-super-raids_team_name,player-super-tackles_team_name,player-dod-raid-points_team_name,player-raid-points_team_name,player-successful-raids_team_name,high-5s_team_full_name,player-tackle-points_team_full_name,super-10s_team_full_name,player-avg-tackle-points_team_full_name,player-successful-tackles_team_full_name,player-total-points_team_full_name,player-super-raids_team_full_name,player-super-tackles_team_full_name,player-dod-raid-points_team_full_name,player-raid-points_team_full_name,player-successful-raids_team_full_name,high-5s_rank,player-tackle-points_rank,super-10s_rank,player-avg-tackle-points_rank,player-successful-tackles_rank,player-total-points_rank,player-super-raids_rank,player-super-tackles_rank,player-dod-raid-points_rank,player-raid-points_rank,player-successful-raids_rank,high-5s_value,player-tackle-points_value,super-10s_value,player-avg-tackle-points_value,player-successful-tackles_value,player-total-points_value,player-super-raids_value,player-super-tackles_value,player-dod-raid-points_value,player-raid-points_value,player-successful-raids_value,high-5s_points_per_match,player-tackle-points_points_per_match,super-10s_points_per_match,player-avg-tackle-points_points_per_match,player-successful-tackles_points_per_match,player-total-points_points_per_match,player-super-raids_points_per_match,player-super-tackles_points_per_match,player-dod-raid-points_points_per_match,player-raid-points_points_per_match,player-successful-raids_points_per_match,high-5s_team_id,player-tackle-points_team_id,super-10s_team_id,player-avg-tackle-points_team_id,player-successful-tackles_team_id,player-total-points_team_id,player-super-raids_team_id,player-super-tackles_team_id,player-dod-raid-points_team_id,player-raid-points_team_id,player-successful-raids_team_id,high-5s_position_id,player-tackle-points_position_id,super-10s_position_id,player-avg-tackle-points_position_id,player-successful-tackles_position_id,player-total-points_position_id,player-super-raids_position_id,player-super-tackles_position_id,player-dod-raid-points_position_id,player-raid-points_position_id,player-successful-raids_position_id
Kuldeep Singh (732),Kuldeep Singh (732),,Kuldeep Singh (732),Kuldeep Singh (732),Kuldeep Singh (732),,Kuldeep Singh (732),,,,22.0,22.0,,22.0,22.0,22,,22.0,,,,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,,All Rounder,,,,,,,,,,,,,,,HAR,HAR,,HAR,HAR,HAR,,HAR,,,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,,,,19.0,17.0,,20.0,17.0,58,,11.0,,,,2.0,49.0,,2.23,45.0,49,,4.0,,,,0.0909090909090909,2.227272727272727,,0.1013636363636363,2.0454545454545454,2.227272727272727,,0.1818181818181818,,,,28.0,28.0,,28.0,28.0,28,,28.0,,,,0.0,0.0,,0.0,0.0,0,,0.0,,,
,Sachin ,Sachin ,Sachin ,Sachin ,Sachin ,Sachin ,Sachin ,Sachin ,Sachin ,Sachin ,,23.0,23.0,23.0,23.0,23,23.0,23.0,23.0,23.0,23.0,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,55.0,8.0,96.0,59.0,7,50.0,42.0,7.0,7.0,6.0,,14.0,7.0,0.61,12.0,204,1.0,2.0,28.0,190.0,159.0,,0.6086956521739131,0.3043478260869565,0.0265217391304347,0.5217391304347826,8.869565217391305,0.0434782608695652,0.0869565217391304,1.2173913043478262,8.26086956521739,6.913043478260869,,31.0,31.0,31.0,31.0,31,31.0,31.0,31.0,31.0,31.0,,8.0,8.0,8.0,8.0,8,8.0,8.0,8.0,8.0,8.0
,Manjeet ,Manjeet ,Manjeet ,Manjeet ,Manjeet ,Manjeet ,Manjeet ,Manjeet ,Manjeet ,Manjeet ,,22.0,22.0,22.0,22.0,22,22.0,22.0,22.0,22.0,22.0,,raider,raider,raider,raider,raider,raider,raider,raider,raider,raider,,,,,,,,,,,,,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,54.0,21.0,87.0,51.0,20,21.0,76.0,18.0,22.0,20.0,,15.0,2.0,0.68,14.0,102,3.0,1.0,17.0,87.0,76.0,,0.6818181818181818,0.0909090909090909,0.0309090909090909,0.6363636363636364,4.636363636363637,0.1363636363636363,0.0454545454545454,0.7727272727272727,3.9545454545454546,3.4545454545454546,,6.0,6.0,6.0,6.0,6,6.0,6.0,6.0,6.0,6.0,,8.0,8.0,8.0,8.0,8,8.0,8.0,8.0,8.0,8.0
Vinod Kumar,Vinod Kumar,,Vinod Kumar,Vinod Kumar,Vinod Kumar,,Vinod Kumar,Vinod Kumar,Vinod Kumar,Vinod Kumar,17.0,17.0,,17.0,17.0,17,,17.0,17.0,17.0,17.0,Raider,Raider,,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,,,,,,,,,,,,MUM,MUM,,MUM,MUM,MUM,,MUM,MUM,MUM,MUM,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,20.0,35.0,,36.0,36.0,53,,12.0,47.0,54.0,54.0,2.0,29.0,,1.71,25.0,51,,4.0,5.0,22.0,15.0,0.1176470588235294,1.7058823529411764,,0.1005882352941176,1.4705882352941178,3.0,,0.2352941176470588,0.2941176470588235,1.2941176470588236,0.8823529411764706,5.0,5.0,,5.0,5.0,5,,5.0,5.0,5.0,5.0,8.0,8.0,,8.0,8.0,8,,8.0,8.0,8.0,8.0
Anil Kumar,Anil Kumar,,Anil Kumar,Anil Kumar,Anil Kumar,,,,,,4.0,4.0,,4.0,4.0,4,,,,,,Defender,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,,,,CHE,CHE,,CHE,CHE,CHE,,,,,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,,,,,37.0,84.0,,25.0,83.0,139,,,,,,1.0,8.0,,2.0,8.0,8,,,,,,0.25,2.0,,0.5,2.0,2.0,,,,,,29.0,29.0,,29.0,29.0,29,,,,,,9.0,9.0,,9.0,9.0,9,,,,,
,Vijay Kumar,,Vijay Kumar,Vijay Kumar,Vijay Kumar,,,Vijay Kumar,Vijay Kumar,Vijay Kumar,,4.0,,4.0,4.0,4,,,4.0,4.0,4.0,,Defender,,Defender,Defender,Defender,,,Defender,Defender,Defender,,,,,,,,,,,,,PAT,,PAT,PAT,PAT,,,PAT,PAT,PAT,,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,,Patna Pirates,Patna Pirates,Patna Pirates,,147.0,,126.0,142.0,169,,,68.0,108.0,105.0,,1.0,,0.25,1.0,3,,,2.0,2.0,1.0,,0.25,,0.0625,0.25,0.75,,,0.5,0.5,0.25,,6.0,,6.0,6.0,6,,,6.0,6.0,6.0,,9.0,,9.0,9.0,9,,,9.0,9.0,9.0
Mahender Singh,Mahender Singh,,Mahender Singh,Mahender Singh,Mahender Singh,,Mahender Singh,,,,24.0,24.0,,24.0,24.0,24,,24.0,,,,Defender,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,BLR,BLR,,BLR,BLR,BLR,,BLR,,,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,,,2.0,6.0,,15.0,5.0,40,,77.0,,,,6.0,63.0,,2.63,62.0,63,,1.0,,,,0.25,2.625,,0.1095833333333333,2.5833333333333335,2.625,,0.0416666666666666,,,,1.0,1.0,,1.0,1.0,1,,1.0,,,,9.0,9.0,,9.0,9.0,9,,9.0,,,
,More G B,More G B,More G B,More G B,More G B,More G B,More G B,More G B,More G B,More G B,,22.0,22.0,22.0,22.0,22,22.0,22.0,22.0,22.0,22.0,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,66.0,22.0,99.0,72.0,24,44.0,44.0,22.0,25.0,24.0,,12.0,2.0,0.55,10.0,91,1.0,2.0,15.0,79.0,60.0,,0.5454545454545454,0.0909090909090909,0.025,0.4545454545454545,4.136363636363637,0.0454545454545454,0.0909090909090909,0.6818181818181818,3.590909090909091,2.727272727272727,,7.0,7.0,7.0,7.0,7,7.0,7.0,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,8,8.0,8.0,8.0,8.0,8.0
,Satpal ,,Satpal ,Satpal ,Satpal ,,Satpal ,,Satpal ,,,12.0,,12.0,12.0,12,,12.0,,12.0,,,Defender,,Defender,Defender,Defender,,Defender,,Defender,,,,,,,,,,,,,,DEL,,DEL,DEL,DEL,,DEL,,DEL,,,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,58.0,,61.0,73.0,108,,10.0,,120.0,,,14.0,,1.17,10.0,15,,4.0,,1.0,,,1.1666666666666667,,0.0974999999999999,0.8333333333333334,1.25,,0.3333333333333333,,0.0833333333333333,,,2.0,,2.0,2.0,2,,2.0,,2.0,,,9.0,,9.0,9.0,9,,9.0,,9.0,
Narender ,Narender ,,Narender ,Narender ,Narender ,,Narender ,,,,25.0,25.0,,25.0,25.0,25,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,U.P.,U.P.,,U.P.,U.P.,U.P.,,U.P.,,,,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,,,,18.0,21.0,,37.0,25.0,65,,8.0,,,,2.0,42.0,,1.68,37.0,42,,5.0,,,,0.08,1.68,,0.0672,1.48,1.68,,0.2,,,,30.0,30.0,,30.0,30.0,30,,30.0,,,,0.0,0.0,,0.0,0.0,0,,0.0,,,
,Viraj Vishnu Landge,,Viraj Vishnu Landge,Viraj Vishnu Landge,Viraj Vishnu Landge,,,,,,,7.0,,7.0,7.0,7,,,,,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,,,,,DEL,,DEL,DEL,DEL,,,,,,,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,,,,,,90.0,,76.0,86.0,150,,,,,,,6.0,,0.86,6.0,6,,,,,,,0.8571428571428571,,0.1228571428571428,0.8571428571428571,0.8571428571428571,,,,,,,2.0,,2.0,2.0,2,,,,,,,9.0,,9.0,9.0,9,,,,,
,Parvesh ,,Parvesh ,Parvesh ,Parvesh ,,Parvesh ,Parvesh ,Parvesh ,Parvesh ,,6.0,,6.0,6.0,6,,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,PUN,,PUN,PUN,PUN,,PUN,PUN,PUN,PUN,,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,96.0,,80.0,104.0,123,,75.0,89.0,82.0,79.0,,5.0,,0.83,4.0,12,,1.0,1.0,7.0,5.0,,0.8333333333333334,,0.1383333333333333,0.6666666666666666,2.0,,0.1666666666666666,0.1666666666666666,1.1666666666666667,0.8333333333333334,,7.0,,7.0,7.0,7,,7.0,7.0,7.0,7.0,,0.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0
,,,,,Anand V,,,Anand V,Anand V,Anand V,,,,,,3,,,3.0,3.0,3.0,,,,,,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,,,,,BLR,,,BLR,BLR,BLR,,,,,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,,,,170,,,67.0,101.0,88.0,,,,,,3,,,3.0,3.0,3.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,,1,,,1.0,1.0,1.0,,,,,,8,,,8.0,8.0,8.0
Ruturaj Koravi,Ruturaj Koravi,,Ruturaj Koravi,Ruturaj Koravi,Ruturaj Koravi,,Ruturaj Koravi,,,,23.0,23.0,,23.0,23.0,23,,23.0,,,,Defender,Defender,,Defender,Defender,Defender,,Defender,,,,,,,,,,,,,,,GUJ,GUJ,,GUJ,GUJ,GUJ,,GUJ,,,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,,,,38.0,18.0,,24.0,18.0,60,,33.0,,,,1.0,47.0,,2.04,44.0,47,,3.0,,,,0.0434782608695652,2.0434782608695654,,0.088695652173913,1.9130434782608696,2.0434782608695654,,0.1304347826086956,,,,31.0,31.0,,31.0,31.0,31,,31.0,,,,9.0,9.0,,9.0,9.0,9,,9.0,,,
,,,,,Arjun Deshwal,,,,Arjun Deshwal,Arjun Deshwal,,,,,,3,,,,3.0,3.0,,,,,,Raider,,,,Raider,Raider,,,,,,,,,,,,,,,,,MUM,,,,MUM,MUM,,,,,,U Mumba,,,,U Mumba,U Mumba,,,,,,155,,,,91.0,89.0,,,,,,4,,,,4.0,3.0,,,,,,1.3333333333333333,,,,1.3333333333333333,1.0,,,,,,5,,,,5.0,5.0,,,,,,8,,,,8.0,8.0
,Siddharth Desai,Siddharth Desai,Siddharth Desai,Siddharth Desai,Siddharth Desai,Siddharth Desai,,Siddharth Desai,Siddharth Desai,Siddharth Desai,,21.0,21.0,21.0,21.0,21,21.0,,21.0,21.0,21.0,,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,,MUM,MUM,MUM,MUM,MUM,MUM,,MUM,MUM,MUM,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,,119.0,3.0,149.0,120.0,3,2.0,,3.0,3.0,4.0,,3.0,12.0,0.14,3.0,221,10.0,,41.0,218.0,169.0,,0.1428571428571428,0.5714285714285714,0.0066666666666666,0.1428571428571428,10.523809523809524,0.4761904761904761,,1.9523809523809523,10.38095238095238,8.047619047619047,,5.0,5.0,5.0,5.0,5,5.0,,5.0,5.0,5.0,,8.0,8.0,8.0,8.0,8,8.0,,8.0,8.0,8.0
,Abhishek Singh,Abhishek Singh,Abhishek Singh,Abhishek Singh,Abhishek Singh,Abhishek Singh,,Abhishek Singh,Abhishek Singh,Abhishek Singh,,15.0,15.0,15.0,15.0,15,15.0,,15.0,15.0,15.0,,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,,MUM,MUM,MUM,MUM,MUM,MUM,,MUM,MUM,MUM,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,,91.0,23.0,112.0,87.0,52,37.0,,17.0,34.0,35.0,,6.0,2.0,0.4,6.0,53,1.0,,18.0,47.0,38.0,,0.4,0.1333333333333333,0.0266666666666666,0.4,3.533333333333333,0.0666666666666666,,1.2,3.1333333333333333,2.533333333333333,,5.0,5.0,5.0,5.0,5,5.0,,5.0,5.0,5.0,,8.0,8.0,8.0,8.0,8,8.0,,8.0,8.0,8.0
,,,,,Obiero Victor,,,,Obiero Victor,Obiero Victor,,,,,,3,,,,3.0,3.0,,,,,,All Rounder,,,,All Rounder,All Rounder,,,,,,,,,,,,,,,,,CHE,,,,CHE,CHE,,,,,,Tamil Thalaivas,,,,Tamil Thalaivas,Tamil Thalaivas,,,,,,148,,,,84.0,82.0,,,,,,6,,,,6.0,4.0,,,,,,2.0,,,,2.0,1.3333333333333333,,,,,,29,,,,29.0,29.0,,,,,,0,,,,0.0,0.0
,,,,,Md Masud Karim,,,Md Masud Karim,Md Masud Karim,Md Masud Karim,,,,,,3,,,3.0,3.0,3.0,,,,,,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,,,,,U.P.,,,U.P.,U.P.,U.P.,,,,,,U.P. Yoddha,,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,,,,,167,,,88.0,100.0,94.0,,,,,,3,,,1.0,3.0,2.0,,,,,,1.0,,,0.3333333333333333,1.0,0.6666666666666666,,,,,,30,,,30.0,30.0,30.0,,,,,,8,,,8.0,8.0,8.0
,,,,,Mahesh Magdum,,,Mahesh Magdum,Mahesh Magdum,Mahesh Magdum,,,,,,4,,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLR,,,BLR,BLR,BLR,,,,,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,,,,144,,,70.0,81.0,81.0,,,,,,7,,,2.0,7.0,5.0,,,,,,1.75,,,0.5,1.75,1.25,,,,,,1,,,1.0,1.0,1.0,,,,,,0,,,0.0,0.0,0.0
,C Manoj Kumar ,,C Manoj Kumar ,C Manoj Kumar ,C Manoj Kumar ,,,C Manoj Kumar ,C Manoj Kumar ,C Manoj Kumar ,,12.0,,12.0,12.0,12,,,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,HYD,,HYD,HYD,HYD,,,HYD,HYD,HYD,,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,,Telugu Titans,Telugu Titans,Telugu Titans,,110.0,,116.0,102.0,116,,,85.0,68.0,71.0,,4.0,,0.33,4.0,14,,,1.0,10.0,7.0,,0.3333333333333333,,0.0275,0.3333333333333333,1.1666666666666667,,,0.0833333333333333,0.8333333333333334,0.5833333333333334,,8.0,,8.0,8.0,8,,,8.0,8.0,8.0,,0.0,,0.0,0.0,0,,,0.0,0.0,0.0
,,,,,Bhanu Tomar,,,Bhanu Tomar,Bhanu Tomar,Bhanu Tomar,,,,,,6,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.P.,,,U.P.,U.P.,U.P.,,,,,,U.P. Yoddha,,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,,,,,132,,,86.0,71.0,73.0,,,,,,9,,,1.0,9.0,6.0,,,,,,1.5,,,0.1666666666666666,1.5,1.0,,,,,,30,,,30.0,30.0,30.0,,,,,,0,,,0.0,0.0,0.0
,,,,,Rajnish ,,,Rajnish ,Rajnish ,Rajnish ,,,,,,4,,,4.0,4.0,4.0,,,,,,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,,,,,HYD,,,HYD,HYD,HYD,,,,,,Telugu Titans,,,Telugu Titans,Telugu Titans,Telugu Titans,,,,,,133,,,87.0,72.0,66.0,,,,,,9,,,1.0,9.0,8.0,,,,,,2.25,,,0.25,2.25,2.0,,,,,,8,,,8.0,8.0,8.0,,,,,,8,,,8.0,8.0,8.0
,Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,,22.0,22.0,22.0,22.0,22,22.0,22.0,22.0,22.0,22.0,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,95.0,7.0,129.0,103.0,8,28.0,81.0,8.0,8.0,8.0,,5.0,8.0,0.23,4.0,177,2.0,1.0,26.0,172.0,144.0,,0.2272727272727272,0.3636363636363636,0.0104545454545454,0.1818181818181818,8.045454545454545,0.0909090909090909,0.0454545454545454,1.181818181818182,7.818181818181818,6.545454545454546,,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,,8.0,8.0,8.0,8.0,8,8.0,8.0,8.0,8.0,8.0
,Armaan ,Armaan ,Armaan ,Armaan ,Armaan ,Armaan ,Armaan ,Armaan ,Armaan ,Armaan ,,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,HYD,HYD,HYD,HYD,HYD,HYD,HYD,HYD,HYD,HYD,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,138.0,25.0,107.0,143.0,110,29.0,82.0,56.0,63.0,65.0,,2.0,1.0,0.5,1.0,15,1.0,1.0,4.0,13.0,9.0,,0.5,0.25,0.125,0.25,3.75,0.25,0.25,1.0,3.25,2.25,,8.0,8.0,8.0,8.0,8,8.0,8.0,8.0,8.0,8.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
,,,,,Mithin Kumar,,,Mithin Kumar,Mithin Kumar,Mithin Kumar,,,,,,3,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOL,,,KOL,KOL,KOL,,,,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,,,,168,,,69.0,102.0,95.0,,,,,,3,,,2.0,3.0,2.0,,,,,,1.0,,,0.6666666666666666,1.0,0.6666666666666666,,,,,,4,,,4.0,4.0,4.0,,,,,,0,,,0.0,0.0,0.0
,Lalit Chaudhary,,Lalit Chaudhary,Lalit Chaudhary,Lalit Chaudhary,,Lalit Chaudhary,,Lalit Chaudhary,Lalit Chaudhary,,4.0,,4.0,4.0,4,,4.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,GUJ,,GUJ,GUJ,GUJ,,GUJ,,GUJ,GUJ,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,111.0,,69.0,121.0,145,,83.0,,103.0,111.0,,4.0,,1.0,3.0,7,,1.0,,3.0,1.0,,1.0,,0.25,0.75,1.75,,0.25,,0.75,0.25,,31.0,,31.0,31.0,31,,31.0,,31.0,31.0,,0.0,,0.0,0.0,0,,0.0,,0.0,0.0
,Kamal Singh ,,Kamal Singh ,Kamal Singh ,Kamal Singh ,,Kamal Singh ,Kamal Singh ,Kamal Singh ,Kamal Singh ,,8.0,,8.0,8.0,8,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,HYD,,HYD,HYD,HYD,,HYD,HYD,HYD,HYD,,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,136.0,,125.0,152.0,111,,84.0,61.0,64.0,67.0,,2.0,,0.25,1.0,15,,1.0,3.0,13.0,7.0,,0.25,,0.03125,0.125,1.875,,0.125,0.375,1.625,0.875,,8.0,,8.0,8.0,8,,8.0,8.0,8.0,8.0,,0.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0
,,,,,Gaurav Kumar,,,,Gaurav Kumar,Gaurav Kumar,,,,,,3,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUM,,,,MUM,MUM,,,,,,U Mumba,,,,U Mumba,U Mumba,,,,,,171,,,,106.0,91.0,,,,,,2,,,,2.0,2.0,,,,,,0.6666666666666666,,,,0.6666666666666666,0.6666666666666666,,,,,,5,,,,5.0,5.0,,,,,,0,,,,0.0,0.0
,,,,,Dharmender ,Dharmender ,,,Dharmender ,Dharmender ,,,,,,4,4.0,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUJ,GUJ,,,GUJ,GUJ,,,,,,Gujarat Giants,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,,,,,,154,30.0,,,89.0,92.0,,,,,,5,1.0,,,5.0,2.0,,,,,,1.25,0.25,,,1.25,0.5,,,,,,31,31.0,,,31.0,31.0,,,,,,0,0.0,,,0.0,0.0
,,,,,Bhuvneshwar Gaur,,,,Bhuvneshwar Gaur,Bhuvneshwar Gaur,,,,,,6,,,,6.0,6.0,,,,,,Raider,,,,Raider,Raider,,,,,,,,,,,,,,,,,HAR,,,,HAR,HAR,,,,,,Haryana Steelers,,,,Haryana Steelers,Haryana Steelers,,,,,,147,,,,85.0,90.0,,,,,,6,,,,6.0,3.0,,,,,,1.0,,,,1.0,0.5,,,,,,28,,,,28.0,28.0,,,,,,8,,,,8.0,8.0
,Azad Singh,,Azad Singh,Azad Singh,Azad Singh,Azad Singh,,Azad Singh,Azad Singh,Azad Singh,,9.0,,9.0,9.0,9,9.0,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,U.P.,,U.P.,U.P.,U.P.,U.P.,,U.P.,U.P.,U.P.,,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,137.0,,131.0,122.0,94,31.0,,42.0,55.0,55.0,,2.0,,0.22,2.0,23,1.0,,6.0,21.0,14.0,,0.2222222222222222,,0.0244444444444444,0.2222222222222222,2.5555555555555554,0.1111111111111111,,0.6666666666666666,2.3333333333333335,1.5555555555555556,,30.0,,30.0,30.0,30,30.0,,30.0,30.0,30.0,,0.0,,0.0,0.0,0,0.0,,0.0,0.0,0.0
,,,,,Arun Kumar,,,,Arun Kumar,Arun Kumar,,,,,,2,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,HAR,,,,HAR,HAR,,,,,,Haryana Steelers,,,,Haryana Steelers,Haryana Steelers,,,,,,178,,,,122.0,114.0,,,,,,1,,,,1.0,1.0,,,,,,0.5,,,,0.5,0.5,,,,,,28,,,,28.0,28.0,,,,,,0,,,,0.0,0.0
,,,,,Anand ,,,Anand ,Anand ,Anand ,,,,,,3,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHE,,,CHE,CHE,CHE,,,,,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,,,,,137,,,62.0,76.0,68.0,,,,,,8,,,3.0,8.0,7.0,,,,,,2.6666666666666665,,,1.0,2.6666666666666665,2.3333333333333335,,,,,,29,,,29.0,29.0,29.0,,,,,,0,,,0.0,0.0,0.0
