season,team_name,player-id-pkdc,Raider Name,Number of Defenders,Total Raids,% of Raids,Empty,Successful,Unsuccessful
PKL-09,UP Yoddha,4222,Rohit Tomar,7,71,42%,38.00%,42.30%,19.70%
PKL-09,UP Yoddha,142,Sandeep Narwal,2,1,3%,100.00%,,
PKL-09,UP Yoddha,142,Sandeep Narwal,3,5,13%,80.00%,20.00%,
PKL-09,UP Yoddha,142,Sandeep Narwal,4,1,3%,100.00%,,
PKL-09,UP Yoddha,142,Sandeep Narwal,5,8,21%,50.00%,37.50%,12.50%
PKL-09,UP Yoddha,142,Sandeep Narwal,6,6,16%,66.70%,,33.30%
PKL-09,UP Yoddha,142,Sandeep Narwal,7,17,45%,58.80%,23.50%,17.60%
PKL-09,UP Yoddha,3240,Sumit,6,1,14%,100.00%,,
PKL-09,UP Yoddha,3240,Sumit,7,6,86%,66.70%,16.70%,16.70%
PKL-09,UP Yoddha,3241,Surender Gill,2,12,5%,8.30%,91.70%,
PKL-09,UP Yoddha,3241,Surender Gill,3,9,4%,33.30%,55.60%,11.10%
PKL-09,UP Yoddha,3241,Surender Gill,4,25,11%,60.00%,20.00%,20.00%
PKL-09,UP Yoddha,3241,Surender Gill,5,24,11%,41.70%,33.30%,25.00%
PKL-09,UP Yoddha,3241,Surender Gill,6,66,29%,33.30%,56.10%,10.60%
PKL-09,UP Yoddha,3241,Surender Gill,7,88,39%,29.50%,47.70%,22.70%
PKL-09,Haryana Steelers,4928,Amirhossein Bastami,7,1,100%,,,100.00%
PKL-09,Haryana Steelers,5103,Harsh,7,1,100%,,,100.00%
PKL-09,Haryana Steelers,4184,Jaideep Dahiya,7,4,100%,50.00%,25.00%,25.00%
PKL-09,Haryana Steelers,194,Joginder Narwal,7,1,100%,100.00%,,
PKL-09,Haryana Steelers,219,K. Prapanjan,3,3,5%,33.30%,,66.70%
PKL-09,Haryana Steelers,219,K. Prapanjan,4,6,9%,33.30%,50.00%,16.70%
PKL-09,Haryana Steelers,219,K. Prapanjan,5,14,21%,42.90%,35.70%,21.40%
PKL-09,Haryana Steelers,219,K. Prapanjan,6,11,17%,36.40%,36.40%,27.30%
PKL-09,Haryana Steelers,219,K. Prapanjan,7,32,48%,12.50%,56.30%,31.30%
PKL-09,Haryana Steelers,4157,Lovepreet Singh,3,4,27%,,50.00%,50.00%
PKL-09,Haryana Steelers,4157,Lovepreet Singh,4,1,7%,,100.00%,
PKL-09,Haryana Steelers,4157,Lovepreet Singh,5,5,33%,,20.00%,80.00%
PKL-09,Haryana Steelers,4157,Lovepreet Singh,6,5,33%,20.00%,40.00%,40.00%
PKL-09,Haryana Steelers,5055,Manish Gulia,3,2,10%,50.00%,,50.00%
PKL-09,Haryana Steelers,5055,Manish Gulia,4,2,10%,,50.00%,50.00%
PKL-09,Haryana Steelers,5055,Manish Gulia,5,4,20%,,75.00%,25.00%
PKL-09,Haryana Steelers,5055,Manish Gulia,6,2,10%,,100.00%,
PKL-09,Haryana Steelers,5055,Manish Gulia,7,10,50%,20.00%,30.00%,50.00%
PKL-09,Haryana Steelers,763,Manjeet,1,1,1%,,100.00%,
PKL-09,Haryana Steelers,763,Manjeet,2,2,2%,,100.00%,
PKL-09,Haryana Steelers,763,Manjeet,3,8,9%,75.00%,12.50%,12.50%
PKL-09,Haryana Steelers,763,Manjeet,4,9,10%,66.70%,22.20%,11.10%
PKL-09,Haryana Steelers,763,Manjeet,5,18,20%,55.60%,22.20%,22.20%
PKL-09,Haryana Steelers,763,Manjeet,6,24,27%,16.70%,62.50%,20.80%
PKL-09,Haryana Steelers,763,Manjeet,7,27,30%,18.50%,51.90%,29.60%
PKL-09,Haryana Steelers,#N/A,Manjeet Dahiya,1,2,1%,,100.00%,
PKL-09,Haryana Steelers,#N/A,Manjeet Dahiya,2,5,3%,,80.00%,20.00%
PKL-09,Haryana Steelers,#N/A,Manjeet Dahiya,3,14,8%,42.90%,21.40%,35.70%
PKL-09,Haryana Steelers,#N/A,Manjeet Dahiya,4,25,14%,48.00%,24.00%,28.00%
PKL-09,Haryana Steelers,#N/A,Manjeet Dahiya,5,33,18%,45.50%,33.30%,21.20%
PKL-09,Haryana Steelers,#N/A,Manjeet Dahiya,6,35,19%,34.30%,51.40%,14.30%
PKL-09,Haryana Steelers,#N/A,Manjeet Dahiya,7,71,38%,22.50%,52.10%,25.40%
PKL-09,Haryana Steelers,#N/A,Meetu Mahender,1,1,0%,,100.00%,
PKL-09,Haryana Steelers,#N/A,Meetu Mahender,2,11,3%,9.10%,72.70%,18.20%
PKL-09,Haryana Steelers,#N/A,Meetu Mahender,3,32,10%,37.50%,31.30%,31.30%
PKL-09,Haryana Steelers,#N/A,Meetu Mahender,4,53,17%,45.30%,26.40%,28.30%
PKL-09,Haryana Steelers,#N/A,Meetu Mahender,5,69,22%,43.50%,26.10%,30.40%
PKL-09,Haryana Steelers,#N/A,Meetu Mahender,6,57,18%,36.80%,36.80%,26.30%
PKL-09,Haryana Steelers,#N/A,Meetu Mahender,7,95,30%,34.70%,46.30%,18.90%
PKL-09,Haryana Steelers,#N/A,Mohit,7,1,100%,,,100.00%
PKL-09,Haryana Steelers,4954,Mohit Nandal,7,1,100%,,,100.00%
PKL-09,Haryana Steelers,3065,Nitin Rawal,3,3,10%,100.00%,,
PKL-09,Haryana Steelers,3065,Nitin Rawal,5,5,17%,100.00%,,
PKL-09,Haryana Steelers,3065,Nitin Rawal,6,4,14%,75.00%,,25.00%
PKL-09,Haryana Steelers,3065,Nitin Rawal,7,17,59%,41.20%,23.50%,35.30%
PKL-09,Haryana Steelers,204,Rakesh Narwal,1,1,1%,,100.00%,
PKL-09,Haryana Steelers,204,Rakesh Narwal,2,3,3%,,100.00%,
PKL-09,Haryana Steelers,204,Rakesh Narwal,3,4,4%,50.00%,50.00%,
PKL-09,Haryana Steelers,204,Rakesh Narwal,4,15,14%,73.30%,6.70%,20.00%
PKL-09,Haryana Steelers,204,Rakesh Narwal,5,28,25%,82.10%,3.60%,14.30%
PKL-09,Haryana Steelers,204,Rakesh Narwal,6,24,22%,25.00%,41.70%,33.30%
PKL-09,Haryana Steelers,204,Rakesh Narwal,7,35,32%,31.40%,42.90%,25.70%
PKL-09,Haryana Steelers,4179,Sushil,2,3,11%,,100.00%,
PKL-09,Haryana Steelers,4179,Sushil,3,2,7%,50.00%,50.00%,
PKL-09,Haryana Steelers,4179,Sushil,4,3,11%,,66.70%,33.30%
PKL-09,Haryana Steelers,4179,Sushil,5,2,7%,,50.00%,50.00%
PKL-09,Haryana Steelers,4179,Sushil,6,7,26%,,71.40%,28.60%
PKL-09,Haryana Steelers,4179,Sushil,7,10,37%,30.00%,50.00%,20.00%
PKL-09,Haryana Steelers,3054,Vinay,4,5,28%,20.00%,,80.00%
PKL-09,Haryana Steelers,3054,Vinay,5,3,17%,,,100.00%
PKL-09,Haryana Steelers,3054,Vinay,6,3,17%,33.30%,66.70%,
PKL-09,Haryana Steelers,3054,Vinay,7,7,39%,14.30%,57.10%,28.60%
PKL-09,Haryana Steelers,#N/A,Vinay Tevatia,3,2,6%,,50.00%,50.00%
PKL-09,Haryana Steelers,#N/A,Vinay Tevatia,4,7,20%,14.30%,42.90%,42.90%
PKL-09,Haryana Steelers,#N/A,Vinay Tevatia,5,10,29%,20.00%,50.00%,30.00%
PKL-09,Haryana Steelers,#N/A,Vinay Tevatia,6,3,9%,,66.70%,33.30%
PKL-09,Haryana Steelers,#N/A,Vinay Tevatia,7,13,37%,30.80%,30.80%,38.50%
PKL-05,Bengal Warriors,765,Anil Kumar,7,1,100%,,,100.00%
PKL-05,Bengal Warriors,34,Bhupender Singh,3,4,5%,75.00%,25.00%,
PKL-05,Bengal Warriors,34,Bhupender Singh,4,8,10%,87.50%,,12.50%
PKL-05,Bengal Warriors,34,Bhupender Singh,5,22,27%,63.60%,13.60%,22.70%
PKL-05,Bengal Warriors,34,Bhupender Singh,6,12,14%,50.00%,41.70%,8.30%
PKL-05,Bengal Warriors,34,Bhupender Singh,7,37,45%,48.60%,18.90%,32.40%
PKL-05,Bengal Warriors,211,Deepak Narwal,1,1,1%,,100.00%,
PKL-05,Bengal Warriors,211,Deepak Narwal,2,4,2%,,75.00%,25.00%
PKL-05,Bengal Warriors,211,Deepak Narwal,3,11,6%,36.40%,45.50%,18.20%
PKL-05,Bengal Warriors,211,Deepak Narwal,4,19,10%,31.60%,36.80%,31.60%
PKL-05,Bengal Warriors,211,Deepak Narwal,5,42,22%,57.10%,14.30%,28.60%
PKL-05,Bengal Warriors,211,Deepak Narwal,6,39,21%,30.80%,41.00%,28.20%
PKL-05,Bengal Warriors,211,Deepak Narwal,7,71,38%,36.60%,49.30%,14.10%
PKL-05,Bengal Warriors,12,Jang Kun Lee,1,1,0%,,100.00%,
PKL-05,Bengal Warriors,12,Jang Kun Lee,2,9,4%,22.20%,66.70%,11.10%
PKL-05,Bengal Warriors,12,Jang Kun Lee,3,7,3%,28.60%,28.60%,42.90%
PKL-05,Bengal Warriors,12,Jang Kun Lee,4,14,7%,50.00%,35.70%,14.30%
PKL-05,Bengal Warriors,12,Jang Kun Lee,5,32,15%,50.00%,18.80%,31.30%
PKL-05,Bengal Warriors,12,Jang Kun Lee,6,44,21%,43.20%,45.50%,11.40%
PKL-05,Bengal Warriors,12,Jang Kun Lee,7,105,50%,37.10%,40.00%,22.90%
PKL-05,Bengal Warriors,#N/A,Kuldeep,4,1,33%,100.00%,,
PKL-05,Bengal Warriors,#N/A,Kuldeep,5,2,67%,,,100.00%
PKL-05,Bengal Warriors,143,Maninder Singh,1,4,1%,,100.00%,
PKL-05,Bengal Warriors,143,Maninder Singh,2,26,7%,7.70%,80.80%,11.50%
PKL-05,Bengal Warriors,143,Maninder Singh,3,20,5%,40.00%,45.00%,15.00%
PKL-05,Bengal Warriors,143,Maninder Singh,4,29,8%,55.20%,34.50%,10.30%
PKL-05,Bengal Warriors,143,Maninder Singh,5,51,14%,60.80%,15.70%,23.50%
PKL-05,Bengal Warriors,143,Maninder Singh,6,89,24%,31.50%,43.80%,24.70%
PKL-05,Bengal Warriors,143,Maninder Singh,7,148,40%,37.80%,46.60%,15.50%
PKL-05,Bengal Warriors,288,Rahul Kumar,3,1,100%,100.00%,,
PKL-05,Bengal Warriors,160,Ran Singh,1,1,4%,,100.00%,
PKL-05,Bengal Warriors,160,Ran Singh,2,1,4%,,100.00%,
PKL-05,Bengal Warriors,160,Ran Singh,4,2,7%,100.00%,,
PKL-05,Bengal Warriors,160,Ran Singh,5,1,4%,100.00%,,
PKL-05,Bengal Warriors,160,Ran Singh,6,5,19%,40.00%,40.00%,20.00%
PKL-05,Bengal Warriors,160,Ran Singh,7,17,63%,41.20%,35.30%,23.50%
PKL-05,Bengal Warriors,#N/A,Ravindra Ramesh Kumawat,3,1,14%,,,100.00%
PKL-05,Bengal Warriors,#N/A,Ravindra Ramesh Kumawat,4,1,14%,,,100.00%
PKL-05,Bengal Warriors,#N/A,Ravindra Ramesh Kumawat,5,3,43%,66.70%,33.30%,
PKL-05,Bengal Warriors,#N/A,Ravindra Ramesh Kumawat,7,2,29%,,50.00%,50.00%
PKL-05,Bengal Warriors,107,Shrikant Tewthia,6,2,40%,50.00%,,50.00%
PKL-05,Bengal Warriors,107,Shrikant Tewthia,7,3,60%,,66.70%,33.30%
PKL-05,Bengal Warriors,322,Surjeet Singh,3,1,2%,100.00%,,
PKL-05,Bengal Warriors,322,Surjeet Singh,4,3,6%,100.00%,,
PKL-05,Bengal Warriors,322,Surjeet Singh,5,10,19%,100.00%,,
PKL-05,Bengal Warriors,322,Surjeet Singh,6,13,25%,92.30%,7.70%,
PKL-05,Bengal Warriors,322,Surjeet Singh,7,25,48%,88.00%,8.00%,4.00%
PKL-05,Bengal Warriors,387,Vinod Kumar,3,6,5%,100.00%,,
PKL-05,Bengal Warriors,387,Vinod Kumar,4,16,13%,25.00%,37.50%,37.50%
PKL-05,Bengal Warriors,387,Vinod Kumar,5,48,39%,56.30%,25.00%,18.80%
PKL-05,Bengal Warriors,387,Vinod Kumar,6,24,20%,58.30%,12.50%,29.20%
PKL-05,Bengal Warriors,387,Vinod Kumar,7,29,24%,44.80%,24.10%,31.00%
PKL-05,Bengal Warriors,#N/A,Virender,4,1,9%,,,100.00%
PKL-05,Bengal Warriors,#N/A,Virender,5,4,36%,25.00%,25.00%,50.00%
PKL-05,Bengal Warriors,#N/A,Virender,6,2,18%,50.00%,50.00%,
PKL-05,Bengal Warriors,#N/A,Virender,7,4,36%,,25.00%,75.00%
PKL-05,Dabang Delhi,300,Abolfazel Maghsodlo,2,6,3%,33.30%,50.00%,16.70%
PKL-05,Dabang Delhi,#N/A,Abolfazl Maghsodlou,3,11,5%,54.50%,36.40%,9.10%
PKL-05,Dabang Delhi,#N/A,Abolfazl Maghsodlou,4,21,9%,52.40%,19.00%,28.60%
PKL-05,Dabang Delhi,#N/A,Abolfazl Maghsodlou,5,46,20%,56.50%,26.10%,17.40%
PKL-05,Dabang Delhi,#N/A,Abolfazl Maghsodlou,6,56,24%,41.10%,37.50%,21.40%
PKL-05,Dabang Delhi,#N/A,Abolfazl Maghsodlou,7,90,39%,38.90%,40.00%,21.10%
PKL-05,Dabang Delhi,576,Anand Patil,3,4,4%,25.00%,,75.00%
PKL-05,Dabang Delhi,576,Anand Patil,4,13,13%,53.80%,,46.20%
PKL-05,Dabang Delhi,576,Anand Patil,5,22,22%,54.50%,18.20%,27.30%
PKL-05,Dabang Delhi,576,Anand Patil,6,20,20%,45.00%,30.00%,25.00%
PKL-05,Dabang Delhi,576,Anand Patil,7,43,42%,39.50%,34.90%,25.60%
PKL-05,Dabang Delhi,251,Meraj Sheykh,1,2,1%,,100.00%,
PKL-05,Dabang Delhi,251,Meraj Sheykh,2,17,6%,11.80%,52.90%,35.30%
PKL-05,Dabang Delhi,251,Meraj Sheykh,3,23,8%,39.10%,43.50%,17.40%
PKL-05,Dabang Delhi,251,Meraj Sheykh,4,32,11%,43.80%,34.40%,21.90%
PKL-05,Dabang Delhi,251,Meraj Sheykh,5,46,16%,60.90%,23.90%,15.20%
PKL-05,Dabang Delhi,251,Meraj Sheykh,6,59,20%,55.90%,27.10%,16.90%
PKL-05,Dabang Delhi,251,Meraj Sheykh,7,113,39%,67.30%,17.70%,15.00%
PKL-05,Dabang Delhi,73,Nilesh Shinde,5,3,21%,100.00%,,
PKL-05,Dabang Delhi,73,Nilesh Shinde,6,3,21%,33.30%,33.30%,33.30%
PKL-05,Dabang Delhi,73,Nilesh Shinde,7,8,57%,75.00%,12.50%,12.50%
PKL-05,Dabang Delhi,718,R. Sriram,2,1,1%,,100.00%,
PKL-05,Dabang Delhi,718,R. Sriram,3,7,9%,42.90%,28.60%,28.60%
PKL-05,Dabang Delhi,718,R. Sriram,4,8,10%,50.00%,25.00%,25.00%
PKL-05,Dabang Delhi,718,R. Sriram,5,10,13%,10.00%,20.00%,70.00%
PKL-05,Dabang Delhi,718,R. Sriram,6,15,19%,40.00%,26.70%,33.30%
PKL-05,Dabang Delhi,718,R. Sriram,7,38,48%,34.20%,47.40%,18.40%
PKL-05,Dabang Delhi,92,Ravi Dalal,4,1,4%,100.00%,,
PKL-05,Dabang Delhi,92,Ravi Dalal,5,7,25%,85.70%,14.30%,
PKL-05,Dabang Delhi,92,Ravi Dalal,6,6,21%,66.70%,,33.30%
PKL-05,Dabang Delhi,92,Ravi Dalal,7,14,50%,64.30%,21.40%,14.30%
PKL-05,Dabang Delhi,261,Rohit Baliyan,3,7,4%,85.70%,,14.30%
PKL-05,Dabang Delhi,261,Rohit Baliyan,4,9,5%,55.60%,33.30%,11.10%
PKL-05,Dabang Delhi,261,Rohit Baliyan,5,24,15%,70.80%,8.30%,20.80%
PKL-05,Dabang Delhi,261,Rohit Baliyan,6,55,33%,25.50%,49.10%,25.50%
PKL-05,Dabang Delhi,261,Rohit Baliyan,7,70,42%,48.60%,32.90%,18.60%
PKL-05,Dabang Delhi,97,Rupesh Tomar,5,1,14%,100.00%,,
PKL-05,Dabang Delhi,97,Rupesh Tomar,7,6,86%,100.00%,,
PKL-05,Dabang Delhi,773,Satpal,5,1,14%,100.00%,,
PKL-05,Dabang Delhi,773,Satpal,7,6,86%,33.30%,,66.70%
PKL-05,Dabang Delhi,#N/A,Shubham Ashok Palkar,4,1,4%,,,100.00%
PKL-05,Dabang Delhi,#N/A,Shubham Ashok Palkar,5,5,21%,80.00%,,20.00%
PKL-05,Dabang Delhi,#N/A,Shubham Ashok Palkar,6,5,21%,20.00%,60.00%,20.00%
PKL-05,Dabang Delhi,#N/A,Shubham Ashok Palkar,7,13,54%,38.50%,23.10%,38.50%
PKL-05,Dabang Delhi,207,Sunil,3,1,50%,100.00%,,
PKL-05,Dabang Delhi,207,Sunil,7,1,50%,,,100.00%
PKL-05,Dabang Delhi,173,Suresu Kumar,1,1,8%,100.00%,,
PKL-05,Dabang Delhi,173,Suresu Kumar,5,4,33%,75.00%,,25.00%
PKL-05,Dabang Delhi,173,Suresu Kumar,6,2,17%,50.00%,50.00%,
PKL-05,Dabang Delhi,173,Suresu Kumar,7,5,42%,40.00%,20.00%,40.00%
PKL-05,Dabang Delhi,#N/A,Vipin Malik,6,2,67%,,,100.00%
PKL-05,Dabang Delhi,#N/A,Vipin Malik,7,1,33%,,,100.00%
PKL-05,Dabang Delhi,3159,Vishal,4,1,14%,100.00%,,
PKL-05,Dabang Delhi,3159,Vishal,5,2,29%,50.00%,50.00%,
PKL-05,Dabang Delhi,3159,Vishal,7,4,57%,25.00%,,75.00%
PKL-05,Dabang Delhi,#N/A,Yatharth,7,1,100%,100.00%,,
PKL-05,Gujarat Fortunegiants,489,Abozar Mighani,5,2,33%,100.00%,,
PKL-05,Gujarat Fortunegiants,489,Abozar Mighani,7,4,67%,75.00%,,25.00%
PKL-05,Gujarat Fortunegiants,#N/A,Amit Rathi,5,1,33%,,,100.00%
PKL-05,Gujarat Fortunegiants,#N/A,Amit Rathi,6,2,67%,100.00%,,
PKL-05,Gujarat Fortunegiants,36,Chandran Ranjit,2,10,8%,30.00%,70.00%,
PKL-05,Gujarat Fortunegiants,36,Chandran Ranjit,3,20,16%,45.00%,25.00%,30.00%
PKL-05,Gujarat Fortunegiants,36,Chandran Ranjit,4,13,11%,38.50%,46.20%,15.40%
PKL-05,Gujarat Fortunegiants,36,Chandran Ranjit,5,36,30%,47.20%,19.40%,33.30%
PKL-05,Gujarat Fortunegiants,36,Chandran Ranjit,6,19,16%,36.80%,47.40%,15.80%
PKL-05,Gujarat Fortunegiants,36,Chandran Ranjit,7,24,20%,41.70%,41.70%,16.70%
PKL-05,Gujarat Fortunegiants,259,Fazel Atrachali,3,1,9%,100.00%,,
PKL-05,Gujarat Fortunegiants,259,Fazel Atrachali,4,4,36%,50.00%,,50.00%
PKL-05,Gujarat Fortunegiants,259,Fazel Atrachali,5,3,27%,100.00%,,
PKL-05,Gujarat Fortunegiants,259,Fazel Atrachali,7,3,27%,100.00%,,
PKL-05,Gujarat Fortunegiants,163,Mahendra Rajput,1,2,2%,,100.00%,
PKL-05,Gujarat Fortunegiants,163,Mahendra Rajput,2,3,3%,33.30%,33.30%,33.30%
PKL-05,Gujarat Fortunegiants,163,Mahendra Rajput,3,10,9%,50.00%,40.00%,10.00%
PKL-05,Gujarat Fortunegiants,163,Mahendra Rajput,4,13,12%,76.90%,15.40%,7.70%
PKL-05,Gujarat Fortunegiants,163,Mahendra Rajput,5,23,21%,43.50%,26.10%,30.40%
PKL-05,Gujarat Fortunegiants,163,Mahendra Rajput,6,21,19%,38.10%,47.60%,14.30%
PKL-05,Gujarat Fortunegiants,163,Mahendra Rajput,7,37,34%,21.60%,51.40%,27.00%
PKL-05,Gujarat Fortunegiants,#N/A,Mahipal Narwal,6,1,100%,100.00%,,
PKL-05,Gujarat Fortunegiants,70,Manoj Kumar,4,1,50%,100.00%,,
PKL-05,Gujarat Fortunegiants,70,Manoj Kumar,7,1,50%,100.00%,,
PKL-05,Gujarat Fortunegiants,318,Pawan Sehrawat,2,3,13%,33.30%,33.30%,33.30%
PKL-05,Gujarat Fortunegiants,318,Pawan Sehrawat,3,4,17%,50.00%,25.00%,25.00%
PKL-05,Gujarat Fortunegiants,318,Pawan Sehrawat,4,4,17%,25.00%,25.00%,50.00%
PKL-05,Gujarat Fortunegiants,318,Pawan Sehrawat,5,4,17%,25.00%,25.00%,50.00%
PKL-05,Gujarat Fortunegiants,318,Pawan Sehrawat,6,3,13%,,,100.00%
PKL-05,Gujarat Fortunegiants,318,Pawan Sehrawat,7,6,25%,16.70%,16.70%,66.70%
PKL-05,Gujarat Fortunegiants,204,Rakesh Narwal,1,1,2%,,100.00%,
PKL-05,Gujarat Fortunegiants,204,Rakesh Narwal,2,4,7%,50.00%,50.00%,
PKL-05,Gujarat Fortunegiants,204,Rakesh Narwal,3,4,7%,50.00%,25.00%,25.00%
PKL-05,Gujarat Fortunegiants,204,Rakesh Narwal,4,14,25%,78.60%,14.30%,7.10%
PKL-05,Gujarat Fortunegiants,204,Rakesh Narwal,5,8,14%,75.00%,12.50%,12.50%
PKL-05,Gujarat Fortunegiants,204,Rakesh Narwal,6,12,21%,58.30%,25.00%,16.70%
PKL-05,Gujarat Fortunegiants,204,Rakesh Narwal,7,13,23%,38.50%,38.50%,23.10%
PKL-05,Gujarat Fortunegiants,3023,Rohit Gulia,2,9,6%,11.10%,44.40%,44.40%
PKL-05,Gujarat Fortunegiants,3023,Rohit Gulia,3,19,12%,47.40%,36.80%,15.80%
PKL-05,Gujarat Fortunegiants,3023,Rohit Gulia,4,23,14%,52.20%,4.30%,43.50%
PKL-05,Gujarat Fortunegiants,3023,Rohit Gulia,5,44,28%,63.60%,11.40%,25.00%
PKL-05,Gujarat Fortunegiants,3023,Rohit Gulia,6,29,18%,69.00%,17.20%,13.80%
PKL-05,Gujarat Fortunegiants,3023,Rohit Gulia,7,36,23%,61.10%,30.60%,8.30%
PKL-05,Gujarat Fortunegiants,757,Sachin,2,9,3%,11.10%,55.60%,33.30%
PKL-05,Gujarat Fortunegiants,757,Sachin,3,30,10%,40.00%,40.00%,20.00%
PKL-05,Gujarat Fortunegiants,757,Sachin,4,40,14%,22.50%,32.50%,45.00%
PKL-05,Gujarat Fortunegiants,757,Sachin,5,68,23%,41.20%,38.20%,20.60%
PKL-05,Gujarat Fortunegiants,757,Sachin,6,67,23%,26.90%,52.20%,20.90%
PKL-05,Gujarat Fortunegiants,757,Sachin,7,81,27%,27.20%,53.10%,19.80%
PKL-05,Gujarat Fortunegiants,111,Sukesh Hegde,1,7,3%,,100.00%,
PKL-05,Gujarat Fortunegiants,111,Sukesh Hegde,2,6,3%,33.30%,50.00%,16.70%
PKL-05,Gujarat Fortunegiants,111,Sukesh Hegde,3,23,10%,73.90%,17.40%,8.70%
PKL-05,Gujarat Fortunegiants,111,Sukesh Hegde,4,31,13%,80.60%,6.50%,12.90%
PKL-05,Gujarat Fortunegiants,111,Sukesh Hegde,5,50,21%,78.00%,8.00%,14.00%
PKL-05,Gujarat Fortunegiants,111,Sukesh Hegde,6,50,21%,54.00%,38.00%,8.00%
PKL-05,Gujarat Fortunegiants,111,Sukesh Hegde,7,68,29%,54.40%,29.40%,16.20%
PKL-05,Gujarat Fortunegiants,368,Sunil Kumar,1,1,3%,,100.00%,
PKL-05,Gujarat Fortunegiants,368,Sunil Kumar,3,1,3%,100.00%,,
PKL-05,Gujarat Fortunegiants,368,Sunil Kumar,4,1,3%,100.00%,,
PKL-05,Gujarat Fortunegiants,368,Sunil Kumar,5,6,19%,100.00%,,
PKL-05,Gujarat Fortunegiants,368,Sunil Kumar,6,7,23%,100.00%,,
PKL-05,Gujarat Fortunegiants,368,Sunil Kumar,7,15,48%,93.30%,,6.70%
PKL-05,Haryana Steelers,195,Ashish Chhokar,3,4,13%,25.00%,25.00%,50.00%
PKL-05,Haryana Steelers,195,Ashish Chhokar,4,7,22%,14.30%,42.90%,42.90%
PKL-05,Haryana Steelers,195,Ashish Chhokar,5,10,31%,70.00%,10.00%,20.00%
PKL-05,Haryana Steelers,195,Ashish Chhokar,6,5,16%,80.00%,20.00%,
PKL-05,Haryana Steelers,195,Ashish Chhokar,7,6,19%,83.30%,,16.70%
PKL-05,Haryana Steelers,266,David Mosambayi,2,2,33%,50.00%,,50.00%
PKL-05,Haryana Steelers,266,David Mosambayi,4,2,33%,50.00%,50.00%,
PKL-05,Haryana Steelers,266,David Mosambayi,5,1,17%,100.00%,,
PKL-05,Haryana Steelers,266,David Mosambayi,6,1,17%,,100.00%,
PKL-05,Haryana Steelers,275,Deepak Kumar,3,1,6%,100.00%,,
PKL-05,Haryana Steelers,275,Deepak Kumar,4,3,18%,33.30%,,66.70%
PKL-05,Haryana Steelers,275,Deepak Kumar,5,4,24%,25.00%,25.00%,50.00%
PKL-05,Haryana Steelers,275,Deepak Kumar,6,5,29%,40.00%,40.00%,20.00%
PKL-05,Haryana Steelers,275,Deepak Kumar,7,4,24%,100.00%,,
PKL-05,Haryana Steelers,174,Deepak Kumar Dahiya,1,1,1%,,100.00%,
PKL-05,Haryana Steelers,174,Deepak Kumar Dahiya,2,5,3%,20.00%,40.00%,40.00%
PKL-05,Haryana Steelers,174,Deepak Kumar Dahiya,3,17,9%,76.50%,11.80%,11.80%
PKL-05,Haryana Steelers,174,Deepak Kumar Dahiya,4,19,10%,84.20%,15.80%,
PKL-05,Haryana Steelers,174,Deepak Kumar Dahiya,5,36,18%,63.90%,16.70%,19.40%
PKL-05,Haryana Steelers,174,Deepak Kumar Dahiya,6,46,23%,39.10%,39.10%,21.70%
PKL-05,Haryana Steelers,174,Deepak Kumar Dahiya,7,72,37%,36.10%,41.70%,22.20%
PKL-05,Haryana Steelers,#N/A,Khomsan Thongkham,5,1,50%,,,100.00%
PKL-05,Haryana Steelers,#N/A,Khomsan Thongkham,7,1,50%,,,100.00%
PKL-05,Haryana Steelers,732,Kuldeep Singh,7,1,100%,,,100.00%
PKL-05,Haryana Steelers,3045,Mayur Shivtarkar,2,1,4%,,100.00%,
PKL-05,Haryana Steelers,3045,Mayur Shivtarkar,3,1,4%,,100.00%,
PKL-05,Haryana Steelers,3045,Mayur Shivtarkar,4,5,20%,,40.00%,60.00%
PKL-05,Haryana Steelers,3045,Mayur Shivtarkar,5,6,24%,33.30%,,66.70%
PKL-05,Haryana Steelers,3045,Mayur Shivtarkar,6,5,20%,100.00%,,
PKL-05,Haryana Steelers,3045,Mayur Shivtarkar,7,7,28%,14.30%,28.60%,57.10%
PKL-05,Haryana Steelers,71,Mohit Chhillar,4,2,22%,100.00%,,
PKL-05,Haryana Steelers,71,Mohit Chhillar,6,1,11%,100.00%,,
PKL-05,Haryana Steelers,71,Mohit Chhillar,7,6,67%,66.70%,16.70%,16.70%
PKL-05,Haryana Steelers,637,Neeraj Kumar,7,1,100%,,,100.00%
PKL-05,Haryana Steelers,150,Parmod Narwal,2,1,8%,,,100.00%
PKL-05,Haryana Steelers,150,Parmod Narwal,3,1,8%,100.00%,,
PKL-05,Haryana Steelers,150,Parmod Narwal,5,4,33%,50.00%,,50.00%
PKL-05,Haryana Steelers,150,Parmod Narwal,6,2,17%,100.00%,,
PKL-05,Haryana Steelers,150,Parmod Narwal,7,4,33%,100.00%,,
PKL-05,Haryana Steelers,155,Prashanth Kumar Rai,1,1,1%,,100.00%,
PKL-05,Haryana Steelers,155,Prashanth Kumar Rai,2,5,3%,20.00%,60.00%,20.00%
PKL-05,Haryana Steelers,155,Prashanth Kumar Rai,3,13,9%,61.50%,38.50%,
PKL-05,Haryana Steelers,155,Prashanth Kumar Rai,4,12,8%,50.00%,25.00%,25.00%
PKL-05,Haryana Steelers,155,Prashanth Kumar Rai,5,27,18%,55.60%,29.60%,14.80%
