player-avg-tackle-points_player_name,player-successful-raids_player_name,player-total-points_player_name,super-10s_player_name,player-raid-points_player_name,player-super-raids_player_name,high-5s_player_name,player-tackle-points_player_name,player-successful-tackles_player_name,player-super-tackles_player_name,player-dod-raid-points_player_name,player-avg-tackle-points_match_played,player-successful-raids_match_played,player-total-points_match_played,super-10s_match_played,player-raid-points_match_played,player-super-raids_match_played,high-5s_match_played,player-tackle-points_match_played,player-successful-tackles_match_played,player-super-tackles_match_played,player-dod-raid-points_match_played,player-avg-tackle-points_position_name,player-successful-raids_position_name,player-total-points_position_name,super-10s_position_name,player-raid-points_position_name,player-super-raids_position_name,high-5s_position_name,player-tackle-points_position_name,player-successful-tackles_position_name,player-super-tackles_position_name,player-dod-raid-points_position_name,player-avg-tackle-points_team,player-successful-raids_team,player-total-points_team,super-10s_team,player-raid-points_team,player-super-raids_team,high-5s_team,player-tackle-points_team,player-successful-tackles_team,player-super-tackles_team,player-dod-raid-points_team,player-avg-tackle-points_team_name,player-successful-raids_team_name,player-total-points_team_name,super-10s_team_name,player-raid-points_team_name,player-super-raids_team_name,high-5s_team_name,player-tackle-points_team_name,player-successful-tackles_team_name,player-super-tackles_team_name,player-dod-raid-points_team_name,player-avg-tackle-points_team_full_name,player-successful-raids_team_full_name,player-total-points_team_full_name,super-10s_team_full_name,player-raid-points_team_full_name,player-super-raids_team_full_name,high-5s_team_full_name,player-tackle-points_team_full_name,player-successful-tackles_team_full_name,player-super-tackles_team_full_name,player-dod-raid-points_team_full_name,player-avg-tackle-points_rank,player-successful-raids_rank,player-total-points_rank,super-10s_rank,player-raid-points_rank,player-super-raids_rank,high-5s_rank,player-tackle-points_rank,player-successful-tackles_rank,player-super-tackles_rank,player-dod-raid-points_rank,player-avg-tackle-points_value,player-successful-raids_value,player-total-points_value,super-10s_value,player-raid-points_value,player-super-raids_value,high-5s_value,player-tackle-points_value,player-successful-tackles_value,player-super-tackles_value,player-dod-raid-points_value,player-avg-tackle-points_points_per_match,player-successful-raids_points_per_match,player-total-points_points_per_match,super-10s_points_per_match,player-raid-points_points_per_match,player-super-raids_points_per_match,high-5s_points_per_match,player-tackle-points_points_per_match,player-successful-tackles_points_per_match,player-super-tackles_points_per_match,player-dod-raid-points_points_per_match,player-avg-tackle-points_team_id,player-successful-raids_team_id,player-total-points_team_id,super-10s_team_id,player-raid-points_team_id,player-super-raids_team_id,high-5s_team_id,player-tackle-points_team_id,player-successful-tackles_team_id,player-super-tackles_team_id,player-dod-raid-points_team_id,player-avg-tackle-points_position_id,player-successful-raids_position_id,player-total-points_position_id,super-10s_position_id,player-raid-points_position_id,player-super-raids_position_id,high-5s_position_id,player-tackle-points_position_id,player-successful-tackles_position_id,player-super-tackles_position_id,player-dod-raid-points_position_id
Shabeer Bappu,Shabeer Bappu,Shabeer Bappu,Shabeer Bappu,Shabeer Bappu,,,Shabeer Bappu,Shabeer Bappu,Shabeer Bappu,Shabeer Bappu,12.0,12.0,12,12.0,12.0,,,12.0,12.0,12.0,12.0,Raider,Raider,Raider,Raider,Raider,,,Raider,Raider,Raider,Raider,,,,,,,,,,,,MUM,MUM,MUM,MUM,MUM,,,MUM,MUM,MUM,MUM,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,,U Mumba,U Mumba,U Mumba,U Mumba,126.0,38.0,68,25.0,39.0,,,112.0,125.0,67.0,41.0,0.25,30.0,38,1.0,35.0,,,3.0,2.0,1.0,9.0,0.0208333333333333,2.5,3.1666666666666665,0.0833333333333333,2.9166666666666665,,,0.25,0.1666666666666666,0.0833333333333333,0.75,5.0,5.0,5,5.0,5.0,,,5.0,5.0,5.0,5.0,8.0,8.0,8,8.0,8.0,,,8.0,8.0,8.0,8.0
Shrikant Jadhav,Shrikant Jadhav,Shrikant Jadhav,Shrikant Jadhav,Shrikant Jadhav,Shrikant Jadhav,,Shrikant Jadhav,Shrikant Jadhav,Shrikant Jadhav,Shrikant Jadhav,19.0,19.0,19,19.0,19.0,19.0,,19.0,19.0,19.0,19.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,,,,,,,,,,,,MUM,MUM,MUM,MUM,MUM,MUM,,MUM,MUM,MUM,MUM,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,87.0,23.0,18,21.0,22.0,22.0,,67.0,66.0,49.0,22.0,0.63,70.0,98,2.0,86.0,2.0,,12.0,10.0,2.0,22.0,0.0331578947368421,3.6842105263157894,5.157894736842105,0.1052631578947368,4.526315789473684,0.1052631578947368,,0.631578947368421,0.5263157894736842,0.1052631578947368,1.1578947368421053,5.0,5.0,5,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,8.0,8.0
Shrikant Tewthia,Shrikant Tewthia,Shrikant Tewthia,,Shrikant Tewthia,Shrikant Tewthia,Shrikant Tewthia,Shrikant Tewthia,Shrikant Tewthia,Shrikant Tewthia,,23.0,23.0,23,,23.0,23.0,23.0,23.0,23.0,23.0,,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,KOL,KOL,KOL,,KOL,KOL,KOL,KOL,KOL,KOL,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,36.0,90.0,64,,89.0,54.0,27.0,24.0,24.0,8.0,,1.57,2.0,40,,4.0,1.0,1.0,36.0,31.0,5.0,,0.0682608695652173,0.0869565217391304,1.7391304347826086,,0.1739130434782608,0.0434782608695652,0.0434782608695652,1.565217391304348,1.3478260869565215,0.217391304347826,,4.0,4.0,4,,4.0,4.0,4.0,4.0,4.0,4.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,
Somvir Shekhar,,Somvir Shekhar,,,,,Somvir Shekhar,Somvir Shekhar,Somvir Shekhar,,22.0,,22,,,,,22.0,22.0,22.0,,Defender,,Defender,,,,,Defender,Defender,Defender,,,,,,,,,,,,,JAI,,JAI,,,,,JAI,JAI,JAI,,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,45.0,,79,,,,,29.0,29.0,55.0,,1.36,,30,,,,,30.0,29.0,1.0,,0.0618181818181818,,1.3636363636363635,,,,,1.3636363636363635,1.318181818181818,0.0454545454545454,,3.0,,3,,,,,3.0,3.0,3.0,,9.0,,9,,,,,9.0,9.0,9.0,
Sukesh Hegde,Sukesh Hegde,Sukesh Hegde,Sukesh Hegde,Sukesh Hegde,Sukesh Hegde,,Sukesh Hegde,Sukesh Hegde,,Sukesh Hegde,18.0,18.0,18,18.0,18.0,18.0,,18.0,18.0,,18.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,,GUJ,GUJ,,GUJ,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,145.0,26.0,30,30.0,26.0,31.0,,131.0,129.0,,27.0,0.11,58.0,77,1.0,75.0,2.0,,2.0,2.0,,17.0,0.0061111111111111,3.2222222222222223,4.277777777777778,0.0555555555555555,4.166666666666667,0.1111111111111111,,0.1111111111111111,0.1111111111111111,,0.9444444444444444,31.0,31.0,31,31.0,31.0,31.0,,31.0,31.0,,31.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,,8.0
Surjeet Singh,Surjeet Singh,Surjeet Singh,Surjeet Singh,Surjeet Singh,Surjeet Singh,,Surjeet Singh,Surjeet Singh,,Surjeet Singh,17.0,17.0,17,17.0,17.0,17.0,,17.0,17.0,,17.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,HAR,HAR,HAR,HAR,HAR,HAR,,HAR,HAR,,HAR,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,129.0,32.0,41,27.0,32.0,46.0,,109.0,103.0,,60.0,0.24,47.0,63,1.0,59.0,1.0,,4.0,4.0,,4.0,0.0141176470588235,2.764705882352941,3.7058823529411766,0.0588235294117647,3.4705882352941178,0.0588235294117647,,0.2352941176470588,0.2352941176470588,,0.2352941176470588,28.0,28.0,28,28.0,28.0,28.0,,28.0,28.0,,28.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,,8.0
Vikash Jaglan,Vikash Jaglan,Vikash Jaglan,,Vikash Jaglan,Vikash Jaglan,,Vikash Jaglan,Vikash Jaglan,,Vikash Jaglan,13.0,13.0,13,,13.0,13.0,,13.0,13.0,,13.0,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,PAT,PAT,PAT,,PAT,PAT,,PAT,PAT,,PAT,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,,Patna Pirates,130.0,66.0,117,,68.0,38.0,,118.0,114.0,,85.0,0.23,8.0,13,,10.0,1.0,,3.0,3.0,,1.0,0.0176923076923076,0.6153846153846154,1.0,,0.7692307692307693,0.0769230769230769,,0.2307692307692307,0.2307692307692307,,0.0769230769230769,6.0,6.0,6,,6.0,6.0,,6.0,6.0,,6.0,8.0,8.0,8,,8.0,8.0,,8.0,8.0,,8.0
Vishal Mane,,Vishal Mane,,,,Vishal Mane,Vishal Mane,Vishal Mane,Vishal Mane,,26.0,,26,,,,26.0,26.0,26.0,26.0,,Defender,,Defender,,,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,PAT,,PAT,,,,PAT,PAT,PAT,PAT,,Patna Pirates,,Patna Pirates,,,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,40.0,,66,,,,40.0,20.0,20.0,32.0,,1.5,,39,,,,1.0,39.0,36.0,3.0,,0.0576923076923076,,1.5,,,,0.0384615384615384,1.5,1.3846153846153846,0.1153846153846153,,6.0,,6,,,,6.0,6.0,6.0,6.0,,9.0,,9,,,,9.0,9.0,9.0,9.0,
Wazir Singh,Wazir Singh,Wazir Singh,Wazir Singh,Wazir Singh,Wazir Singh,,Wazir Singh,Wazir Singh,Wazir Singh,Wazir Singh,21.0,21.0,21,21.0,21.0,21.0,,21.0,21.0,21.0,21.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,,,,,,,,,,,,HAR,HAR,HAR,HAR,HAR,HAR,,HAR,HAR,HAR,HAR,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,89.0,13.0,15,14.0,15.0,18.0,,62.0,64.0,44.0,16.0,0.62,86.0,120,3.0,107.0,3.0,,13.0,11.0,2.0,27.0,0.0295238095238095,4.095238095238095,5.714285714285714,0.1428571428571428,5.095238095238095,0.1428571428571428,,0.6190476190476191,0.5238095238095238,0.0952380952380952,1.2857142857142858,28.0,28.0,28,28.0,28.0,28.0,,28.0,28.0,28.0,28.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,8.0,8.0
Sunil Jaipal,Sunil Jaipal,Sunil Jaipal,,Sunil Jaipal,,,Sunil Jaipal,Sunil Jaipal,Sunil Jaipal,Sunil Jaipal,13.0,13.0,13,,13.0,,,13.0,13.0,13.0,13.0,Raider,Raider,Raider,,Raider,,,Raider,Raider,Raider,Raider,,,,,,,,,,,,BLR,BLR,BLR,,BLR,,,BLR,BLR,BLR,BLR,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,58.0,57.0,78,,58.0,,,55.0,61.0,20.0,65.0,1.15,13.0,31,,16.0,,,15.0,12.0,3.0,2.0,0.0884615384615384,1.0,2.3846153846153846,,1.2307692307692308,,,1.1538461538461535,0.9230769230769232,0.2307692307692307,0.1538461538461538,1.0,1.0,1,,1.0,,,1.0,1.0,1.0,1.0,8.0,8.0,8,,8.0,,,8.0,8.0,8.0,8.0
Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,21.0,21.0,21,,21.0,21.0,21.0,21.0,21.0,21.0,21.0,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,PUN,PUN,PUN,,PUN,PUN,PUN,PUN,PUN,PUN,PUN,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,12.0,40.0,24,,45.0,47.0,29.0,12.0,13.0,26.0,67.0,2.48,29.0,85,,33.0,1.0,1.0,52.0,49.0,3.0,2.0,0.1180952380952381,1.380952380952381,4.0476190476190474,,1.5714285714285714,0.0476190476190476,0.0476190476190476,2.4761904761904763,2.3333333333333335,0.1428571428571428,0.0952380952380952,7.0,7.0,7,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maninder Singh,Maninder Singh,Maninder Singh,Maninder Singh,Maninder Singh,Maninder Singh,,Maninder Singh,Maninder Singh,,Maninder Singh,21.0,21.0,21,21.0,21.0,21.0,,21.0,21.0,,21.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,KOL,KOL,KOL,KOL,KOL,KOL,,KOL,KOL,,KOL,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,147.0,6.0,6,5.0,5.0,5.0,,121.0,116.0,,20.0,0.1,154.0,192,9.0,190.0,6.0,,2.0,2.0,,22.0,0.0047619047619047,7.333333333333333,9.142857142857142,0.4285714285714285,9.047619047619047,0.2857142857142857,,0.0952380952380952,0.0952380952380952,,1.0476190476190477,4.0,4.0,4,4.0,4.0,4.0,,4.0,4.0,,4.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,,8.0
Surender Nada,Surender Nada,Surender Nada,,Surender Nada,,Surender Nada,Surender Nada,Surender Nada,Surender Nada,,21.0,21.0,21,,21.0,,21.0,21.0,21.0,21.0,,Defender,Defender,Defender,,Defender,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,HAR,HAR,HAR,,HAR,,HAR,HAR,HAR,HAR,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,1.0,94.0,26,,97.0,,1.0,1.0,1.0,4.0,,3.81,2.0,83,,3.0,,9.0,80.0,74.0,6.0,,0.1814285714285714,0.0952380952380952,3.952380952380953,,0.1428571428571428,,0.4285714285714285,3.8095238095238098,3.5238095238095237,0.2857142857142857,,28.0,28.0,28,,28.0,,28.0,28.0,28.0,28.0,,9.0,9.0,9,,9.0,,9.0,9.0,9.0,9.0,
Parmod Narwal,,Parmod Narwal,,,,,Parmod Narwal,Parmod Narwal,,,6.0,,6,,,,,6.0,6.0,,,All Rounder,,All Rounder,,,,,All Rounder,All Rounder,,,,,,,,,,,,,,HAR,,HAR,,,,,HAR,HAR,,,Haryana Steelers,,Haryana Steelers,,,,,Haryana Steelers,Haryana Steelers,,,119.0,,163,,,,,126.0,121.0,,,0.33,,2,,,,,2.0,2.0,,,0.055,,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,,,28.0,,28,,,,,28.0,28.0,,,0.0,,0,,,,,0.0,0.0,,
Prashanth Kumar Rai,Prashanth Kumar Rai,Prashanth Kumar Rai,Prashanth Kumar Rai,Prashanth Kumar Rai,Prashanth Kumar Rai,,Prashanth Kumar Rai,Prashanth Kumar Rai,Prashanth Kumar Rai,Prashanth Kumar Rai,16.0,16.0,16,16.0,16.0,16.0,,16.0,16.0,16.0,16.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,,,,,,,,,,,,HAR,HAR,HAR,HAR,HAR,HAR,,HAR,HAR,HAR,HAR,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,143.0,24.0,27,15.0,24.0,16.0,,123.0,149.0,62.0,32.0,0.13,62.0,80,3.0,78.0,3.0,,2.0,1.0,1.0,13.0,0.008125,3.875,5.0,0.1875,4.875,0.1875,,0.125,0.0625,0.0625,0.8125,28.0,28.0,28,28.0,28.0,28.0,,28.0,28.0,28.0,28.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,8.0,8.0
,Pawan Kadian,Pawan Kadian,Pawan Kadian,Pawan Kadian,Pawan Kadian,,,,,Pawan Kadian,,21.0,21,21.0,21.0,21.0,,,,,21.0,,Raider,Raider,Raider,Raider,Raider,,,,,Raider,,,,,,,,,,,,,JAI,JAI,JAI,JAI,JAI,,,,,JAI,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,,Jaipur Pink Panthers,,12.0,13,12.0,12.0,20.0,,,,,14.0,,95.0,122,3.0,122.0,2.0,,,,,27.0,,4.523809523809524,5.809523809523809,0.1428571428571428,5.809523809523809,0.0952380952380952,,,,,1.2857142857142858,,3.0,3,3.0,3.0,3.0,,,,,3.0,,8.0,8,8.0,8.0,8.0,,,,,8.0
Ravinder Pahal,Ravinder Pahal,Ravinder Pahal,,Ravinder Pahal,,Ravinder Pahal,Ravinder Pahal,Ravinder Pahal,Ravinder Pahal,,19.0,19.0,19,,19.0,,19.0,19.0,19.0,19.0,,Defender,Defender,Defender,,Defender,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,BLR,BLR,BLR,,BLR,,BLR,BLR,BLR,BLR,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,7.0,96.0,49,,103.0,,15.0,13.0,12.0,33.0,,2.74,1.0,54,,2.0,,3.0,52.0,49.0,3.0,,0.1442105263157894,0.0526315789473684,2.8421052631578947,,0.1052631578947368,,0.1578947368421052,2.736842105263158,2.5789473684210527,0.1578947368421052,,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1.0,,9.0,9.0,9,,9.0,,9.0,9.0,9.0,9.0,
Rakesh Singh Kumar,,Rakesh Singh Kumar,,,,Rakesh Singh Kumar,Rakesh Singh Kumar,Rakesh Singh Kumar,Rakesh Singh Kumar,,19.0,,19,,,,19.0,19.0,19.0,19.0,,Defender,,Defender,,,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,HAR,,HAR,,,,HAR,HAR,HAR,HAR,,Haryana Steelers,,Haryana Steelers,,,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,50.0,,94,,,,34.0,39.0,38.0,60.0,,1.26,,24,,,,1.0,24.0,23.0,1.0,,0.0663157894736842,,1.263157894736842,,,,0.0526315789473684,1.263157894736842,1.2105263157894737,0.0526315789473684,,28.0,,28,,,,28.0,28.0,28.0,28.0,,9.0,,9,,,,9.0,9.0,9.0,9.0,
Ran Singh,Ran Singh,Ran Singh,,Ran Singh,,Ran Singh,Ran Singh,Ran Singh,Ran Singh,,23.0,23.0,23,,23.0,,23.0,23.0,23.0,23.0,,All Rounder,All Rounder,All Rounder,,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,KOL,KOL,KOL,,KOL,,KOL,KOL,KOL,KOL,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,18.0,64.0,39,,64.0,,16.0,14.0,14.0,30.0,,2.26,10.0,64,,12.0,,2.0,52.0,49.0,3.0,,0.0982608695652173,0.4347826086956521,2.782608695652174,,0.5217391304347826,,0.0869565217391304,2.260869565217391,2.130434782608696,0.1304347826086956,,4.0,4.0,4,,4.0,,4.0,4.0,4.0,4.0,,0.0,0.0,0,,0.0,,0.0,0.0,0.0,0.0,
Girish Maruti Ernak,Girish Maruti Ernak,Girish Maruti Ernak,,Girish Maruti Ernak,Girish Maruti Ernak,Girish Maruti Ernak,Girish Maruti Ernak,Girish Maruti Ernak,Girish Maruti Ernak,Girish Maruti Ernak,21.0,21.0,21,,21.0,21.0,21.0,21.0,21.0,21.0,21.0,Defender,Defender,Defender,,Defender,Defender,Defender,Defender,Defender,Defender,Defender,,,,,,,,,,,,PUN,PUN,PUN,,PUN,PUN,PUN,PUN,PUN,PUN,PUN,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,5.0,103.0,35,,81.0,41.0,5.0,6.0,6.0,19.0,84.0,3.05,1.0,69,,5.0,1.0,5.0,64.0,61.0,3.0,1.0,0.1452380952380952,0.0476190476190476,3.2857142857142856,,0.238095238095238,0.0476190476190476,0.238095238095238,3.047619047619047,2.9047619047619047,0.1428571428571428,0.0476190476190476,7.0,7.0,7,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9,,9.0,9.0,9.0,9.0,9.0,9.0,9.0
D. SURESH KUMAR,,D. SURESH KUMAR,,,,,D. SURESH KUMAR,D. SURESH KUMAR,D. SURESH KUMAR,,5.0,,5,,,,,5.0,5.0,5.0,,Defender,,Defender,,,,,Defender,Defender,Defender,,,,,,,,,,,,,MUM,,MUM,,,,,MUM,MUM,MUM,,U Mumba,,U Mumba,,,,,U Mumba,U Mumba,U Mumba,,34.0,,131,,,,,83.0,88.0,40.0,,1.6,,8,,,,,8.0,6.0,2.0,,0.32,,1.6,,,,,1.6,1.2,0.4,,5.0,,5,,,,,5.0,5.0,5.0,,9.0,,9,,,,,9.0,9.0,9.0,
Mahendra Rajput,Mahendra Rajput,Mahendra Rajput,,Mahendra Rajput,Mahendra Rajput,,Mahendra Rajput,Mahendra Rajput,,Mahendra Rajput,17.0,17.0,17,,17.0,17.0,,17.0,17.0,,17.0,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,GUJ,GUJ,GUJ,,GUJ,GUJ,,GUJ,GUJ,,GUJ,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,125.0,34.0,42,,34.0,14.0,,96.0,90.0,,30.0,0.29,43.0,62,,57.0,3.0,,5.0,5.0,,15.0,0.0170588235294117,2.5294117647058822,3.647058823529412,,3.3529411764705883,0.1764705882352941,,0.2941176470588235,0.2941176470588235,,0.8823529411764706,31.0,31.0,31,,31.0,31.0,,31.0,31.0,,31.0,8.0,8.0,8,,8.0,8.0,,8.0,8.0,,8.0
Bajirao Hodage,,Bajirao Hodage,,,,,Bajirao Hodage,Bajirao Hodage,,,12.0,,12,,,,,12.0,12.0,,,Defender,,Defender,,,,,Defender,Defender,,,,,,,,,,,,,,DEL,,DEL,,,,,DEL,DEL,,,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,73.0,,123,,,,,70.0,63.0,,,0.92,,11,,,,,11.0,11.0,,,0.0766666666666666,,0.9166666666666666,,,,,0.9166666666666666,0.9166666666666666,,,2.0,,2,,,,,2.0,2.0,,,9.0,,9,,,,,9.0,9.0,,
Sachin Shingade,,Sachin Shingade,,,,,Sachin Shingade,Sachin Shingade,Sachin Shingade,,26.0,,26,,,,,26.0,26.0,26.0,,Defender,,Defender,,,,,Defender,Defender,Defender,,,,,,,,,,,,,PAT,,PAT,,,,,PAT,PAT,PAT,,Patna Pirates,,Patna Pirates,,,,,Patna Pirates,Patna Pirates,Patna Pirates,,74.0,,98,,,,,43.0,41.0,65.0,,0.85,,22,,,,,22.0,21.0,1.0,,0.0326923076923076,,0.8461538461538461,,,,,0.8461538461538461,0.8076923076923077,0.0384615384615384,,6.0,,6,,,,,6.0,6.0,6.0,,9.0,,9,,,,,9.0,9.0,9.0,
Preetam Chhillar,Preetam Chhillar,Preetam Chhillar,,Preetam Chhillar,Preetam Chhillar,,Preetam Chhillar,Preetam Chhillar,,,16.0,16.0,16,,16.0,16.0,,16.0,16.0,,,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,,All Rounder,All Rounder,,,,,,,,,,,,,,BLR,BLR,BLR,,BLR,BLR,,BLR,BLR,,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,,,127.0,106.0,136,,94.0,36.0,,104.0,97.0,,,0.25,1.0,7,,3.0,1.0,,4.0,4.0,,,0.015625,0.0625,0.4375,,0.1875,0.0625,,0.25,0.25,,,1.0,1.0,1,,1.0,1.0,,1.0,1.0,,,0.0,0.0,0,,0.0,0.0,,0.0,0.0,,
Swapnil Shinde,,Swapnil Shinde,,,,,Swapnil Shinde,Swapnil Shinde,,,13.0,,13,,,,,13.0,13.0,,,Defender,,Defender,,,,,Defender,Defender,,,,,,,,,,,,,,DEL,,DEL,,,,,DEL,DEL,,,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,69.0,,114,,,,,63.0,57.0,,,1.0,,13,,,,,13.0,13.0,,,0.0769230769230769,,1.0,,,,,1.0,1.0,,,2.0,,2,,,,,2.0,2.0,,,9.0,,9,,,,,9.0,9.0,,
,Vinoth Kumar,Vinoth Kumar,,Vinoth Kumar,,,,,,Vinoth Kumar,,4.0,4,,4.0,,,,,,4.0,,Raider,Raider,,Raider,,,,,,Raider,,,,,,,,,,,,,HYD,HYD,,HYD,,,,,,HYD,,Telugu Titans,Telugu Titans,,Telugu Titans,,,,,,Telugu Titans,,76.0,140,,78.0,,,,,,66.0,,5.0,6,,6.0,,,,,,2.0,,1.25,1.5,,1.5,,,,,,0.5,,8.0,8,,8.0,,,,,,8.0,,8.0,8,,8.0,,,,,,8.0
,Suresu Kumar,Suresu Kumar,,Suresu Kumar,,,,,,,,3.0,3,,3.0,,,,,,,,Raider,Raider,,Raider,,,,,,,,,,,,,,,,,,,DEL,DEL,,DEL,,,,,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,,,,,,89.0,164,,107.0,,,,,,,,2.0,2,,2.0,,,,,,,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,,,,,,2.0,2,,2.0,,,,,,,,8.0,8,,8.0,,,,,,
