Season,Team Name,Player Name,Position,Total Played,Total Starts
PKL_S8,Puneri Paltan,Sombir,Right Corner,19,17
PKL_S8,Puneri Paltan,Nitin Tomar,Raider,18,17
PKL_S8,Puneri Paltan,Karamvir,Left Corner,11,4
PKL_S8,Puneri Paltan,Baldev Singh,Right Corner,8,6
PKL_S8,Puneri Paltan,Rahul Chaudhari,Raider,7,4
PKL_S8,Puneri Paltan,Pankaj Mohite,Raider,7,6
PKL_S8,Puneri Paltan,Jadhav Shahaji,Right Cover,7,1
PKL_S8,Puneri Paltan,Shubham Shelke,,6,0
PKL_S8,Puneri Paltan,Vishwas S,Null,4,1
PKL_S8,Puneri Paltan,Akash Shinde,,3,0
PKL_S8,Puneri Paltan,Victor Obiero,All Rounder,1,0
PKL_S8,Puneri Paltan,Pawan Kumar,Raider,1,1
PKL_S8,Puneri Paltan,Hadi Tajik,Right Corner,1,0
PKL_S8,Tamil Thalaivas,Sahil,Null,4,3
PKL_S8,Tamil Thalaivas,Sahil,Null,18,17
PKL_S8,Tamil Thalaivas,Sagar,Right Corner,22,22
PKL_S8,Tamil Thalaivas,Bhavani Rajput,Raider,21,13
PKL_S8,Tamil Thalaivas,Surjeet Singh,Right Cover,20,20
PKL_S8,Tamil Thalaivas,Mohit,,20,19
PKL_S8,Tamil Thalaivas,Manjeet,Raider,20,20
PKL_S8,Tamil Thalaivas,Ajinkya Pawar,Raider,18,7
PKL_S8,Tamil Thalaivas,Athul MS,All Rounder,13,5
PKL_S8,Tamil Thalaivas,Sagar Krishna,All Rounder,10,6
PKL_S8,Tamil Thalaivas,Himanshu,Right Corner,10,6
PKL_S8,Tamil Thalaivas,M. Abishek,Right Cover,7,5
PKL_S8,Tamil Thalaivas,K Prapanjan,Raider,7,6
PKL_S8,Tamil Thalaivas,Himanshu Singh,,6,2
PKL_S8,Tamil Thalaivas,Santhapanaselvam,All Rounder,4,0
PKL_S8,Tamil Thalaivas,Aashish,,3,3
PKL_S8,Tamil Thalaivas,Sandaruwan Asiri,Raider,2,0
PKL_S8,Tamil Thalaivas,Anwar Saheed Baba,All Rounder,1,0
PKL_S8,Telugu Titans,Surinder Singh,Right Cover,21,21
PKL_S8,Telugu Titans,Ankit Beniwal,Raider,21,19
PKL_S8,Telugu Titans,Adarsh T,Left Corner,21,13
PKL_S8,Telugu Titans,Akash Choudhary,Right Corner,17,14
PKL_S8,Telugu Titans,Sandeep Kandola,Left Cover,16,16
PKL_S8,Telugu Titans,Prince D,Defender,14,9
PKL_S8,Telugu Titans,C. Arun,Left Cover,14,12
PKL_S8,Telugu Titans,Rakesh Gowda,Raider,13,6
PKL_S8,Telugu Titans,Rajnish,Raider,13,13
PKL_S8,Telugu Titans,Galla Raju,Null,13,4
PKL_S8,Telugu Titans,Ruturaj Koravi,Right Corner,10,8
PKL_S8,Telugu Titans,Rohit Kumar,Raider,8,8
PKL_S8,Telugu Titans,Muhammed Shihas S,,8,5
PKL_S8,Telugu Titans,Siddharth Desai,Raider,3,3
PKL_S8,Telugu Titans,Hyunsu Park,Raider,3,0
PKL_S8,Telugu Titans,Manish,Left Cover,2,2
PKL_S8,Telugu Titans,Palla Ramakrishna,Null,1,1
PKL_S8,Telugu Titans,Amit Chauhan,Raider,1,0
PKL_S8,Telugu Titans,Aakash Dattu Arsul,Right Cover,1,0
PKL_S8,Telugu Titans,Tetsuro Abe,Defender,0,0
PKL_S8,U Mumba,Rinku Hc,Defender,22,21
PKL_S8,U Mumba,Fazel Atrachali,Left Corner,22,22
PKL_S8,U Mumba,Abhishek Singh,Raider,22,22
PKL_S8,U Mumba,Harendra Kumar,Left Cover,21,21
PKL_S8,U Mumba,V. Ajith Kumar,Raider,20,20
PKL_S8,U Mumba,Rahul Rana,,18,11
PKL_S8,U Mumba,Shivam,,15,6
PKL_S8,U Mumba,Ajinkya Kapre,All Rounder,13,6
PKL_S8,U Mumba,Mohsen Maghsoudlou,Raider,11,9
PKL_S8,U Mumba,Ashish Kumar,Right Cover,9,9
PKL_S8,U Mumba,Sunil Siddhgavali,Raider,4,3
PKL_S8,U Mumba,Prince,,3,1
PKL_S8,U Mumba,Prathap S,Null,3,1
PKL_S8,U Mumba,Pankaj,All Rounder,3,0
PKL_S8,U Mumba,Kamlesh,,2,0
PKL_S8,U Mumba,Jashandeep Singh,Null,2,1
PKL_S8,U Mumba,Baljinder Darshan Singh,,2,0
PKL_S8,U Mumba,Ajeet,Right Cover,2,1
PKL_S8,U Mumba,Navneet,Raider,0,0
PKL_S8,UP Yoddha,Sumit,Left Corner,24,24
PKL_S8,UP Yoddha,Pardeep Narwal,Raider,24,23
PKL_S8,UP Yoddha,Nitesh Kumar,Right Corner,24,24
PKL_S8,UP Yoddha,Surender Gill,Raider,23,23
PKL_S8,UP Yoddha,Shrikant Jadhav,Raider,23,16
PKL_S8,UP Yoddha,Ashu Singh,Right Cover,23,23
PKL_S8,UP Yoddha,Shubham Kumar,Left cover,21,21
PKL_S8,UP Yoddha,Gurdeep,All Rounder,19,7
PKL_S8,UP Yoddha,Mohammad Taghi,Raider,7,1
PKL_S8,UP Yoddha,Sahil,Raider,6,0
PKL_S8,UP Yoddha,Gaurav Kumar,Left corner,6,0
PKL_S8,UP Yoddha,Rohit Tomar,Raider,5,2
PKL_S8,UP Yoddha,Ankit,Null,4,2
PKL_S8,UP Yoddha,Ankush,Raider,3,1
PKL_S8,UP Yoddha,Nitin Panwar,All Rounder,1,0
PKL_S8,UP Yoddha,Aman Hooda,Raider,1,1
PKL_S8,UP Yoddha,Aashish Nagar,Right Corner,1,0
PKL_S8,UP Yoddha,James Kamweti,Raider,0,0
PKL_S9,Bengal Warriors,Maninder Singh,Null,21,21
PKL_S9,Bengal Warriors,Shrikant Jadhav,Null,20,20
PKL_S9,Bengal Warriors,Shubham Shinde,Null,19,18
PKL_S9,Bengal Warriors,Vaibhav Garje,Null,18,17
PKL_S9,Bengal Warriors,Balaji D,Null,18,17
PKL_S9,Bengal Warriors,Girish Maruti Ernak,Null,17,17
PKL_S9,Bengal Warriors,Deepak Hooda,Null,16,15
PKL_S9,Bengal Warriors,Manoj Gowda,Null,14,3
PKL_S9,Bengal Warriors,Surender Nada,Null,9,3
PKL_S9,Bengal Warriors,Sakthivel R,Null,7,3
PKL_S9,Bengal Warriors,Ashish Sangwan,Null,7,4
PKL_S9,Bengal Warriors,Ajinkya Kapre,Null,7,1
PKL_S9,Bengal Warriors,Parveen Satpal,Null,5,4
PKL_S9,Bengal Warriors,Aslam Thambi,Null,5,2
PKL_S9,Bengal Warriors,Vinod Kumar,Null,3,1
PKL_S9,Bengal Warriors,R Guhan,Null,3,0
PKL_S9,Bengal Warriors,Akash Pikalmunde,Null,3,0
PKL_S9,Bengal Warriors,Suyog Gaikar,Null,2,1
PKL_S9,Bengal Warriors,Soleiman Pahlevani,Null,2,1
PKL_S9,Bengal Warriors,Rohit,Null,2,0
PKL_S9,Bengal Warriors,Amit Sheoran,Null,2,1
PKL_S9,Bengal Warriors,Parshant Kumar,Null,1,1
PKL_S9,Bengaluru Bulls,Vikash Kandola,Null,24,23
PKL_S9,Bengaluru Bulls,Saurabh Nandal,Null,24,24
PKL_S9,Bengaluru Bulls,Neeraj Narwal,Null,24,23
PKL_S9,Bengaluru Bulls,Aman,Null,24,24
PKL_S9,Bengaluru Bulls,Mahender Singh,Null,23,23
PKL_S9,Bengaluru Bulls,Bharat,Null,23,23
PKL_S9,Bengaluru Bulls,Mayur Kadam,Null,17,16
PKL_S9,Bengaluru Bulls,,Null,15,3
PKL_S9,Bengaluru Bulls,Sachin Narwal,,,
PKL_S9,Bengaluru Bulls,,All Rounder,1,0
PKL_S9,Bengaluru Bulls,More G B,Null,10,2
PKL_S9,Bengaluru Bulls,Sudhakar Krishant,Null,9,2
PKL_S9,Bengaluru Bulls,Narender Hooda,Null,9,0
PKL_S9,Bengaluru Bulls,Ran Singh,Null,8,1
PKL_S9,Bengaluru Bulls,Rajnesh,Null,5,3
PKL_S9,Bengaluru Bulls,Ponparthiban Subramanian,Null,4,4
PKL_S9,Bengaluru Bulls,Harmanjit Singh,Null,3,0
PKL_S9,Bengaluru Bulls,Rajesh Narwal,Null,1,0
PKL_S9,Bengaluru Bulls,Yash Hooda,Null,0,0
PKL_S9,Bengaluru Bulls,Nageshor Tharu,Null,0,0
PKL_S9,Bengaluru Bulls,Lal Mohar Yadav,Null,0,0
PKL_S9,Dabang Delhi,Naveen Kumar,Null,23,23
PKL_S9,Dabang Delhi,Ashu Malik,Null,23,23
PKL_S9,Dabang Delhi,Vishal,Null,22,22
PKL_S9,Dabang Delhi,Krishan,Null,21,15
PKL_S9,Dabang Delhi,Manjeet,Null,20,11
PKL_S9,Dabang Delhi,Ravi Kumar,Null,19,17
PKL_S9,Dabang Delhi,Vijay Kumar,Null,18,10
PKL_S9,Dabang Delhi,Sandeep Dhull,Null,17,13
PKL_S9,Dabang Delhi,Amit Hooda,Null,13,8
PKL_S9,Dabang Delhi,Vijay Malik,Null,11,11
PKL_S9,Dabang Delhi,Dipak,Null,9,6
PKL_S9,Dabang Delhi,Ashish Narwal,Null,7,0
PKL_S9,Dabang Delhi,Anil Kumar,Null,5,2
PKL_S9,Dabang Delhi,Tejas Patil,Null,2,0
PKL_S9,Dabang Delhi,Vinay Kumar,Null,0,0
PKL_S9,Dabang Delhi,Suraj Panwar,Null,0,0
PKL_S9,Dabang Delhi,Reza Katoulinezhad,Null,0,0
PKL_S9,Dabang Delhi,Monu,Null,0,0
PKL_S9,Dabang Delhi,Md. Liton Ali,Null,0,0
PKL_S9,Gujarat Giants,Arkam Shaikh,Null,22,22
PKL_S9,Gujarat Giants,Shankar Gadai,Null,20,16
PKL_S9,Gujarat Giants,Rinku Narwal,Null,20,17
PKL_S9,Gujarat Giants,Rakesh,Null,17,17
PKL_S9,Gujarat Giants,Chandran Ranjit,Null,17,15
PKL_S9,Gujarat Giants,Sourav Gulia,Null,16,16
PKL_S9,Gujarat Giants,Mahendra Rajput,Null,15,1
PKL_S9,Gujarat Giants,Sandeep Kandola,Null,14,5
PKL_S9,Gujarat Giants,Parteek Dhaiya,Null,13,11
PKL_S9,Gujarat Giants,Sonu,Null,12,6
PKL_S9,Gujarat Giants,Dong Geon Lee,Null,12,5
PKL_S9,Gujarat Giants,Manuj,Null,10,5
PKL_S9,Gujarat Giants,Baldev Singh,Null,8,1
PKL_S9,Gujarat Giants,Kapil,Null,7,4
PKL_S9,Gujarat Giants,Parteek Dahiya,Null,6,6
PKL_S9,Gujarat Giants,Pardeep Kumar,Null,5,1
PKL_S9,Gujarat Giants,Vijin Thangadurai,Null,4,2
PKL_S9,Gujarat Giants,Sandeep,Null,3,0
PKL_S9,Gujarat Giants,Priyank Chandel,Null,3,0
PKL_S9,Gujarat Giants,Prashanth Kumar Rai,Null,3,3
PKL_S9,Gujarat Giants,Rohit Kumar,Null,2,1
PKL_S9,Gujarat Giants,Purna Singh,Null,2,0
PKL_S9,Gujarat Giants,Rohan Singh,Null,1,0
PKL_S9,Gujarat Giants,Rakesh Sangroya,,1,1
PKL_S9,Gujarat Giants,Mohammad Ghorbani,Null,1,0
PKL_S9,Gujarat Giants,Sawin,Null,0,0
PKL_S9,Haryana Steelers,Nitin Rawal,Null,21,21
PKL_S9,Haryana Steelers,Manjeet,Null,21,21
PKL_S9,Haryana Steelers,Jaideep Dahiya,Null,20,20
PKL_S9,Haryana Steelers,Mohit Nandal,Null,16,15
PKL_S9,Haryana Steelers,Vinay,Null,15,3
PKL_S9,Haryana Steelers,Rakesh Narwal,Null,15,11
PKL_S9,Haryana Steelers,Meetu Sharma,Null,15,14
PKL_S9,Haryana Steelers,Amirhossein Bastami,Null,15,13
PKL_S9,Haryana Steelers,K. Prapanjan,Null,12,4
PKL_S9,Haryana Steelers,Monu Hooda,Null,10,5
PKL_S9,Haryana Steelers,Joginder Narwal,Null,8,7
PKL_S9,Haryana Steelers,Sushil,Null,5,0
PKL_S9,Haryana Steelers,Harsh,Null,5,1
PKL_S9,Haryana Steelers,Sunny Sehrawat,Null,4,2
PKL_S9,Haryana Steelers,Monu,Null,4,3
PKL_S9,Haryana Steelers,Mohit,Null,4,4
PKL_S9,Haryana Steelers,Meetu,Null,4,3
PKL_S9,Haryana Steelers,Manish Gulia,Null,4,0
PKL_S9,Haryana Steelers,Lovepreet Singh,Null,3,0
PKL_S9,Haryana Steelers,Sunny,Null,2,0
PKL_S9,Haryana Steelers,Naveen Kundu,Null,2,0
PKL_S9,Haryana Steelers,Mohammad Mahalli,Null,2,0
PKL_S9,Haryana Steelers,Ankit,Null,2,0
PKL_S9,Haryana Steelers,Navneet,Null,1,0
PKL_S9,Haryana Steelers,Maninder Singh,Null,1,0
PKL_S9,Jaipur Pink Panthers,Sahul Kumar,Null,24,23
PKL_S9,Jaipur Pink Panthers,Arjun Deshwal,Null,24,23
PKL_S9,Jaipur Pink Panthers,Ankush,Null,24,24
PKL_S9,Jaipur Pink Panthers,Sunil Kumar,Null,23,23
PKL_S9,Jaipur Pink Panthers,V Ajith Kumar,Null,21,20
PKL_S9,Jaipur Pink Panthers,Rahul Chaudhari,Null,21,20
PKL_S9,Jaipur Pink Panthers,Abhishek KS,Null,18,17
PKL_S9,Jaipur Pink Panthers,Reza Mirbagheri,Null,16,13
PKL_S9,Jaipur Pink Panthers,Lucky Sharma,Null,15,0
PKL_S9,Jaipur Pink Panthers,Bhavani Rajput,Null,14,2
PKL_S9,Jaipur Pink Panthers,Devank,Null,5,0
PKL_S9,Jaipur Pink Panthers,Nitin Panwar,Null,4,0
PKL_S9,Jaipur Pink Panthers,Ashish,Null,4,0
PKL_S9,Jaipur Pink Panthers,Nitin Chandel,Null,3,1
PKL_S9,Jaipur Pink Panthers,Navneet,Null,3,1
PKL_S9,Jaipur Pink Panthers,Deepak Singh,Null,3,1
PKL_S9,Jaipur Pink Panthers,Rahul Dhanawade,Null,1,0
PKL_S9,Jaipur Pink Panthers,Woosan Ko,Null,0,0
PKL_S9,Jaipur Pink Panthers,Marimuthu Kamaraj,Null,0,0
PKL_S9,Patna Pirates,Sunil,Null,22,21
PKL_S9,Patna Pirates,Neeraj Kumar,Null,21,21
PKL_S9,Patna Pirates,Sachin,Null,20,20
PKL_S9,Patna Pirates,Mohammadreza Chiyaneh,Null,20,20
PKL_S9,Patna Pirates,Rohit Gulia,Null,19,19
PKL_S9,Patna Pirates,Monu,Null,18,17
PKL_S9,Patna Pirates,Sajin C,Null,13,12
PKL_S9,Patna Pirates,Manish,Null,13,10
PKL_S9,Patna Pirates,Naveen Sharma,Null,8,1
PKL_S9,Patna Pirates,Ranjit Naik,Null,6,1
PKL_S9,Patna Pirates,Ranjit Naik,Null,1,0
PKL_S9,Patna Pirates,Abdul Insamam,Null,7,2
PKL_S9,Patna Pirates,Anuj Kumar,Null,5,3
PKL_S9,Patna Pirates,Vishwas S,Null,4,2
PKL_S9,Patna Pirates,Anand Tomar,Null,4,1
PKL_S9,Patna Pirates,Thiyagarajan Yuvaraj,Null,3,2
PKL_S9,Patna Pirates,Shivam Chaudhary,Null,2,1
PKL_S9,Patna Pirates,Shivam Chaudhary,Null,0,0
PKL_S9,Patna Pirates,Daniel Odhiambo,Null,2,1
PKL_S9,Patna Pirates,Sukesh Hegde,Null,1,0
PKL_S9,Patna Pirates,Sager Kumar,Null,1,0
PKL_S9,Patna Pirates,Akshay Jaywant Bodake,Null,0,0
PKL_S9,Puneri Paltan,Sanket Sawant,Null,24,23
PKL_S9,Puneri Paltan,Akash Shinde,Null,22,14
PKL_S9,Puneri Paltan,Fazel Atrachali,Null,21,21
PKL_S9,Puneri Paltan,Sombir,Null,18,17
PKL_S9,Puneri Paltan,Mohit Goyat,Null,17,17
PKL_S9,Puneri Paltan,Aslam Inamdar,Null,17,17
PKL_S9,Puneri Paltan,Gaurav Khatri,Null,16,4
PKL_S9,Puneri Paltan,Mohammad Nabibakhsh,Null,15,15
PKL_S9,Puneri Paltan,Abinesh Nadarajan,Null,15,15
PKL_S9,Puneri Paltan,Pankaj Mohite,Null,13,6
PKL_S9,Puneri Paltan,Badal Singh,Null,12,3
PKL_S9,Puneri Paltan,Rakesh Ram,Null,8,4
PKL_S9,Puneri Paltan,Balasaheb Jadhav,Null,6,5
PKL_S9,Puneri Paltan,Aditya Shinde,Null,6,3
PKL_S9,Puneri Paltan,Alankar Patil,Null,3,2
PKL_S9,Puneri Paltan,Saurabh,Null,2,1
PKL_S9,Puneri Paltan,Govind Gurjar,Null,2,1
PKL_S9,Puneri Paltan,Harsh Lad,Null,1,1
PKL_S9,Puneri Paltan,D MahindraPrasad,Null,1,1
PKL_S9,Puneri Paltan,Akash Chaudhary,Null,1,1
PKL_S9,Tamil Thalaivas,Sahil Gulia,Null,23,23
PKL_S9,Tamil Thalaivas,Narender,Null,23,23
PKL_S9,Tamil Thalaivas,M. Abishek,Null,23,23
PKL_S9,Tamil Thalaivas,Himanshu,Null,23,18
PKL_S9,Tamil Thalaivas,Mohit,Null,22,22
PKL_S9,Tamil Thalaivas,Ajinkya Pawar,Null,22,20
PKL_S9,Tamil Thalaivas,Himanshu Singh,Null,18,6
PKL_S9,Tamil Thalaivas,Sagar,Null,17,17
PKL_S9,Tamil Thalaivas,Visvanath V,Null,11,4
PKL_S9,Tamil Thalaivas,Sachin,Null,9,2
PKL_S9,Tamil Thalaivas,Arpit Saroha,Null,8,6
PKL_S9,Tamil Thalaivas,Sahil,Null,7,1
PKL_S9,Tamil Thalaivas,K. Abhimanyu,Null,6,1
PKL_S9,Tamil Thalaivas,Aashish,Null,6,3
PKL_S9,Tamil Thalaivas,Himanshu Narwal,Null,3,0
PKL_S9,Tamil Thalaivas,Md. Arif Rabbani,Null,2,1
PKL_S9,Tamil Thalaivas,Pawan Sehrawat,Null,1,1
PKL_S9,Tamil Thalaivas,Thanushan Laxmamohan,Null,0,0
PKL_S9,Tamil Thalaivas,Ankit,Null,0,0
PKL_S9,Telugu Titans,Parvesh Bhainswal,Null,,21
PKL_S9,Telugu Titans,Vishal Bhardwaj,Null,18,19
PKL_S9,Telugu Titans,,Null,15,17
PKL_S9,Telugu Titans,Siddharth Desai,,,12
PKL_S9,Telugu Titans,,Raider,1,0
PKL_S9,Telugu Titans,Abhishek Singh,Null,16,15
PKL_S9,Telugu Titans,Vinay,Null,15,8
PKL_S9,Telugu Titans,Mohsen Maghsoudlou,Null,15,10
PKL_S9,Telugu Titans,Ankit,Null,15,9
PKL_S9,Telugu Titans,Adarsh T,Null,15,7
PKL_S9,Telugu Titans,Surjeet Singh,Null,13,10
PKL_S9,Telugu Titans,Vijay Kumar,Null,10,7
PKL_S9,Telugu Titans,Monu Goyat,Null,10,9
PKL_S9,Telugu Titans,Prince D,Null,9,6
PKL_S9,Telugu Titans,Nitin,Null,7,6
PKL_S9,Telugu Titans,K Hanumanthu,Null,7,4
PKL_S9,Telugu Titans,Muhammed Shihas,Null,6,4
PKL_S9,Telugu Titans,Ravinder Pahal,Null,4,4
PKL_S9,Telugu Titans,Mohit,Null,4,2
PKL_S9,Telugu Titans,Mohit Pahal,Null,3,1
PKL_S9,Telugu Titans,Hamid Nader,Null,3,2
PKL_S9,Telugu Titans,Rajnish,Null,2,1
PKL_S9,Telugu Titans,Palla Ramakrishna,Null,2,1
PKL_S9,Telugu Titans,Sumit,Null,0,0
PKL_S9,U Mumba,Harendra Kumar,Null,21,21
PKL_S9,U Mumba,Ashish,Null,21,16
PKL_S9,U Mumba,Mohit,Null,20,17
PKL_S9,U Mumba,Rinku,Null,19,19
PKL_S9,U Mumba,Jai Bhagwan,Null,19,16
PKL_S9,U Mumba,Guman Singh,Null,18,18
PKL_S9,U Mumba,Kiran Magar,Null,16,7
PKL_S9,U Mumba,Rahul Sethpal,Null,15,8
PKL_S9,U Mumba,Surinder Singh,Null,12,12
PKL_S9,U Mumba,Heidarali Ekrami,Null,12,7
PKL_S9,U Mumba,Pranay Rane,Null,11,3
PKL_S9,U Mumba,Shivansh Thakur,Null,6,5
PKL_S9,U Mumba,Shivam,Null,5,2
PKL_S9,U Mumba,Kamlesh,Null,4,0
PKL_S9,U Mumba,Ankush,Null,4,1
PKL_S9,U Mumba,Satywan,Null,2,1
PKL_S9,U Mumba,Vishal Mane,Null,1,1
PKL_S9,U Mumba,Viraj Landge,Null,1,0
PKL_S9,U Mumba,Sachin,Null,1,0
PKL_S9,U Mumba,Rupesh,Null,1,0
PKL_S9,U Mumba,Gholamabbas Korouki,Null,0,0
PKL_S9,UP Yoddha,Ashu Singh,Null,23,21
PKL_S9,UP Yoddha,Pardeep Narwal,Null,22,22
PKL_S9,UP Yoddha,Nitesh Kumar,Null,22,22
PKL_S9,UP Yoddha,Sumit,Null,21,21
PKL_S9,UP Yoddha,Gurdeep,Null,20,14
PKL_S9,UP Yoddha,Rohit Tomar,Null,18,13
PKL_S9,UP Yoddha,Surender Gill,Null,14,14
PKL_S9,UP Yoddha,Shubham Kumar,Null,11,9
PKL_S9,UP Yoddha,Jaideep,Null,11,2
PKL_S9,UP Yoddha,Durgesh Kumar,Null,10,6
PKL_S9,UP Yoddha,Sandeep Narwal,Null,7,6
PKL_S9,UP Yoddha,Anil Kumar,Null,7,2
PKL_S9,UP Yoddha,Nitin Tomar,Null,5,2
PKL_S9,UP Yoddha,Mahipal,Null,5,2
PKL_S9,UP Yoddha,James Kamweti,Null,5,1
PKL_S9,UP Yoddha,Rathan K,Null,4,0
PKL_S9,UP Yoddha,Nitin Panwar,Null,4,2
PKL_S9,UP Yoddha,Abozar Mighani,Null,4,1
PKL_S9,UP Yoddha,Aman,Null,3,0
PKL_S9,UP Yoddha,Gulveer Singh,Null,2,0
PKL_S9,UP Yoddha,Babu M,Null,2,1
PKL_S9,UP Yoddha,Nehal Desai,Null,1,0
