player_name,player_id,match_played,value,team_id,team,team_name,rank,position_id,position_name,team_full_name,points_per_match
Nitin Tomar,320,18,61,7,,PUN,42,8,Raider,Puneri Paltan,3.388888888888889
Rinku,3964,22,60,5,,MUM,43,0,Defender - Right Corner,U Mumba,2.727272727272727
Ashu Malik,4947,22,59,2,,DEL,44,8,Raider,Dabang Delhi K.C.,2.6818181818181817
Sukesh Hegde,111,15,58,4,,KOL,45,8,Raider,Bengal Warriors,3.8666666666666667
Nitesh Kumar,3088,24,58,30,,U.P.,46,9,Defender,U.P. Yoddhas,2.4166666666666665
Surjeet Singh,322,20,57,29,,CHE,47,0,Defender - Right Cover,Tamil Thalaivas,2.85
Parvesh Bhainswal,357,23,56,31,,GUJ,48,0,Defender - Left Cover,Gujarat Giants,2.4347826086956523
Neeraj Kumar,3107,23,54,6,,PAT,49,0,Defender - Right Cover,Patna Pirates,2.347826086956522
Aman,4972,23,54,1,,BLR,50,0,Defender - Left Corner,Bengaluru Bulls,2.347826086956522
Ashu Singh,3239,23,53,30,,U.P.,51,0,Defender - Right Cover,U.P. Yoddhas,2.3043478260869565
Sandeep Dhull,290,19,53,3,,JAI,52,0,Defender - Left Corner,Jaipur Pink Panthers,2.789473684210526
Manjeet Chhillar,69,24,53,2,,DEL,53,0,All Rounder,Dabang Delhi K.C.,2.2083333333333335
Vinay,3054,15,52,28,,HAR,54,8,Raider,Haryana Steelers,3.466666666666667
Fazel Atrachali,259,22,51,5,,MUM,55,9,Defender,U Mumba,2.3181818181818183
Bhavani Rajput,660,21,50,29,,CHE,56,8,Raider,Tamil Thalaivas,2.380952380952381
Galla Raju,3031,13,49,8,,HYD,57,8,Raider,Telugu Titans,3.769230769230769
Sunil,3106,22,49,6,,PAT,58,0,Defender - Right Corner,Patna Pirates,2.227272727272727
Surender Nada,146,21,48,28,,HAR,59,0,Defender - Left Corner,Haryana Steelers,2.2857142857142856
Abinesh Nadarajan,4192,22,48,7,,PUN,60,0,Defender - Right Cover,Puneri Paltan,2.1818181818181817
Neeraj Narwal,3038,19,47,2,,DEL,61,8,Raider,Dabang Delhi K.C.,2.473684210526316
Vishal Bhardwaj,3083,20,47,7,,PUN,62,9,Defender,Puneri Paltan,2.35
Girish Maruti Ernak,161,19,46,31,,GUJ,63,0,Defender - Left Corner,Gujarat Giants,2.4210526315789473
Sahul Kumar,4769,18,45,3,,JAI,64,0,Defender - Right Corner,Jaipur Pink Panthers,2.5
Rahul Sethpal,4186,18,44,5,,MUM,65,0,Defender - Right Corner,U Mumba,2.4444444444444446
Abozar Mighani,489,22,43,4,,KOL,66,9,Defender,Bengal Warriors,1.9545454545454546
Sandeep Kandola,248,16,42,8,,HYD,67,9,Defender,Telugu Titans,2.625
Rakesh Gowda,3046,13,42,8,,HYD,68,8,Raider,Telugu Titans,3.230769230769231
Mohit,4954,22,42,28,,HAR,69,0,Defender - Right Cover,Haryana Steelers,1.9090909090909092
Himanshu,3161,10,40,29,,CHE,70,0,Defender - Left Corner,Tamil Thalaivas,4
Mahender Singh,769,20,40,1,,BLR,71,0,Defender - Left Cover,Bengaluru Bulls,2
Sunil Kumar,368,23,39,31,,GUJ,72,9,Defender,Gujarat Giants,1.6956521739130435
Vishal,3159,21,39,3,,JAI,73,0,Defender - Left Cover,Jaipur Pink Panthers,1.8571428571428572
Ran Singh,160,14,38,4,,KOL,74,0,All Rounder,Bengal Warriors,2.7142857142857144
Shivam,4970,15,37,5,,MUM,75,8,Raider,U Mumba,2.466666666666667
Sajin C,3343,23,35,6,,PAT,76,0,All-Rounder,Patna Pirates,1.5217391304347827
Siddharth Desai,2026,3,35,8,,HYD,77,8,Raider,Telugu Titans,11.666666666666666
Surinder Singh,3086,21,32,8,,HYD,78,9,Defender,Telugu Titans,1.5238095238095237
Joginder Narwal,194,19,32,2,,DEL,79,0,Defender - Left Corner,Dabang Delhi K.C.,1.6842105263157894
Shubham Kumar,4228,21,32,30,,U.P.,80,0,Defender - Left Cover,U.P. Yoddhas,1.5238095238095237
Amit Nirwal,3126,16,31,4,,KOL,81,9,Defender,Bengal Warriors,1.9375
Harendra Kumar,3138,21,31,5,,MUM,82,0,Defender - Left Cover,U Mumba,1.4761904761904763
Akash Choudhary,3004,17,30,8,,HYD,83,9,Defender,Telugu Titans,1.7647058823529411
Sahil Gulia,4965,18,30,29,,CHE,84,0,Defender - Left Corner,Tamil Thalaivas,1.6666666666666667
Brijendra Singh Chaudhary,3070,7,28,3,,JAI,85,0,All Rounder,Jaipur Pink Panthers,4
Hadi Oshtorak,249,21,28,31,,GUJ,86,0,All Rounder,Gujarat Giants,1.3333333333333333
Athul MS,376,13,27,29,,CHE,87,8,Raider,Tamil Thalaivas,2.076923076923077
Krishan,4949,21,27,2,,DEL,88,9,Defender,Dabang Delhi K.C.,1.2857142857142858
Rohit,4723,12,27,4,,KOL,89,0,All-Rounder,Bengal Warriors,2.25
Sanket Sawant,3234,23,26,7,,PUN,90,0,Defender - Left Cover,Puneri Paltan,1.1304347826086956
Nitin Rawal,3065,13,25,3,,JAI,91,0,All-Rounder,Jaipur Pink Panthers,1.9230769230769231
Ravi Kumar,240,22,25,28,,HAR,92,0,Defender - Right Cover,Haryana Steelers,1.1363636363636365
Monu,3082,15,24,6,,PAT,93,8,Raider,Patna Pirates,1.6
Mohit,4964,20,24,29,,CHE,94,0,Defender - Left Cover,Tamil Thalaivas,1.2
Pankaj Mohite,3233,7,23,7,,PUN,95,8,Raider,Puneri Paltan,3.2857142857142856
Jeeva Kumar,54,21,23,2,,DEL,96,9,Defender,Dabang Delhi K.C.,1.0952380952380953
Mohsen Maghsoudlou,567,11,23,5,,MUM,97,0,All-Rounder,U Mumba,2.090909090909091
Ajinkya Kapre,2025,13,21,5,,MUM,98,0,All-Rounder,U Mumba,1.6153846153846154
K. Prapanjan,219,7,21,29,,CHE,99,8,Raider,Tamil Thalaivas,3
Manoj Gowda,3151,6,21,4,,KOL,100,0,All-Rounder,Bengal Warriors,3.5
More G B,772,15,20,1,,BLR,101,8,Raider,Bengaluru Bulls,1.3333333333333333
Ruturaj Koravi,2023,10,18,8,,HYD,102,9,Defender,Telugu Titans,1.8
Rohit Kumar,326,8,18,8,,HYD,103,8,Raider,Telugu Titans,2.25
Deepak Narwal,211,10,18,1,,BLR,104,8,Raider,Bengaluru Bulls,1.8
Shubham Shinde,3103,19,18,6,,PAT,105,0,Defender - Right Corner,Patna Pirates,0.9473684210526315
Naveen,2357,11,18,3,,JAI,106,8,Raider,Jaipur Pink Panthers,1.6363636363636365
Gurdeep,2041,19,17,30,,U.P.,107,0,All-Rounder,U.P. Yoddhas,0.8947368421052632
Rohit Tomar,4222,5,17,30,,U.P.,108,8,Raider,U.P. Yoddhas,3.4
Akash Pikalmunde,4675,7,16,4,,KOL,109,8,Raider,Bengal Warriors,2.2857142857142856
Muhammed Shihas,4966,8,16,8,,HYD,110,0,Defender - Left Corner,Telugu Titans,2
Deepak Singh,4956,14,16,3,,JAI,111,0,Defender - Right Cover,Jaipur Pink Panthers,1.1428571428571428
Ashish Sangwan,202,9,16,5,,MUM,112,0,All-Rounder,U Mumba,1.7777777777777777
Prince D,3969,14,15,8,,HYD,113,0,Defender - Right Cover,Telugu Titans,1.0714285714285714
Mayur Kadam,4848,19,14,1,,BLR,114,0,Defender - Right Cover,Bengaluru Bulls,0.7368421052631579
Darshan J.,724,9,14,4,,KOL,115,9,Defender,Bengal Warriors,1.5555555555555556
Rahul Chaudhari,81,7,13,7,,PUN,116,8,Raider,Puneri Paltan,1.8571428571428572
Mohammad Taghi Paein Mahali,3177,7,13,30,,U.P.,117,8,Raider,U.P. Yoddhas,1.8571428571428572
Vishwas S,4757,4,13,7,,PUN,118,8,Raider,Puneri Paltan,3.25
Sachin Narwal,3154,7,12,3,,JAI,119,0,All-Rounder,Jaipur Pink Panthers,1.7142857142857142
M. Abishek,3014,7,12,29,,CHE,120,0,Defender - Right Cover,Tamil Thalaivas,1.7142857142857142
Ravinder Pahal,157,8,12,31,,GUJ,121,0,Defender - Right Corner,Gujarat Giants,1.5
C. Arun,191,14,11,8,,HYD,122,9,Defender,Telugu Titans,0.7857142857142857
Manjeet,3965,5,11,2,,DEL,123,8,Raider,Dabang Delhi K.C.,2.2
Dong Geon Lee,522,9,10,1,,BLR,124,8,Raider,Bengaluru Bulls,1.1111111111111112
Mohit Sehrawat,3019,11,10,1,,BLR,125,9,Defender,Bengaluru Bulls,0.9090909090909091
Ravindra Kumavat,3094,5,9,4,,KOL,126,8,Raider,Bengal Warriors,1.8
Ankit,3227,11,9,31,,GUJ,127,9,Defender,Gujarat Giants,0.8181818181818182
Amit Nagar,371,7,9,3,,JAI,128,8,Raider,Jaipur Pink Panthers,1.2857142857142858
Ankit,4801,4,9,30,,U.P.,129,8,Raider,U.P. Yoddhas,2.25
Akash Shinde,4959,3,9,7,,PUN,130,8,Raider,Puneri Paltan,3
Himanshu Singh,4963,6,8,29,,CHE,131,8,Raider,Tamil Thalaivas,1.3333333333333333
Rathan K,3472,5,8,31,,GUJ,132,8,Raider,Gujarat Giants,1.6
Amit,3001,11,8,3,,JAI,133,9,Defender,Jaipur Pink Panthers,0.7272727272727273
Karamvir,3162,11,7,7,,PUN,134,9,Defender,Puneri Paltan,0.6363636363636364
Ankit,3099,6,7,1,,BLR,135,9,Defender,Bengaluru Bulls,1.1666666666666667
Sagar Krishna,347,10,6,29,,CHE,136,0,All Rounder,Tamil Thalaivas,0.6
Jaideep,579,8,6,1,,BLR,137,0,Defender - Left Corner,Bengaluru Bulls,0.75
Baldev Singh,621,8,6,7,,PUN,138,0,Defender - Right Corner,Puneri Paltan,0.75
Sachin Vittala,232,7,6,4,,KOL,139,0,Defender - Left Corner,Bengal Warriors,0.8571428571428571
Akshay,4873,7,6,28,,HAR,140,8,Raider,Haryana Steelers,0.8571428571428571
Sourav Gulia,3593,3,5,6,,PAT,141,9,Defender,Patna Pirates,1.6666666666666667
Sahil,3594,6,5,30,,U.P.,142,8,Raider,U.P. Yoddhas,0.8333333333333334
Pawan Kadian,156,1,5,7,,PUN,143,8,Raider,Puneri Paltan,5
Ajay Thakur,26,5,5,2,,DEL,144,8,Raider,Dabang Delhi K.C.,1
Vishal Mane,123,6,5,4,,KOL,145,9,Defender,Bengal Warriors,0.8333333333333334
Amit Sheoran,3115,9,5,1,,BLR,146,9,Defender,Bengaluru Bulls,0.5555555555555556
Amirhossein Mohammad Maleki,3180,2,5,3,,JAI,147,8,Raider,Jaipur Pink Panthers,2.5
Pavan TR,3021,9,5,3,,JAI,148,9,Defender,Jaipur Pink Panthers,0.5555555555555556
Rinku Narwal,3084,4,5,4,,KOL,149,9,Defender,Bengal Warriors,1.25
Mohammad Mahalli,3175,6,4,28,,HAR,150,8,Raider,Haryana Steelers,0.6666666666666666
Sumit,3226,5,4,31,,GUJ,151,9,Defender,Gujarat Giants,0.8
Vijay Kumar,768,4,4,28,,HAR,152,0,Defender - Right Corner,Haryana Steelers,1
Selvamani K,264,3,4,6,,PAT,153,8,Raider,Patna Pirates,1.3333333333333333
Ashok,3715,1,4,3,,JAI,154,8,Raider,Jaipur Pink Panthers,4
Mohammad Malak,4941,5,4,2,,DEL,155,9,Defender,Dabang Delhi K.C.,0.8
Hyunsu Park,4932,3,4,8,,HYD,156,8,Raider,Telugu Titans,1.3333333333333333
Aashish,4962,3,4,29,,CHE,157,0,Defender - Left Cover,Tamil Thalaivas,1.3333333333333333
Kamlesh,4968,2,4,5,,MUM,158,8,Raider,U Mumba,2
Ankit,4977,4,4,28,,HAR,159,0,Defender - Right Corner,Haryana Steelers,1
Shubham Shelke,4961,6,3,7,,PUN,160,8,Raider,Puneri Paltan,0.5
Prathap S,3473,3,3,5,,MUM,161,8,Raider,U Mumba,1
Abolfazel Maghsodlo,300,3,3,1,,BLR,162,8,Raider,Bengaluru Bulls,1
Sunil Siddhgavali,613,4,3,5,,MUM,163,9,Defender,U Mumba,0.75
Vijin Thangadurai,185,7,3,4,,KOL,164,9,Defender,Bengal Warriors,0.42857142857142855
Ajeet,3111,2,3,5,,MUM,165,9,Defender,U Mumba,1.5
Jashandeep Singh,3059,2,3,5,,MUM,166,8,Raider,U Mumba,1.5
Mohit,3036,1,3,6,,PAT,167,8,Raider,Patna Pirates,3
Balasaheb Jadhav,3011,7,2,7,,PUN,168,0,All-Rounder,Puneri Paltan,0.2857142857142857
Bhuvneshwar Gaur,2315,1,2,31,,GUJ,169,8,Raider,Gujarat Giants,2
Daniel Odhiambo,3174,1,2,6,,PAT,170,0,All-Rounder,Patna Pirates,2
Nitin Panwar,3152,1,2,2,,DEL,171,8,Raider,Dabang Delhi K.C.,2
Balram,3222,2,2,2,,DEL,172,0,All Rounder,Dabang Delhi K.C.,1
Sushant Sail,3235,3,2,2,,DEL,173,8,Raider,Dabang Delhi K.C.,0.6666666666666666
Amit Hooda,212,2,2,3,,JAI,174,0,Defender - Right Corner,Jaipur Pink Panthers,1
Shrikant Tewthia,107,3,2,28,,HAR,175,0,All Rounder,Haryana Steelers,0.6666666666666666
Dharmaraj Cheralathan,42,5,2,3,,JAI,176,9,Defender,Jaipur Pink Panthers,0.4
Anand V,2021,3,2,4,,KOL,177,8,Raider,Bengal Warriors,0.6666666666666666
Hadi Tajik,301,1,2,7,,PUN,178,9,Defender,Puneri Paltan,2
Rohit Banne,3301,6,2,4,,KOL,179,9,Defender,Bengal Warriors,0.3333333333333333
Gaurav Kumar,3747,6,2,30,,U.P.,180,9,Defender,U.P. Yoddhas,0.3333333333333333
Vikash D,4021,4,2,2,,DEL,181,9,Defender,Dabang Delhi K.C.,0.5
Soleiman Pahlevani,4929,4,2,31,,GUJ,182,9,Defender,Gujarat Giants,0.5
Mohammad Nosrati,4936,2,1,3,,JAI,183,8,Raider,Jaipur Pink Panthers,0.5
Manuj,4693,1,1,6,,PAT,184,0,Defender - Right Corner,Patna Pirates,1
Rohit,4958,1,1,6,,PAT,185,8,Raider,Patna Pirates,1
Rohit Kumar,4945,2,1,1,,BLR,186,9,Defender,Bengaluru Bulls,0.5
Prince,4969,3,1,5,,MUM,187,0,Defender - Left Cover,U Mumba,0.3333333333333333
Palla Ramakrishna,4967,1,1,8,,HYD,188,0,Defender - Left Cover,Telugu Titans,1
Balaji D,4978,1,1,6,,PAT,189,0,All-Rounder,Patna Pirates,1
Aman,4971,1,1,30,,U.P.,190,8,Raider,U.P. Yoddhas,1
Ajay,737,1,1,28,,HAR,191,0,All Rounder,Haryana Steelers,1
Maninder Singh,743,2,1,31,,GUJ,192,8,Raider,Gujarat Giants,0.5
Tapas Pal,661,2,1,4,,KOL,193,0,All Rounder,Bengal Warriors,0.5
Rajesh Narwal,86,3,1,28,,HAR,194,0,All Rounder,Haryana Steelers,0.3333333333333333
Rishank Devadiga,94,1,1,4,,KOL,195,8,Raider,Bengal Warriors,1
Asiri Alawathge,3201,2,1,29,,CHE,196,8,Raider,Tamil Thalaivas,0.5
Parveen Satpal,3100,8,1,4,,KOL,197,0,Defender - Left Corner,Bengal Warriors,0.125
Ankush,3027,3,1,30,,U.P.,198,8,Raider,U.P. Yoddhas,0.3333333333333333
