Team Line Up,,,,
Team Name,Player Name,Position,Total Played,Total Starts
Patna Pirates,Jaideep,Left Corner,22,20
Patna Pirates,Hadi Oshtorak,All Rounder,22,22
Patna Pirates,Monu Sandhu,Raider,21,12
Patna Pirates,Mohammad Esmaeil Maghsoud,Raider,20,17
Patna Pirates,Jang Kun Lee,Raider,16,15
Patna Pirates,Purna Singh,Raider,8,0
Patna Pirates,Jawahar Dagar,Raider,7,2
Patna Pirates,Ashish,Raider,7,0
Patna Pirates,Ravinder,All Rounder,5,0
Patna Pirates,Amit Kumar,All Rounder,3,0
Patna Pirates,Naveen,Raider,1,0
Patna Pirates,Mahendra Choudhary,Right Corner,0,0
Puneri Paltan,Manjeet,Raider,22,22
Puneri Paltan,Surjeet Singh,Right Cover,21,21
Puneri Paltan,Amit Kumar,All Rounder,21,12
Puneri Paltan,Jadhav Balasaheb Shahaji,Right Cover,19,10
Puneri Paltan,Girish Maruti Ernak,Left Corner,17,15
Puneri Paltan,Pankaj Mohite,Raider,16,8
Puneri Paltan,Nitin Tomar,Raider,15,14
Puneri Paltan,Sagar Krishna,All Rounder,14,11
Puneri Paltan,Shubham Shinde,Right Corner,13,10
Puneri Paltan,Sushant Sail,Raider,11,6
Puneri Paltan,Hadi Tajik,Right Corner,11,8
Puneri Paltan,Darshan Kadian,Raider,8,1
Puneri Paltan,Pawan Kumar,Raider,6,5
Puneri Paltan,Sanket Sawant,Left Cover,5,5
Puneri Paltan,Emad Sedaghatnia,Raider,3,1
Puneri Paltan,Deepak Yadav,Right Cover,3,3
Puneri Paltan,Sandeep,All Rounder,1,1
Puneri Paltan,R. Sriram,Raider,1,1
Tamil Thalaivas,Rahul Chaudhari,Raider,22,22
Tamil Thalaivas,Ran Singh,All Rounder,21,21
Tamil Thalaivas,V. Ajith Kumar,Raider,19,13
Tamil Thalaivas,Mohit Chhillar,Right Corner,18,17
Tamil Thalaivas,Manjeet Chhillar,All Rounder,15,15
Tamil Thalaivas,Shabeer Bappu,Raider,14,11
Tamil Thalaivas,Ajeet,Right Cover,14,14
Tamil Thalaivas,Vineet Kumar,Raider,13,5
Tamil Thalaivas,Sagar,Right Corner,13,6
Tamil Thalaivas,Ajay Thakur,Raider,13,13
Tamil Thalaivas,Ponparthiban Subramanian,Right Cover,9,5
Tamil Thalaivas,M. Abishek,Right Cover,9,7
Tamil Thalaivas,Victor Obiero,All Rounder,5,0
Tamil Thalaivas,Himanshu,Right Corner,5,1
Tamil Thalaivas,Anand,Raider,5,1
Tamil Thalaivas,Hemant Chauhan,All Rounder,4,3
Tamil Thalaivas,Yashwant Bishnoi,Raider,3,0
Tamil Thalaivas,Milad Sheibak,Defender,1,0
Telugu Titans,Siddharth Sirish Desai,Raider,22,22
Telugu Titans,Farhad Milaghardan,Right Cover,22,20
Telugu Titans,C. Arun,Left Cover,22,20
Telugu Titans,Vishal Bhardwaj,All Rounder,19,19
Telugu Titans,Abozar Mighani,Right Corner,18,18
Telugu Titans,Rakesh Gowda,Raider,13,9
Telugu Titans,Suraj Desai,Raider,12,10
Telugu Titans,Krushna Madane,Defender,12,5
Telugu Titans,Rajneesh,Raider,11,6
Telugu Titans,Amit Kumar,Raider,9,8
Telugu Titans,Ankit Beniwal,Raider,8,1
Telugu Titans,Armaan,All Rounder,6,3
Telugu Titans,Aakash Dattu Arsul,Right Cover,6,5
Telugu Titans,Palle Mallikarjun,Raider,5,1
Telugu Titans,Akash Choudhary,Right Corner,5,4
Telugu Titans,Kamal Singh,Raider,3,1
Telugu Titans,Mula Siva Ganesh Reddy,Raider,2,0
Telugu Titans,Manish,Left Cover,2,2
U Mumba,Surinder Singh,Right Cover,24,24
U Mumba,Sandeep Narwal,All Rounder,24,24
U Mumba,Fazel Atrachali,Left Corner,24,24
U Mumba,Abhishek Singh,Raider,21,20
U Mumba,Harendra Kumar,Left Cover,20,15
U Mumba,Arjun Deshwal,Raider,19,17
U Mumba,Rohit Baliyan,Raider,18,15
U Mumba,Athul M S,All Rounder,18,13
U Mumba,Young Chang Ko,Left Cover,14,8
U Mumba,Harsh Vardhan,Right Corner,8,0
U Mumba,Dong Geon Lee,Raider,6,4
U Mumba,Rajaguru Subramanian,Right Cover,5,0
U Mumba,Ajinkya Rohidas Kapre,All Rounder,5,1
U Mumba,Mohit Balyan,All Rounder,2,0
U Mumba,Vinoth Kumar,Raider,1,1
U Mumba,Navneet,Raider,1,1
U Mumba,Anil,Left cover,1,1
U Mumba,Gaurav Kumar,Raider,0,0
UP Yoddha,Nitesh Kumar,Right Corner,23,23
UP Yoddha,Ashu Singh,Right Cover,23,20
UP Yoddha,Amit,Left Cover,23,23
UP Yoddha,Sumit,Left Corner,22,21
UP Yoddha,Shrikant Jadhav,Raider,22,22
UP Yoddha,Surender Gill,Raider,18,14
UP Yoddha,Rishank Devadiga,Raider,18,15
UP Yoddha,Sachin Kumar,Left Corner,15,2
UP Yoddha,Monu Goyat,Raider,14,13
UP Yoddha,Mohsen Maghsoudlou,Raider,13,2
UP Yoddha,Surender Singh,Raider,7,2
UP Yoddha,Gurdeep,All Rounder,5,1
UP Yoddha,Ankush,Raider,5,0
UP Yoddha,Narender Hooda,All Rounder,4,2
UP Yoddha,Azad singh,Raider,4,1
UP Yoddha,Aashish Nagar,Right Corner,1,0
UP Yoddha,Gulveer Singh,Raider,0,0
UP Yoddha,Arkam Shaikh,All Rounder,0,0
