player_name,player_id,match_played,value,team_id,team,team_name,rank,position_id,position_name,team_full_name,points_per_match
Shrikant Jadhav,106,21,129,4,,KOL,22,8,Raider,Bengal Warriors,6.142857142857143
Ashish,3028,21,120,5,,MUM,23,8,Raider,U Mumba,5.714285714285714
Neeraj Narwal,3038,24,115,1,,BLR,24,8,Raider,Bengaluru Bulls,4.791666666666667
V Ajith Kumar,3053,21,103,3,,JAI,25,8,Raider,Jaipur Pink Panthers,4.904761904761905
Chandran Ranjit,36,17,99,31,,GUJ,26,8,Raider,Gujarat Giants,5.823529411764706
Ankush,3574,24,89,3,,JAI,27,0,Defender - Left Corner,Jaipur Pink Panthers,3.7083333333333335
Mohammadreza Chiyaneh,4925,20,89,6,,PAT,28,0,All-Rounder,Patna Pirates,4.45
Rohit Tomar,4222,18,86,30,,U.P.,29,8,Raider,U.P. Yoddhas,4.777777777777778
Vijay Malik,3081,11,82,2,,DEL,30,0,All-Rounder,Dabang Delhi K.C.,7.454545454545454
Jai Bhagwan,5002,19,82,5,,MUM,31,8,Raider,U Mumba,4.315789473684211
Rahul Chaudhari,81,21,73,3,,JAI,32,8,Raider,Jaipur Pink Panthers,3.4761904761904763
Saurabh Nandal,3228,24,73,1,,BLR,33,0,Defender - Left Corner,Bengaluru Bulls,3.0416666666666665
Manjeet,3965,20,69,2,,DEL,34,8,Raider,Dabang Delhi K.C.,3.45
Sunil Kumar,368,23,65,3,,JAI,35,9,Defender,Jaipur Pink Panthers,2.8260869565217392
Pankaj Mohite,3233,13,60,7,,PUN,36,8,Raider,Puneri Paltan,4.615384615384615
Himanshu,3161,23,60,29,,CHE,37,0,Defender - Left Corner,Tamil Thalaivas,2.608695652173913
Aman,4972,24,60,1,,BLR,38,0,Defender - Left Corner,Bengaluru Bulls,2.5
Rinku,3964,19,59,5,,MUM,39,0,Defender - Right Corner,U Mumba,3.1052631578947367
Abhishek Singh,2028,16,59,8,,HYD,40,8,Raider,Telugu Titans,3.6875
Parvesh Bhainswal,357,21,58,8,,HYD,41,0,Defender - Left Cover,Telugu Titans,2.761904761904762
Vishal,3159,22,58,2,,DEL,42,0,Defender - Left Cover,Dabang Delhi K.C.,2.6363636363636362
Jaideep Dahiya,4184,21,57,28,,HAR,43,0,Defender - Left Cover,Haryana Steelers,2.7142857142857144
Sahul Kumar,4769,24,57,3,,JAI,44,0,Defender - Right Corner,Jaipur Pink Panthers,2.375
Sahil Gulia,4965,23,57,29,,CHE,45,0,Defender - Left Corner,Tamil Thalaivas,2.4782608695652173
Sumit,3240,21,56,30,,U.P.,46,0,Defender - Left Corner,U.P. Yoddhas,2.6666666666666665
Fazel Atrachali,259,21,56,7,,PUN,47,9,Defender,Puneri Paltan,2.6666666666666665
Deepak Hooda,41,17,56,4,,KOL,48,0,All-Rounder,Bengal Warriors,3.2941176470588234
Mahendra Rajput,163,15,54,31,,GUJ,49,8,Raider,Gujarat Giants,3.6
Sagar,3236,17,53,29,,CHE,50,0,Defender - Right Corner,Tamil Thalaivas,3.1176470588235294
Girish Maruti Ernak,161,18,51,4,,KOL,51,0,Defender - Left Corner,Bengal Warriors,2.8333333333333335
Rakesh Narwal,204,15,50,28,,HAR,52,8,Raider,Haryana Steelers,3.3333333333333335
Himanshu Singh,4963,18,50,29,,CHE,53,8,Raider,Tamil Thalaivas,2.7777777777777777
Ashu Singh,3239,23,49,30,,U.P.,54,0,Defender - Right Cover,U.P. Yoddhas,2.130434782608696
Sonu,3128,12,46,31,,GUJ,55,8,Raider,Gujarat Giants,3.8333333333333335
Vishal Bhardwaj,3083,19,45,8,,HYD,56,9,Defender,Telugu Titans,2.3684210526315788
Mahender Singh,769,23,45,1,,BLR,57,0,Defender - Left Cover,Bengaluru Bulls,1.9565217391304348
Mohit Nandal,4954,21,45,28,,HAR,58,0,Defender - Right Cover,Haryana Steelers,2.142857142857143
Mohit,5032,20,44,5,,MUM,59,0,Defender - Left Corner,U Mumba,2.2
Nitin Rawal,3065,22,44,28,,HAR,60,0,All-Rounder,Haryana Steelers,2
Shubham Shinde,3103,20,44,4,,KOL,61,0,Defender - Right Corner,Bengal Warriors,2.2
Sunil,3106,22,42,6,,PAT,62,0,Defender - Right Corner,Patna Pirates,1.9090909090909092
Vinay,5095,15,42,8,,HYD,63,8,Raider,Telugu Titans,2.8
M. Abishek,3014,23,40,29,,CHE,64,0,Defender - Right Cover,Tamil Thalaivas,1.7391304347826086
Arkam Shaikh,2297,22,40,31,,GUJ,65,0,All-Rounder,Gujarat Giants,1.8181818181818181
K. Prapanjan,219,13,40,28,,HAR,66,8,Raider,Haryana Steelers,3.076923076923077
Dong Geon Lee,522,12,39,31,,GUJ,67,8,Raider,Gujarat Giants,3.25
Rinku Narwal,3084,20,39,31,,GUJ,68,9,Defender,Gujarat Giants,1.95
Sachin Narwal,3154,16,39,1,,BLR,69,0,All-Rounder,Bengaluru Bulls,2.4375
Adarsh T,3095,15,38,8,,HYD,70,0,Defender - Left Corner,Telugu Titans,2.533333333333333
Surinder Singh,3086,12,36,5,,MUM,71,9,Defender,U Mumba,3
Mohammad Nabibakhsh,3176,15,36,7,,PUN,72,0,All-Rounder,Puneri Paltan,2.4
Monu,3082,18,36,6,,PAT,73,8,Raider,Patna Pirates,2
Gurdeep,2041,20,36,30,,U.P.,74,0,All-Rounder,U.P. Yoddhas,1.8
Bhavani Rajput,660,14,36,3,,JAI,75,8,Raider,Jaipur Pink Panthers,2.5714285714285716
Reza Mirbagheri,5022,16,36,3,,JAI,76,9,Defender,Jaipur Pink Panthers,2.25
Sombir,3000,18,35,7,,PUN,77,9,Defender,Puneri Paltan,1.9444444444444444
Sourav Gulia,3593,16,35,31,,GUJ,78,9,Defender,Gujarat Giants,2.1875
Abinesh Nadarajan,4192,15,35,7,,PUN,79,0,Defender - Right Cover,Puneri Paltan,2.3333333333333335
Nitesh Kumar,3088,22,34,30,,U.P.,80,9,Defender,U.P. Yoddhas,1.5454545454545454
Mohsen Maghsoudlou,567,16,34,8,,HYD,81,0,All-Rounder,Telugu Titans,2.125
Heidarali Ekrami,5018,12,34,5,,MUM,82,8,Raider,U Mumba,2.8333333333333335
Krishan,4949,21,34,2,,DEL,83,9,Defender,Dabang Delhi K.C.,1.619047619047619
Mohit,4964,22,34,29,,CHE,84,0,Defender - Left Cover,Tamil Thalaivas,1.5454545454545454
Monu Goyat,388,10,33,8,,HYD,85,8,Raider,Telugu Titans,3.3
Vinay,3054,15,33,28,,HAR,86,8,Raider,Haryana Steelers,2.2
Sandeep Dhull,290,17,31,2,,DEL,87,0,Defender - Left Corner,Dabang Delhi K.C.,1.8235294117647058
Manoj Gowda,3151,15,31,4,,KOL,88,0,All-Rounder,Bengal Warriors,2.066666666666667
Vaibhav Garje,5114,18,31,4,,KOL,89,0,Defender - Right Cover,Bengal Warriors,1.7222222222222223
Neeraj Kumar,3107,21,30,6,,PAT,90,0,Defender - Right Cover,Patna Pirates,1.4285714285714286
Sanket Sawant,3234,24,30,7,,PUN,91,0,Defender - Left Cover,Puneri Paltan,1.25
Amit Hooda,212,13,29,2,,DEL,92,0,Defender - Right Corner,Dabang Delhi K.C.,2.230769230769231
Ankit,3227,15,28,8,,HYD,93,9,Defender,Telugu Titans,1.8666666666666667
K Hanumanthu,4795,8,28,8,,HYD,94,0,All-rounder,Telugu Titans,3.5
Harendra Kumar,3138,21,26,5,,MUM,95,0,Defender - Left Cover,U Mumba,1.2380952380952381
Pranay Rane,5117,11,26,5,,MUM,96,8,Raider,U Mumba,2.3636363636363638
Abhishek KS,5113,18,25,3,,JAI,97,0,Defender - Left Cover,Jaipur Pink Panthers,1.3888888888888888
Balaji D,4978,18,25,4,,KOL,98,0,All-Rounder,Bengal Warriors,1.3888888888888888
Shankar Gadai,5039,20,25,31,,GUJ,99,0,All-Rounder,Gujarat Giants,1.25
Amirhossein Bastami,4928,16,24,28,,HAR,100,9,Defender,Haryana Steelers,1.5
Ravi Kumar,240,19,22,2,,DEL,101,0,Defender - Right Cover,Dabang Delhi K.C.,1.1578947368421053
Sandeep Narwal,142,7,22,30,,U.P.,102,0,All Rounder,U.P. Yoddhas,3.142857142857143
Kiran Magar,5037,16,21,5,,MUM,103,0,Defender - Left Corner,U Mumba,1.3125
Visvanath V,5046,11,21,29,,CHE,104,0,All-Rounder,Tamil Thalaivas,1.9090909090909092
Gaurav Khatri,5128,16,21,7,,PUN,105,0,Defender - Right Corner,Puneri Paltan,1.3125
Aditya Shinde,5116,6,20,7,,PUN,106,8,Raider,Puneri Paltan,3.3333333333333335
Vijay Kumar,5096,18,19,2,,DEL,107,0,Defender - Left Corner,Dabang Delhi K.C.,1.0555555555555556
Surjeet Singh,322,13,19,8,,HYD,108,0,Defender - Right Cover,Telugu Titans,1.4615384615384615
Durgesh Kumar,3973,10,19,30,,U.P.,109,8,Raider,U.P. Yoddhas,1.9
Rahul Sethpal,4186,15,18,5,,MUM,110,0,Defender - Right Corner,U Mumba,1.2
Anand Tomar,644,4,18,6,,PAT,111,8,Raider,Patna Pirates,4.5
Anil Kumar,5121,7,18,30,,U.P.,112,8,Raider,U.P. Yoddhas,2.5714285714285716
Ranjit Naik,5091,7,17,6,,PAT,113,8,Raider,Patna Pirates,2.4285714285714284
Monu Hooda,5101,14,17,28,,HAR,114,0,Defender - Right Corner,Haryana Steelers,1.2142857142857142
Sushil,4179,5,17,28,,HAR,115,8,Raider,Haryana Steelers,3.4
Mayur Kadam,4848,17,16,1,,BLR,116,0,Defender - Right Cover,Bengaluru Bulls,0.9411764705882353
Vijay Kumar,768,11,16,8,,HYD,117,0,Defender - Right Corner,Telugu Titans,1.4545454545454546
Ajinkya Kapre,2025,7,14,4,,KOL,118,0,All-Rounder,Bengal Warriors,2
Arpit Saroha,4224,8,14,29,,CHE,119,0,Defender - Right Corner,Tamil Thalaivas,1.75
Akash Pikalmunde,4675,3,14,4,,KOL,120,8,Raider,Bengal Warriors,4.666666666666667
Manish Gulia,5055,4,14,28,,HAR,121,8,Raider,Haryana Steelers,3.5
Dipak,4948,9,13,2,,DEL,122,9,Defender,Dabang Delhi K.C.,1.4444444444444444
Anuj Kumar,5107,5,12,6,,PAT,123,8,Raider,Patna Pirates,2.4
Sachin,5130,9,12,29,,CHE,124,0,Raider ,Tamil Thalaivas,1.3333333333333333
Ponparthiban Subramanian,3101,4,12,1,,BLR,125,0,,Bengaluru Bulls,3
Ashish Sangwan,202,7,12,4,,KOL,126,0,All-Rounder,Bengal Warriors,1.7142857142857142
Surender Nada,146,10,11,4,,KOL,127,0,Defender - Left Corner,Bengal Warriors,1.1
Rajnish,2290,2,11,8,,HYD,128,8,Raider,Telugu Titans,5.5
Saurabh,5129,2,11,7,,PUN,129,8,Raider,Puneri Paltan,5.5
Mahipal,5118,5,11,30,,U.P.,130,8,Raider,U.P. Yoddhas,2.2
Lucky Sharma,5042,15,11,3,,JAI,131,0,Defender - Right Corner,Jaipur Pink Panthers,0.7333333333333333
Shivam,4970,5,10,5,,MUM,132,8,Raider,U Mumba,2
Ashish Narwal,5100,7,10,2,,DEL,133,8,Raider,Dabang Delhi K.C.,1.4285714285714286
Sajin C,3343,13,10,6,,PAT,134,0,All-Rounder,Patna Pirates,0.7692307692307693
Manuj,4693,10,10,31,,GUJ,135,0,Defender - Right Corner,Gujarat Giants,1
Abdul Insamam,4798,7,10,6,,PAT,136,0,All-Rounder,Patna Pirates,1.4285714285714286
Kapil,4750,7,9,31,,GUJ,137,0,Defender - Right Cover,Gujarat Giants,1.2857142857142858
Lovepreet Singh,4157,3,9,28,,HAR,138,8,Raider,Haryana Steelers,3
Shivansh Thakur,4032,6,9,5,,MUM,139,0,Defender - Right Cover,U Mumba,1.5
Daniel Odhiambo,3174,2,9,6,,PAT,140,0,All-Rounder,Patna Pirates,4.5
Naveen Kundu,5102,2,9,28,,HAR,141,0,Defender - Left Corner,Haryana Steelers,4.5
Sunny Sehrawat,5104,6,9,28,,HAR,142,0,Defender - Right Cover,Haryana Steelers,1.5
Aslam Thambi,4935,5,9,4,,KOL,143,8,Raider,Bengal Warriors,1.8
Manish,4957,13,8,6,,PAT,144,9,Defender,Patna Pirates,0.6153846153846154
Aashish,4962,6,8,29,,CHE,145,0,Defender - Left Cover,Tamil Thalaivas,1.3333333333333333
Badal Singh,5108,12,7,7,,PUN,146,0,Defender - Left Corner,Puneri Paltan,0.5833333333333334
Mohit Pahal,5109,3,7,8,,HYD,147,0,Defender - Left Corner,Telugu Titans,2.3333333333333335
Parveen Satpal,3100,5,7,4,,KOL,148,0,Defender - Left Corner,Bengal Warriors,1.4
Sager Kumar,4058,1,7,6,,PAT,149,0,All-rounder,Patna Pirates,7
Vishwas S,4757,4,7,6,,PAT,150,8,Raider,Patna Pirates,1.75
Rohit,4723,3,7,4,,KOL,151,0,All-Rounder,Bengal Warriors,2.3333333333333335
Sudhakar Krishant,4849,9,7,1,,BLR,152,0,Defender - Left Cover,Bengaluru Bulls,0.7777777777777778
James Kamweti,4933,5,7,30,,U.P.,153,8,Raider,U.P. Yoddhas,1.4
Govind Gurjar,4917,2,6,7,,PUN,154,0,All-Rounder,Puneri Paltan,3
Shubham Kumar,4228,11,6,30,,U.P.,155,0,Defender - Left Cover,U.P. Yoddhas,0.5454545454545454
Himanshu Narwal,3970,3,6,29,,CHE,156,8,Raider,Tamil Thalaivas,2
Navneet,3238,3,6,3,,JAI,157,8,Raider,Jaipur Pink Panthers,2
Sahil,3025,7,6,29,,CHE,158,9,Defender,Tamil Thalaivas,0.8571428571428571
Joginder Narwal,194,8,6,28,,HAR,159,0,Defender - Left Corner,Haryana Steelers,0.75
Sandeep Kandola,248,14,6,31,,GUJ,160,9,Defender,Gujarat Giants,0.42857142857142855
R Guhan,5120,3,6,4,,KOL,161,8,Raider,Bengal Warriors,2
Kamlesh,4968,4,6,5,,MUM,162,8,Raider,U Mumba,1.5
Nitin,5111,8,5,8,,HYD,163,0,Defender - Right Cover,Telugu Titans,0.625
Harsh,5103,5,5,28,,HAR,164,0,Defender - Left Cover,Haryana Steelers,1
Thiyagarajan Yuvaraj,5092,3,5,6,,PAT,165,9,Defender,Patna Pirates,1.6666666666666667
Naveen Sharma,5090,8,5,6,,PAT,166,9,Defender,Patna Pirates,0.625
Ran Singh,160,8,5,1,,BLR,167,0,All Rounder,Bengaluru Bulls,0.625
Rathan K,3472,4,5,30,,U.P.,168,8,Raider,U.P. Yoddhas,1.25
Sakthivel R,4195,7,5,4,,KOL,169,0,Defender - Right Corner,Bengal Warriors,0.7142857142857143
Nitin Panwar,3152,4,4,3,,JAI,170,8,Raider,Jaipur Pink Panthers,1
Amit Sheoran,3115,2,4,4,,KOL,171,9,Defender,Bengal Warriors,2
Nitin Panwar,3039,4,4,30,,U.P.,172,0,All-Rounder,U.P. Yoddhas,1
Devank,5106,5,4,3,,JAI,173,8,Raider,Jaipur Pink Panthers,0.8
Aman,4971,3,4,30,,U.P.,174,8,Raider,U.P. Yoddhas,1.3333333333333333
Harsh Lad,5078,1,4,7,,PUN,175,0,Defender - Left Corner,Puneri Paltan,4
Alankar Patil,5052,3,3,7,,PUN,176,0,Defender - Right Corner,Puneri Paltan,1
Md. Arif Rabbani,5003,2,3,29,,CHE,177,0,Defender - Left Corner,Tamil Thalaivas,1.5
Suyog Gaikar,5115,2,3,4,,KOL,178,8,Raider,Bengal Warriors,1.5
Mohit,5110,5,3,8,,HYD,179,0,Defender - Left Cover,Telugu Titans,0.6
Balasaheb Jadhav,3011,6,3,7,,PUN,180,0,All-Rounder,Puneri Paltan,0.5
More G B,772,10,3,1,,BLR,181,8,Raider,Bengaluru Bulls,0.3
Narender Hooda,629,9,3,1,,BLR,182,0,All Rounder,Bengaluru Bulls,0.3333333333333333
Babu M,726,2,3,30,,U.P.,183,0,Defender - Left Cover,U.P. Yoddhas,1.5
Anil Kumar,311,5,3,2,,DEL,184,0,Defender - Left Cover,Dabang Delhi K.C.,0.6
Harmanjit Singh,3225,3,3,1,,BLR,185,8,Raider,Bengaluru Bulls,1
K. Abhimanyu,4198,6,3,29,,CHE,186,0,All-Rounder,Tamil Thalaivas,0.5
Prince D,3969,9,3,8,,HYD,187,0,Defender - Right Cover,Telugu Titans,0.3333333333333333
Baldev Singh,621,8,2,31,,GUJ,188,0,Defender - Right Corner,Gujarat Giants,0.25
Prashanth Kumar Rai,155,3,2,31,,GUJ,189,8,Raider,Gujarat Giants,0.6666666666666666
Maninder Singh,743,1,2,28,,HAR,190,8,Raider,Haryana Steelers,2
Gulveer Singh,647,2,2,30,,U.P.,191,8,Raider,U.P. Yoddhas,1
Parshant Kumar,5097,1,2,4,,KOL,192,8,Raider,Bengal Warriors,2
Rajnesh,5098,5,2,1,,BLR,193,0,Defender - Right Cover,Bengaluru Bulls,0.4
Rakesh Ram,5053,8,2,7,,PUN,194,0,Defender - Right Cover,Puneri Paltan,0.25
Muhammed Shihas,4966,6,2,8,,HYD,195,0,Defender - Left Corner,Telugu Titans,0.3333333333333333
Palla Ramakrishna,4967,2,2,8,,HYD,196,0,Defender - Left Cover,Telugu Titans,1
Deepak Singh,4956,3,2,3,,JAI,197,0,Defender - Right Cover,Jaipur Pink Panthers,0.6666666666666666
Pardeep Kumar,4939,5,1,31,,GUJ,198,8,Raider,Gujarat Giants,0.2
Mohammad Ghorbani,5019,1,1,31,,GUJ,199,0,Raider ,Gujarat Giants,1
Ashish,5105,4,1,3,,JAI,200,0,Defender - Left Corner,Jaipur Pink Panthers,0.25
Priyank Chandel,5132,3,1,31,,GUJ,201,9,Defender,Gujarat Giants,0.3333333333333333
Vinod Kumar,764,3,1,4,,KOL,202,0,All-Rounder,Bengal Warriors,0.3333333333333333
Purna Singh,3075,2,1,31,,GUJ,203,8,Raider,Gujarat Giants,0.5
Ravinder Pahal,157,4,1,8,,HYD,204,0,Defender - Right Corner,Telugu Titans,0.25
Vishal Mane,123,1,1,5,,MUM,205,9,Defender,U Mumba,1
Vijin Thangadurai,185,4,1,31,,GUJ,206,9,Defender,Gujarat Giants,0.25
Rohit Kumar,326,2,1,31,,GUJ,207,8,Raider,Gujarat Giants,0.5
Pawan Sehrawat,318,1,1,29,,CHE,208,8,Raider,Tamil Thalaivas,1
Nitin Tomar,320,5,1,30,,U.P.,209,8,Raider,U.P. Yoddhas,0.2
Sandeep,299,3,1,31,,GUJ,210,9,Defender,Gujarat Giants,0.3333333333333333
Tejas Patil,4106,2,1,2,,DEL,211,0,All-Rounder,Dabang Delhi K.C.,0.5
D MahindraPrasad,4141,1,1,7,,PUN,212,0,Defender - Left Corner,Puneri Paltan,1
Nitin Chandel,4036,3,1,3,,JAI,213,0,Defender - Right Corner,Jaipur Pink Panthers,0.3333333333333333
Soleiman Pahlevani,4929,3,1,4,,KOL,214,9,Defender,Bengal Warriors,0.3333333333333333
Mohammad Mahalli,3175,2,1,28,,HAR,215,8,Raider,Haryana Steelers,0.5
Satywan,3169,2,1,5,,MUM,216,0,Defender - Left Cover,U Mumba,0.5
