player-successful-tackles_player_name,player-avg-tackle-points_player_name,player-super-raids_player_name,player-raid-points_player_name,super-10s_player_name,player-super-tackles_player_name,player-successful-raids_player_name,player-dod-raid-points_player_name,player-tackle-points_player_name,high-5s_player_name,player-total-points_player_name,player-successful-tackles_match_played,player-avg-tackle-points_match_played,player-super-raids_match_played,player-raid-points_match_played,super-10s_match_played,player-super-tackles_match_played,player-successful-raids_match_played,player-dod-raid-points_match_played,player-tackle-points_match_played,high-5s_match_played,player-total-points_match_played,player-successful-tackles_position_name,player-avg-tackle-points_position_name,player-super-raids_position_name,player-raid-points_position_name,super-10s_position_name,player-super-tackles_position_name,player-successful-raids_position_name,player-dod-raid-points_position_name,player-tackle-points_position_name,high-5s_position_name,player-total-points_position_name,player-successful-tackles_team,player-avg-tackle-points_team,player-super-raids_team,player-raid-points_team,super-10s_team,player-super-tackles_team,player-successful-raids_team,player-dod-raid-points_team,player-tackle-points_team,high-5s_team,player-total-points_team,player-successful-tackles_team_name,player-avg-tackle-points_team_name,player-super-raids_team_name,player-raid-points_team_name,super-10s_team_name,player-super-tackles_team_name,player-successful-raids_team_name,player-dod-raid-points_team_name,player-tackle-points_team_name,high-5s_team_name,player-total-points_team_name,player-successful-tackles_team_full_name,player-avg-tackle-points_team_full_name,player-super-raids_team_full_name,player-raid-points_team_full_name,super-10s_team_full_name,player-super-tackles_team_full_name,player-successful-raids_team_full_name,player-dod-raid-points_team_full_name,player-tackle-points_team_full_name,high-5s_team_full_name,player-total-points_team_full_name,player-successful-tackles_rank,player-avg-tackle-points_rank,player-super-raids_rank,player-raid-points_rank,super-10s_rank,player-super-tackles_rank,player-successful-raids_rank,player-dod-raid-points_rank,player-tackle-points_rank,high-5s_rank,player-total-points_rank,player-successful-tackles_value,player-avg-tackle-points_value,player-super-raids_value,player-raid-points_value,super-10s_value,player-super-tackles_value,player-successful-raids_value,player-dod-raid-points_value,player-tackle-points_value,high-5s_value,player-total-points_value,player-successful-tackles_points_per_match,player-avg-tackle-points_points_per_match,player-super-raids_points_per_match,player-raid-points_points_per_match,super-10s_points_per_match,player-super-tackles_points_per_match,player-successful-raids_points_per_match,player-dod-raid-points_points_per_match,player-tackle-points_points_per_match,high-5s_points_per_match,player-total-points_points_per_match,player-successful-tackles_team_id,player-avg-tackle-points_team_id,player-super-raids_team_id,player-raid-points_team_id,super-10s_team_id,player-super-tackles_team_id,player-successful-raids_team_id,player-dod-raid-points_team_id,player-tackle-points_team_id,high-5s_team_id,player-total-points_team_id,player-successful-tackles_position_id,player-avg-tackle-points_position_id,player-super-raids_position_id,player-raid-points_position_id,super-10s_position_id,player-super-tackles_position_id,player-successful-raids_position_id,player-dod-raid-points_position_id,player-tackle-points_position_id,high-5s_position_id,player-total-points_position_id
Mohit Sehrawat,Mohit Sehrawat,,,,,,,Mohit Sehrawat,,Mohit Sehrawat,11.0,11.0,,,,,,,11.0,,11,Defender,Defender,,,,,,,Defender,,Defender,,,,,,,,,,,,BLR,BLR,,,,,,,BLR,,BLR,Bengaluru Bulls,Bengaluru Bulls,,,,,,,Bengaluru Bulls,,Bengaluru Bulls,67.0,72.0,,,,,,,70.0,,125,10.0,0.91,,,,,,,10.0,,10,0.9090909090909092,0.0827272727272727,,,,,,,0.9090909090909092,,0.9090909090909092,1.0,1.0,,,,,,,1.0,,1,9.0,9.0,,,,,,,9.0,,9
Pavan TR,Pavan TR,,,,Pavan TR,,,Pavan TR,,Pavan TR,9.0,9.0,,,,9.0,,,9.0,,9,Defender,Defender,,,,Defender,,,Defender,,Defender,,,,,,,,,,,,JAI,JAI,,,,JAI,,,JAI,,JAI,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,115.0,101.0,,,,35.0,,,96.0,,148,3.0,0.56,,,,2.0,,,5.0,,5,0.3333333333333333,0.0622222222222222,,,,0.2222222222222222,,,0.5555555555555556,,0.5555555555555556,3.0,3.0,,,,3.0,,,3.0,,3,9.0,9.0,,,,9.0,,,9.0,,9
Rohit Gulia,Rohit Gulia,Rohit Gulia,Rohit Gulia,Rohit Gulia,,Rohit Gulia,Rohit Gulia,Rohit Gulia,,Rohit Gulia,15.0,15.0,15.0,15.0,15.0,,15.0,15.0,15.0,,15,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,,,,,,,,,,,,HAR,HAR,HAR,HAR,HAR,,HAR,HAR,HAR,,HAR,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,128.0,153.0,28.0,32.0,31.0,,35.0,84.0,124.0,,35,2.0,0.13,2.0,67.0,1.0,,43.0,1.0,2.0,,69,0.1333333333333333,0.0086666666666666,0.1333333333333333,4.466666666666667,0.0666666666666666,,2.8666666666666667,0.0666666666666666,0.1333333333333333,,4.6,28.0,28.0,28.0,28.0,28.0,,28.0,28.0,28.0,,28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0
,,,Ankush,,,Ankush,,,,Ankush,,,,3.0,,,3.0,,,,3,,,,Raider,,,Raider,,,,Raider,,,,,,,,,,,,,,,U.P.,,,U.P.,,,,U.P.,,,,U.P. Yoddhas,,,U.P. Yoddhas,,,,U.P. Yoddhas,,,,108.0,,,101.0,,,,198,,,,1.0,,,1.0,,,,1,,,,0.3333333333333333,,,0.3333333333333333,,,,0.3333333333333333,,,,30.0,,,30.0,,,,30,,,,8.0,,,8.0,,,,8
Ashish,Ashish,Ashish,Ashish,Ashish,Ashish,Ashish,Ashish,Ashish,,Ashish,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,15,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,,HAR,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,54.0,63.0,11.0,33.0,23.0,82.0,34.0,31.0,53.0,,32,15.0,1.07,4.0,63.0,2.0,1.0,43.0,9.0,16.0,,79,1.0,0.0713333333333333,0.2666666666666666,4.2,0.1333333333333333,0.0666666666666666,2.8666666666666667,0.6,1.0666666666666669,,5.266666666666667,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,28,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8
Galla Raju,Galla Raju,Galla Raju,Galla Raju,,,Galla Raju,Galla Raju,Galla Raju,,Galla Raju,13.0,13.0,13.0,13.0,,,13.0,13.0,13.0,,13,Raider,Raider,Raider,Raider,,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,HYD,HYD,HYD,HYD,,,HYD,HYD,HYD,,HYD,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,80.0,103.0,36.0,41.0,,,40.0,35.0,84.0,,57,7.0,0.54,1.0,42.0,,,31.0,7.0,7.0,,49,0.5384615384615384,0.0415384615384615,0.0769230769230769,3.230769230769231,,,2.3846153846153846,0.5384615384615384,0.5384615384615384,,3.769230769230769,8.0,8.0,8.0,8.0,,,8.0,8.0,8.0,,8,8.0,8.0,8.0,8.0,,,8.0,8.0,8.0,,8
Guman Singh,Guman Singh,Guman Singh,Guman Singh,Guman Singh,,Guman Singh,Guman Singh,Guman Singh,,Guman Singh,19.0,19.0,19.0,19.0,19.0,,19.0,19.0,19.0,,19,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,PAT,PAT,PAT,PAT,PAT,,PAT,PAT,PAT,,PAT,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,126.0,154.0,27.0,21.0,19.0,,21.0,11.0,133.0,,23,2.0,0.11,2.0,95.0,4.0,,75.0,24.0,2.0,,97,0.1052631578947368,0.0057894736842105,0.1052631578947368,5.0,0.2105263157894736,,3.9473684210526314,1.263157894736842,0.1052631578947368,,5.105263157894737,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,,6,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8
,,,Mohit,,,Mohit,Mohit,,,Mohit,,,,1.0,,,1.0,1.0,,,1,,,,Raider,,,Raider,Raider,,,Raider,,,,,,,,,,,,,,,PAT,,,PAT,PAT,,,PAT,,,,Patna Pirates,,,Patna Pirates,Patna Pirates,,,Patna Pirates,,,,93.0,,,77.0,82.0,,,167,,,,3.0,,,3.0,1.0,,,3,,,,3.0,,,3.0,1.0,,,3.0,,,,6.0,,,6.0,6.0,,,6,,,,8.0,,,8.0,8.0,,,8
Neeraj Narwal,Neeraj Narwal,Neeraj Narwal,Neeraj Narwal,,,Neeraj Narwal,Neeraj Narwal,Neeraj Narwal,,Neeraj Narwal,19.0,19.0,19.0,19.0,,,19.0,19.0,19.0,,19,Raider,Raider,Raider,Raider,,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,DEL,DEL,DEL,DEL,,,DEL,DEL,DEL,,DEL,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,127.0,155.0,37.0,40.0,,,41.0,43.0,134.0,,61,2.0,0.11,1.0,45.0,,,31.0,5.0,2.0,,47,0.1052631578947368,0.0057894736842105,0.0526315789473684,2.3684210526315788,,,1.631578947368421,0.2631578947368421,0.1052631578947368,,2.473684210526316,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,,2,8.0,8.0,8.0,8.0,,,8.0,8.0,8.0,,8
Rakesh Gowda,Rakesh Gowda,,Rakesh Gowda,,,Rakesh Gowda,Rakesh Gowda,Rakesh Gowda,,Rakesh Gowda,13.0,13.0,,13.0,,,13.0,13.0,13.0,,13,Raider,Raider,,Raider,,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,HYD,HYD,,HYD,,,HYD,HYD,HYD,,HYD,Telugu Titans,Telugu Titans,,Telugu Titans,,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,101.0,135.0,,42.0,,,43.0,44.0,109.0,,68,4.0,0.31,,38.0,,,28.0,4.0,4.0,,42,0.3076923076923077,0.0238461538461538,,2.923076923076923,,,2.1538461538461537,0.3076923076923077,0.3076923076923077,,3.230769230769231,8.0,8.0,,8.0,,,8.0,8.0,8.0,,8,8.0,8.0,,8.0,,,8.0,8.0,8.0,,8
,,V Ajith Kumar,V Ajith Kumar,V Ajith Kumar,,V Ajith Kumar,V Ajith Kumar,,,V Ajith Kumar,,,20.0,20.0,20.0,,20.0,20.0,,,20,,,Raider,Raider,Raider,,Raider,Raider,,,Raider,,,,,,,,,,,,,,MUM,MUM,MUM,,MUM,MUM,,,MUM,,,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,,,U Mumba,,,8.0,13.0,12.0,,13.0,24.0,,,14,,,5.0,159.0,6.0,,128.0,12.0,,,159,,,0.25,7.95,0.3,,6.4,0.6,,,7.95,,,5.0,5.0,5.0,,5.0,5.0,,,5,,,8.0,8.0,8.0,,8.0,8.0,,,8
Vinay,Vinay,,Vinay,,,Vinay,Vinay,Vinay,,Vinay,15.0,15.0,,15.0,,,15.0,15.0,15.0,,15,Raider,Raider,,Raider,,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,HAR,HAR,,HAR,,,HAR,HAR,HAR,,HAR,Haryana Steelers,Haryana Steelers,,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,142.0,158.0,,36.0,,,33.0,34.0,146.0,,54,1.0,0.07,,51.0,,,46.0,8.0,1.0,,52,0.0666666666666666,0.0046666666666666,,3.4,,,3.066666666666667,0.5333333333333333,0.0666666666666666,,3.466666666666667,28.0,28.0,,28.0,,,28.0,28.0,28.0,,28,8.0,8.0,,8.0,,,8.0,8.0,8.0,,8
,,,Jashandeep Singh,,,Jashandeep Singh,,,,Jashandeep Singh,,,,2.0,,,2.0,,,,2,,,,Raider,,,Raider,,,,Raider,,,,,,,,,,,,,,,MUM,,,MUM,,,,MUM,,,,U Mumba,,,U Mumba,,,,U Mumba,,,,92.0,,,98.0,,,,166,,,,3.0,,,2.0,,,,3,,,,1.5,,,1.0,,,,1.5,,,,5.0,,,5.0,,,,5,,,,8.0,,,8.0,,,,8
Nitin Rawal,Nitin Rawal,,Nitin Rawal,,Nitin Rawal,Nitin Rawal,Nitin Rawal,Nitin Rawal,,Nitin Rawal,13.0,13.0,,13.0,,13.0,13.0,13.0,13.0,,13,All-Rounder,All-Rounder,,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,,,,,,,,,,,,JAI,JAI,,JAI,,JAI,JAI,JAI,JAI,,JAI,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,65.0,62.0,,63.0,,36.0,76.0,45.0,59.0,,91,12.0,1.08,,11.0,,2.0,4.0,4.0,14.0,,25,0.9230769230769232,0.083076923076923,,0.8461538461538461,,0.1538461538461538,0.3076923076923077,0.3076923076923077,1.0769230769230769,,1.9230769230769231,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,3,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0
Brijendra Singh Chaudhary,Brijendra Singh Chaudhary,Brijendra Singh Chaudhary,Brijendra Singh Chaudhary,,,Brijendra Singh Chaudhary,Brijendra Singh Chaudhary,Brijendra Singh Chaudhary,,Brijendra Singh Chaudhary,7.0,7.0,7.0,7.0,,,7.0,7.0,7.0,,7,All Rounder,All Rounder,All Rounder,All Rounder,,,All Rounder,All Rounder,All Rounder,,All Rounder,,,,,,,,,,,,JAI,JAI,JAI,JAI,,,JAI,JAI,JAI,,JAI,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,75.0,55.0,38.0,51.0,,,54.0,81.0,82.0,,85,8.0,1.14,1.0,20.0,,,12.0,1.0,8.0,,28,1.1428571428571428,0.1628571428571428,0.1428571428571428,2.857142857142857,,,1.7142857142857142,0.1428571428571428,1.1428571428571428,,4.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,,3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0
Vijay,Vijay,Vijay,Vijay,Vijay,,Vijay,Vijay,Vijay,,Vijay,23.0,23.0,23.0,23.0,23.0,,23.0,23.0,23.0,,23,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,,,,,,,,,,,,DEL,DEL,DEL,DEL,DEL,,DEL,DEL,DEL,,DEL,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,96.0,142.0,5.0,14.0,13.0,,14.0,17.0,102.0,,13,5.0,0.22,6.0,157.0,5.0,,119.0,17.0,5.0,,162,0.217391304347826,0.0095652173913043,0.2608695652173913,6.826086956521739,0.217391304347826,,5.173913043478261,0.7391304347826086,0.217391304347826,,7.043478260869565,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0
Monu,Monu,Monu,Monu,,Monu,Monu,Monu,Monu,,Monu,15.0,15.0,15.0,15.0,,15.0,15.0,15.0,15.0,,15,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,PAT,PAT,PAT,PAT,,PAT,PAT,PAT,PAT,,PAT,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,71.0,91.0,32.0,57.0,,37.0,62.0,54.0,68.0,,93,9.0,0.73,1.0,13.0,,2.0,9.0,3.0,11.0,,24,0.6,0.0486666666666666,0.0666666666666666,0.8666666666666667,,0.1333333333333333,0.6,0.2,0.7333333333333333,,1.6,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,,8
Vishal Bhardwaj,Vishal Bhardwaj,,Vishal Bhardwaj,,Vishal Bhardwaj,,Vishal Bhardwaj,Vishal Bhardwaj,Vishal Bhardwaj,Vishal Bhardwaj,20.0,20.0,,20.0,,20.0,,20.0,20.0,20.0,20,Defender,Defender,,Defender,,Defender,,Defender,Defender,Defender,Defender,,,,,,,,,,,,PUN,PUN,,PUN,,PUN,,PUN,PUN,PUN,PUN,Puneri Paltan,Puneri Paltan,,Puneri Paltan,,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,20.0,19.0,,102.0,,27.0,,79.0,21.0,13.0,62,42.0,2.25,,2.0,,3.0,,1.0,45.0,2.0,47,2.1,0.1125,,0.1,,0.15,,0.05,2.25,0.1,2.35,7.0,7.0,,7.0,,7.0,,7.0,7.0,7.0,7,9.0,9.0,,9.0,,9.0,,9.0,9.0,9.0,9
Rinku Narwal,Rinku Narwal,,,,,,,Rinku Narwal,,Rinku Narwal,4.0,4.0,,,,,,,4.0,,4,Defender,Defender,,,,,,,Defender,,Defender,,,,,,,,,,,,KOL,KOL,,,,,,,KOL,,KOL,Bengal Warriors,Bengal Warriors,,,,,,,Bengal Warriors,,Bengal Warriors,97.0,52.0,,,,,,,103.0,,149,5.0,1.25,,,,,,,5.0,,5,1.25,0.3125,,,,,,,1.25,,1.25,4.0,4.0,,,,,,,4.0,,4,9.0,9.0,,,,,,,9.0,,9
Surinder Singh,Surinder Singh,,Surinder Singh,,Surinder Singh,,Surinder Singh,Surinder Singh,,Surinder Singh,21.0,21.0,,21.0,,21.0,,21.0,21.0,,21,Defender,Defender,,Defender,,Defender,,Defender,Defender,,Defender,,,,,,,,,,,,HYD,HYD,,HYD,,HYD,,HYD,HYD,,HYD,Telugu Titans,Telugu Titans,,Telugu Titans,,Telugu Titans,,Telugu Titans,Telugu Titans,,Telugu Titans,37.0,45.0,,124.0,,28.0,,80.0,35.0,,78,28.0,1.48,,1.0,,3.0,,1.0,31.0,,32,1.3333333333333333,0.0704761904761904,,0.0476190476190476,,0.1428571428571428,,0.0476190476190476,1.4761904761904765,,1.5238095238095235,8.0,8.0,,8.0,,8.0,,8.0,8.0,,8,9.0,9.0,,9.0,,9.0,,9.0,9.0,,9
Nitesh Kumar,Nitesh Kumar,,Nitesh Kumar,,Nitesh Kumar,,,Nitesh Kumar,Nitesh Kumar,Nitesh Kumar,24.0,24.0,,24.0,,24.0,,,24.0,24.0,24,Defender,Defender,,Defender,,Defender,,,Defender,Defender,Defender,,,,,,,,,,,,U.P.,U.P.,,U.P.,,U.P.,,,U.P.,U.P.,U.P.,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,,U.P. Yoddhas,,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,8.0,15.0,,125.0,,12.0,,,8.0,14.0,46,53.0,2.38,,1.0,,4.0,,,57.0,2.0,58,2.2083333333333335,0.0991666666666666,,0.0416666666666666,,0.1666666666666666,,,2.375,0.0833333333333333,2.4166666666666665,30.0,30.0,,30.0,,30.0,,,30.0,30.0,30,9.0,9.0,,9.0,,9.0,,,9.0,9.0,9
Ravindra Kumavat,Ravindra Kumavat,,Ravindra Kumavat,,,Ravindra Kumavat,Ravindra Kumavat,Ravindra Kumavat,,Ravindra Kumavat,5.0,5.0,,5.0,,,5.0,5.0,5.0,,5,Raider,Raider,,Raider,,,Raider,Raider,Raider,,Raider,,,,,,,,,,,,KOL,KOL,,KOL,,,KOL,KOL,KOL,,KOL,Bengal Warriors,Bengal Warriors,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,143.0,143.0,,71.0,,,66.0,47.0,147.0,,126,1.0,0.2,,8.0,,,7.0,4.0,1.0,,9,0.2,0.04,,1.6,,,1.4,0.8,0.2,,1.8,4.0,4.0,,4.0,,,4.0,4.0,4.0,,4,8.0,8.0,,8.0,,,8.0,8.0,8.0,,8
Adarsh T,Adarsh T,Adarsh T,Adarsh T,Adarsh T,Adarsh T,Adarsh T,Adarsh T,Adarsh T,,Adarsh T,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,21,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,Defender - Left Corner,,,,,,,,,,,,HYD,HYD,HYD,HYD,HYD,HYD,HYD,HYD,HYD,,HYD,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,72.0,117.0,20.0,28.0,33.0,83.0,30.0,16.0,73.0,,28,9.0,0.48,3.0,76.0,1.0,1.0,55.0,18.0,10.0,,86,0.4285714285714285,0.0228571428571428,0.1428571428571428,3.619047619047619,0.0476190476190476,0.0476190476190476,2.619047619047619,0.8571428571428571,0.4761904761904761,,4.095238095238095,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
Ajinkya Pawar,Ajinkya Pawar,Ajinkya Pawar,Ajinkya Pawar,Ajinkya Pawar,Ajinkya Pawar,Ajinkya Pawar,Ajinkya Pawar,Ajinkya Pawar,,Ajinkya Pawar,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,18,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,,CHE,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,102.0,132.0,39.0,19.0,14.0,38.0,20.0,3.0,86.0,,19,4.0,0.33,1.0,108.0,5.0,2.0,81.0,42.0,6.0,,114,0.2222222222222222,0.0183333333333333,0.0555555555555555,6.0,0.2777777777777778,0.1111111111111111,4.5,2.3333333333333335,0.3333333333333333,,6.333333333333333,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,29,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8
Ankit,Ankit,,,,,,,Ankit,,Ankit,6.0,6.0,,,,,,,6.0,,6,Defender,Defender,,,,,,,Defender,,Defender,,,,,,,,,,,,BLR,BLR,,,,,,,BLR,,BLR,Bengaluru Bulls,Bengaluru Bulls,,,,,,,Bengaluru Bulls,,Bengaluru Bulls,81.0,54.0,,,,,,,85.0,,135,7.0,1.17,,,,,,,7.0,,7,1.1666666666666667,0.1949999999999999,,,,,,,1.1666666666666667,,1.1666666666666667,1.0,1.0,,,,,,,1.0,,1,9.0,9.0,,,,,,,9.0,,9
Parveen Satpal,Parveen Satpal,,,,,,,Parveen Satpal,,Parveen Satpal,8.0,8.0,,,,,,,8.0,,8,Defender - Left Corner,Defender - Left Corner,,,,,,,Defender - Left Corner,,Defender - Left Corner,,,,,,,,,,,,KOL,KOL,,,,,,,KOL,,KOL,Bengal Warriors,Bengal Warriors,,,,,,,Bengal Warriors,,Bengal Warriors,146.0,152.0,,,,,,,149.0,,197,1.0,0.13,,,,,,,1.0,,1,0.125,0.01625,,,,,,,0.125,,0.125,4.0,4.0,,,,,,,4.0,,4,0.0,0.0,,,,,,,0.0,,0
Shubham Shinde,Shubham Shinde,,Shubham Shinde,,Shubham Shinde,Shubham Shinde,,Shubham Shinde,Shubham Shinde,Shubham Shinde,19.0,19.0,,19.0,,19.0,19.0,,19.0,19.0,19,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,PAT,PAT,,PAT,,PAT,PAT,,PAT,PAT,PAT,Patna Pirates,Patna Pirates,,Patna Pirates,,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,53.0,74.0,,126.0,,39.0,100.0,,52.0,36.0,105,15.0,0.89,,1.0,,2.0,1.0,,17.0,1.0,18,0.7894736842105263,0.0468421052631578,,0.0526315789473684,,0.1052631578947368,0.0526315789473684,,0.8947368421052632,0.0526315789473684,0.9473684210526316,6.0,6.0,,6.0,,6.0,6.0,,6.0,6.0,6,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0
Sunil,Sunil,,,,Sunil,,,Sunil,Sunil,Sunil,22.0,22.0,,,,22.0,,,22.0,22.0,22,Defender - Right Corner,Defender - Right Corner,,,,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,PAT,PAT,,,,PAT,,,PAT,PAT,PAT,Patna Pirates,Patna Pirates,,,,Patna Pirates,,,Patna Pirates,Patna Pirates,Patna Pirates,15.0,20.0,,,,80.0,,,16.0,9.0,58,48.0,2.23,,,,1.0,,,49.0,4.0,49,2.1818181818181817,0.1013636363636363,,,,0.0454545454545454,,,2.227272727272727,0.1818181818181818,2.227272727272727,6.0,6.0,,,,6.0,,,6.0,6.0,6,0.0,0.0,,,,0.0,,,0.0,0.0,0
Neeraj Kumar,Neeraj Kumar,,Neeraj Kumar,,Neeraj Kumar,,,Neeraj Kumar,Neeraj Kumar,Neeraj Kumar,23.0,23.0,,23.0,,23.0,,,23.0,23.0,23,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,,Defender - Right Cover,,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,PAT,PAT,,PAT,,PAT,,,PAT,PAT,PAT,Patna Pirates,Patna Pirates,,Patna Pirates,,Patna Pirates,,,Patna Pirates,Patna Pirates,Patna Pirates,9.0,17.0,,127.0,,81.0,,,12.0,11.0,49,52.0,2.3,,1.0,,1.0,,,53.0,2.0,54,2.260869565217391,0.0999999999999999,,0.0434782608695652,,0.0434782608695652,,,2.3043478260869565,0.0869565217391304,2.347826086956522,6.0,6.0,,6.0,,6.0,,,6.0,6.0,6,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0
Ajeet,Ajeet,,,,,,,Ajeet,,Ajeet,2.0,2.0,,,,,,,2.0,,2,Defender,Defender,,,,,,,Defender,,Defender,,,,,,,,,,,,MUM,MUM,,,,,,,MUM,,MUM,U Mumba,U Mumba,,,,,,,U Mumba,,U Mumba,116.0,43.0,,,,,,,115.0,,165,3.0,1.5,,,,,,,3.0,,3,1.5,0.75,,,,,,,1.5,,1.5,5.0,5.0,,,,,,,5.0,,5,9.0,9.0,,,,,,,9.0,,9
