player_id,player_name,match_played,value,team_id,team,team_name,rank,position_id,team_full_name,position_name,points_per_match
724,Darshan J.,20,41,29,,CHE,62,9,Tamil Thalaivas,Defender,2.05
324,Darshan Kadian,16,40,5,,MUM,63,8,U Mumba,Raider,2.5
107,Shrikant Tewthia,23,40,4,,KOL,64,0,Bengal Warriors,All Rounder,1.7391304347826086
3000,Sombir,17,39,8,,HYD,65,9,Telugu Titans,Defender,2.2941176470588234
123,Vishal Mane,26,39,6,,PAT,66,9,Patna Pirates,Defender,1.5
3023,Rohit Gulia,19,38,31,,GUJ,67,0,Gujarat Giants,All Rounder,2
105,Shabeer Bappu,12,38,5,,MUM,68,8,U Mumba,Raider,3.1666666666666665
191,C. Arun,20,36,29,,CHE,69,9,Tamil Thalaivas,Defender,1.8
718,R. Sriram,11,36,2,,DEL,70,8,Dabang Delhi K.C.,Raider,3.272727272727273
762,Vikas Kumar,14,35,8,,HYD,71,8,Telugu Titans,Raider,2.5
390,Jawahar,18,35,6,,PAT,72,0,Patna Pirates,All Rounder,1.9444444444444444
347,Sagar Krishna,17,33,30,,U.P.,73,0,U.P. Yoddhas,All Rounder,1.9411764705882353
576,Anand Patil,19,33,2,,DEL,74,8,Dabang Delhi K.C.,Raider,1.736842105263158
61,Kuldeep Singh,16,33,1,,BLR,75,9,Bengaluru Bulls,Defender,2.0625
202,Ashish Sangwan,20,32,1,,BLR,76,9,Bengaluru Bulls,Defender,1.6
611,Sidharth ,21,31,3,,JAI,77,0,Jaipur Pink Panthers,All Rounder,1.4761904761904763
141,Sunil Jaipal,13,31,1,,BLR,78,8,Bengaluru Bulls,Raider,2.3846153846153846
109,Somvir Shekhar,22,30,3,,JAI,79,9,Jaipur Pink Panthers,Defender,1.3636363636363635
268,Vineet Sharma,18,30,29,,CHE,80,8,Tamil Thalaivas,Raider,1.6666666666666667
240,Ravi Kumar,23,30,7,,PUN,81,9,Puneri Paltan,Defender,1.3043478260869565
3085,D. Pradap,16,29,29,,CHE,82,0,Tamil Thalaivas,All Rounder,1.8125
522,Dong Geon Lee,17,29,29,,CHE,83,8,Tamil Thalaivas,Raider,1.7058823529411764
773,Satpal,10,28,2,,DEL,84,9,Dabang Delhi K.C.,Defender,2.8
482,Farhad Milaghardan,18,28,8,,HYD,85,9,Telugu Titans,Defender,1.5555555555555556
34,Bhupender Singh,17,28,4,,KOL,86,0,Bengal Warriors,All Rounder,1.6470588235294117
86,Rajesh Narwal,16,27,30,,U.P.,87,0,U.P. Yoddhas,All Rounder,1.6875
734,Vikas,19,26,28,,HAR,88,9,Haryana Steelers,Defender,1.368421052631579
207,Sunil,18,25,2,,DEL,89,9,Dabang Delhi K.C.,Defender,1.3888888888888888
42,Dharmaraj Cheralathan,18,25,7,,PUN,90,9,Puneri Paltan,Defender,1.3888888888888888
73,Nilesh Shinde,15,24,2,,DEL,91,9,Dabang Delhi K.C.,Defender,1.6
96,Rohit Rana,21,24,8,,HYD,92,9,Telugu Titans,Defender,1.1428571428571428
46,GURVINDER SINGH,9,24,1,,BLR,93,8,Bengaluru Bulls,Raider,2.6666666666666665
158,Rakesh Singh Kumar,19,24,28,,HAR,94,9,Haryana Steelers,Defender,1.263157894736842
3091,Harish Naik,14,24,1,,BLR,95,8,Bengaluru Bulls,Raider,1.7142857142857142
3056,Ajit Singh,11,23,3,,JAI,96,8,Jaipur Pink Panthers,Raider,2.090909090909091
88,Rakesh Kumar,10,23,8,,HYD,97,0,Telugu Titans,All Rounder,2.3
165,Sachin Shingade,26,22,6,,PAT,98,9,Patna Pirates,Defender,0.8461538461538461
3084,Rinku Narwal,13,22,7,,PUN,99,9,Puneri Paltan,Defender,1.6923076923076923
728,Manish,23,22,6,,PAT,100,9,Patna Pirates,Defender,0.9565217391304348
771,Suresh Kumar,11,22,7,,PUN,101,8,Puneri Paltan,Raider,2
365,Akshay Jadhav,10,21,7,,PUN,102,8,Puneri Paltan,Raider,2.1
536,Ziaur Rahman,16,20,7,,PUN,103,9,Puneri Paltan,Defender,1.25
249,Hadi Oshtorak,16,20,5,,MUM,104,0,U Mumba,All Rounder,1.25
204,Rakesh Narwal,6,18,31,,GUJ,105,8,Gujarat Giants,Raider,3
772,More G B,6,16,7,,PUN,106,8,Puneri Paltan,Raider,2.6666666666666665
613,Sunil Siddhgavali,12,16,3,,JAI,107,8,Jaipur Pink Panthers,Raider,1.3333333333333333
3089,Pankaj,13,16,30,,U.P.,108,9,U.P. Yoddhas,Defender,1.2307692307692308
696,M. Thivakaran,9,16,29,,CHE,109,8,Tamil Thalaivas,Raider,1.7777777777777777
667,Elangeshwaran R,5,16,8,,HYD,110,0,Telugu Titans,All Rounder,3.2
784,Vishnu Landge,19,16,2,,DEL,111,9,Dabang Delhi K.C.,Defender,0.8421052631578947
3076,Santhapanaselvam,10,15,3,,JAI,112,9,Jaipur Pink Panthers,Defender,1.5
3090,Rakshith,6,14,8,,HYD,113,8,Telugu Titans,Raider,2.3333333333333335
170,Swapnil Shinde,13,13,2,,DEL,114,9,Dabang Delhi K.C.,Defender,1
637,Neeraj Kumar,17,13,28,,HAR,115,9,Haryana Steelers,Defender,0.7647058823529411
75,Nitin Madane,12,13,5,,MUM,116,8,U Mumba,Raider,1.0833333333333333
121,Vikash Jaglan,13,13,6,,PAT,117,8,Patna Pirates,Raider,1
217,Rohit Kumar Choudary,11,13,7,,PUN,118,8,Puneri Paltan,Raider,1.1818181818181819
101,Santosh B.S. ,9,12,30,,U.P.,119,9,U.P. Yoddhas,Defender,1.3333333333333333
710,N. Renjith,11,12,5,,MUM,120,9,U Mumba,Defender,1.0909090909090908
195,Ashish Chhokar,5,12,28,,HAR,121,8,Haryana Steelers,Raider,2.4
736,Yatharth ,6,11,2,,DEL,122,0,Dabang Delhi K.C.,All Rounder,1.8333333333333333
164,Bajirao Hodage,12,11,2,,DEL,123,9,Dabang Delhi K.C.,Defender,0.9166666666666666
3159,Vishal,5,11,2,,DEL,124,0,Dabang Delhi K.C.,All Rounder,2.2
318,Pawan Sehrawat,9,10,31,,GUJ,125,8,Gujarat Giants,Raider,1.1111111111111112
301,Hadi Tajik,9,9,30,,U.P.,126,9,U.P. Yoddhas,Defender,1
661,Tapas Pal,5,9,2,,DEL,127,0,Dabang Delhi K.C.,All Rounder,1.8
194,Joginder Narwal,8,9,5,,MUM,128,9,U Mumba,Defender,1.125
313,Virender Singh,3,8,4,,KOL,129,8,Bengal Warriors,Raider,2.6666666666666665
92,Ravi Dalal,5,8,2,,DEL,130,8,Dabang Delhi K.C.,Raider,1.6
162,D. SURESH KUMAR,5,8,5,,MUM,131,9,U Mumba,Defender,1.6
732,Kuldeep Singh,5,8,28,,HAR,132,0,Haryana Steelers,All Rounder,1.6
689,Mohan Raman G,4,8,5,,MUM,133,8,U Mumba,Raider,2
694,Deepak Yadav,4,8,5,,MUM,134,9,U Mumba,Defender,2
275,Deepak Kumar,6,7,28,,HAR,135,0,Haryana Steelers,All Rounder,1.1666666666666667
167,Preetam Chhillar,16,7,1,,BLR,136,0,Bengaluru Bulls,All Rounder,0.4375
218,Sachin Kumar,9,7,1,,BLR,137,9,Bengaluru Bulls,Defender,0.7777777777777778
605,Shubham Palkar,8,7,2,,DEL,138,8,Dabang Delhi K.C.,Raider,0.875
768,Vijay Kumar,8,6,29,,CHE,139,9,Tamil Thalaivas,Defender,0.75
172,Vinoth Kumar,4,6,8,,HYD,140,8,Telugu Titans,Raider,1.5
233,Manoj Dhull,9,6,3,,JAI,141,9,Jaipur Pink Panthers,Defender,0.6666666666666666
288,Rahul Kumar,10,6,4,,KOL,142,9,Bengal Warriors,Defender,0.6
3045,Mayur Shivtarkar,5,6,28,,HAR,143,0,Haryana Steelers,All Rounder,1.2
738,Rahul Choudhary ,5,6,3,,JAI,144,8,Jaipur Pink Panthers,Raider,1.2
741,Vikash ,4,5,4,,KOL,145,0,Bengal Warriors,All Rounder,1.25
751,Gurvinder Singh,5,5,30,,U.P.,146,9,U.P. Yoddhas,Defender,1
53,Jeeva Gopal,6,5,28,,HAR,147,9,Haryana Steelers,Defender,0.8333333333333334
185,Vijin Thangadurai,12,4,29,,CHE,148,9,Tamil Thalaivas,Defender,0.3333333333333333
3066,Rohit,2,4,1,,BLR,149,8,Bengaluru Bulls,Raider,2
264,Selvamani K,3,4,3,,JAI,150,8,Jaipur Pink Panthers,Raider,1.3333333333333333
360,Sanket Chavan,7,4,29,,CHE,151,9,Tamil Thalaivas,Defender,0.5714285714285714
790,Satish ,10,3,6,,PAT,152,9,Patna Pirates,Defender,0.3
647,Gulveer Singh,4,3,30,,U.P.,153,8,U.P. Yoddhas,Raider,0.75
776,Muruthu M,3,3,29,,CHE,154,9,Tamil Thalaivas,Defender,1
792,Tushar Bhoir,8,3,2,,DEL,155,9,Dabang Delhi K.C.,Defender,0.375
712,Rohit Kumar,7,3,30,,U.P.,156,9,U.P. Yoddhas,Defender,0.42857142857142855
746,Vikrant ,3,3,8,,HYD,157,8,Telugu Titans,Raider,1
640,Sanoj Kumar,2,3,30,,U.P.,158,9,U.P. Yoddhas,Defender,1.5
660,Bhavani Rajput,4,3,29,,CHE,159,8,Tamil Thalaivas,Raider,0.75
3087,Subash E,2,3,5,,MUM,160,0,U Mumba,All Rounder,1.5
279,Shashank Wankhede,3,2,4,,KOL,161,9,Bengal Warriors,Defender,0.6666666666666666
519,Young Chang Ko,14,2,4,,KOL,162,9,Bengal Warriors,Defender,0.14285714285714285
150,Parmod Narwal,6,2,28,,HAR,163,0,Haryana Steelers,All Rounder,0.3333333333333333
173,Suresu Kumar,3,2,2,,DEL,164,8,Dabang Delhi K.C.,Raider,0.6666666666666666
726,Babu M,2,2,28,,HAR,165,9,Haryana Steelers,Defender,1
215,Vinod Kumar,4,2,8,,HYD,166,9,Telugu Titans,Defender,0.5
386,Anil Kumar,5,2,29,,CHE,167,9,Tamil Thalaivas,Defender,0.4
3094,Ravindra Kumavat,2,2,4,,KOL,168,0,Bengal Warriors,All Rounder,1
392,Kuldeep (392) ,5,2,4,,KOL,169,8,Bengal Warriors,Raider,0.4
266,David Mosambayi,2,2,28,,HAR,170,0,Haryana Steelers,All Rounder,1
97,Rupesh Tomar,1,1,2,,DEL,171,0,Dabang Delhi K.C.,All Rounder,1
11,Dong Ju Hong,3,1,5,,MUM,172,0,U Mumba,All Rounder,0.3333333333333333
272,Umesh Mhatre,5,1,7,,PUN,173,8,Puneri Paltan,Raider,0.2
292,Ravinder Kumar,1,1,3,,JAI,174,9,Jaipur Pink Panthers,Defender,1
513,Yong Joo Ok,1,1,5,,MUM,175,0,U Mumba,All Rounder,1
765,Anil Kumar,2,1,4,,KOL,176,8,Bengal Warriors,Raider,0.5
705,Ajvender Singh,2,1,30,,U.P.,177,8,U.P. Yoddhas,Raider,0.5
311,Anil Kumar,5,1,29,,CHE,178,9,Tamil Thalaivas,Defender,0.2
580,Vishnu Uthaman,3,1,6,,PAT,179,8,Patna Pirates,Raider,0.3333333333333333
70,Manoj Kumar,5,1,31,,GUJ,180,9,Gujarat Giants,Defender,0.2
774,Munish ,3,1,8,,HYD,181,8,Telugu Titans,Raider,0.3333333333333333
