,Player_Name,Tournament,Team,Price,Status
638,jitesh joshi,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
639,d  pradap,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
640,sandeep kumar,,,,
641,akshay jadhav,,,,
642,vineet sharma,,,,
643,vishal chahal,,,,
644,karambir,,,,
645,pradeep kumar,,,,
646,mahipal,,,,
647,gurvinder singh,,,,
648,nitin panwar,,,,
649,sombir,,,,
650,shinde akash santosh,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
651,shinde akash santosh,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
652,sachin narwal,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
653,sachin narwal,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
654,ashish,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
655,ashish,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
656,anish,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
657,anish,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
658,deepak singh,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
659,deepak singh,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
660,monu ramanand,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
661,monu ramanand,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
662,sachin v ,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
663,sachin v ,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
664,manish gulia,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
665,manish gulia,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
666,victor onyango obiero,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
667,victor onyango obiero,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
668,banty,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
669,banty,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
670,neetu,,,,
671,randeep,,,,
672,mohit kuldeep,,,,
673,rahul jaibhagwan,,,,
674,nitin deswal,,,,
675,manish angrej,,,,
676,aakash,,,,
677,azad singh,,,,
678,vijender singh,,,,
679,sourabh tanaji patil,,,,
680,manuj,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
681,mohit jakhar,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
682,shivam,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
683,ravish ranbir,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
684,sk ameer,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
685,satpal,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
686,himanshu,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
687,amit kumar,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
688,ankit,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
689,aashish,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
690,shyam kumar sah,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
691,jyoti ,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
692,rakesh singh kumar,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
693,ronak kuldeep,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
694,d  gopu,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
695,vinod kumar,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
696,mangesh bhagat,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
697,sahil kumar,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
698,suman jagbir,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
699,amit rathi,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
700,ravindra ramesh kumawat,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
701,ravindra ramesh kumawat,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
702,mohammad esmaeil maghsodlou,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
703,mohammad esmaeil maghsodlou,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
704,rajaguru subramanian,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
705,rajaguru subramanian,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
706,praveen niwale,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
707,praveen niwale,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
708,mohit ,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
709,mohit ,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
710,sahil jandu,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
711,sahil jandu,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
712,ashu rothas,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
713,ashu rothas,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
714,ajit pawar,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
715,ajit pawar,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
716,suraj bansode,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
717,suraj bansode,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
718,mohit sehrawat,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
719,mohit sehrawat,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
720,akash nain,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
721,akash nain,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
722,mayur shivtarkar,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
723,mayur shivtarkar,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
724,nirma kaswan,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
725,nirma kaswan,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
726,sagar malik,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
727,sagar malik,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
728,parteek hooda,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
729,parteek hooda,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
730,milad jabbari,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
731,milad jabbari,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
732,amit singh chillar,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
733,amit singh chillar,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
734,rohit thakur,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
735,rohit thakur,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
736,vishwas s,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
737,vishwas s,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
738,yogesh hooda,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
739,yogesh hooda,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
740,mohit,,,,
741,sanjay kumar,,,,
742,pushpa ,,,,
743,gurusahib singh,,,,
744,aakash shinde,,,,
745,banty satish,,,,
746,k jayaseelan,,,,
747,rakesh kumar kuladiya,,,,
748,harish naik,,,,
749,rohit kumar,,,,
750,visvanath v,,,,
751,gangadhari mallesh,,,,
752,kvs yugandharnreddy,,,,
753,tejas maruti patil,,,,
754,prafull zaware,,,,
755,sanjeevi s,,,,
756,sakshi ,,,,
757,m t a saja,,,,
758,s abdul insamain,,,,
759,ganesh nayak,,,,
760,hadi tajik,Pro Kabaddi Season 5,Telugu Titans,25.00 L,SOLD
761,rathan k,Pro Kabaddi Season 5,Telugu Titans,25.00 L,SOLD
762,parveen,Pro Kabaddi Season 5,Telugu Titans,25.00 L,SOLD
763,priyank,Pro Kabaddi Season 5,Telugu Titans,25.00 L,SOLD
764,rakshith,Pro Kabaddi Season 5,Telugu Titans,25.00 L,SOLD
765,himanshu,Pro Kabaddi Season 5,Telugu Titans,25.00 L,SOLD
766,chhaya,Pro Kabaddi Season 5,Telugu Titans,25.00 L,SOLD
767,venkatesha,Pro Kabaddi Season 5,Telugu Titans,25.00 L,SOLD
768,mithin kumar,Pro Kabaddi Season 5,Telugu Titans,25.00 L,SOLD
769,vikas,Pro Kabaddi Season 5,Telugu Titans,25.00 L,SOLD
770,yash,,,,
771,santhosh b s,,,,
772,sachin khambe,,,,
773,nidhi sharma,,,,
774,vicky,,,,
775,mamta kumari,,,,
776,muhammed shihas,,,,
777,sakshi kumari,,,,
778,renu ,,,,
779,payel chowdhury,,,,
780,kismat singh,,,,
781,parmod narwal,,,,
782,saraswati,,,,
783,sandeep tomar,,,,
784,mohit,,,,
785,sonali shingate,,,,
786,umesh mhatre,,,,
787,g raju,,,,
788,meenu ,,,,
789,rohit bijender,,,,
790,deepak gulia,,,,
791,balbir singh,,,,
792,sachin suresh,,,,
793,sushanth sail,,,,
794,amit kumar,,,,
795,pooja,,,,
796,naveen satnarian,,,,
797,manoj kumar,,,,
798,deepak jagdish,,,,
799,pooja narwal,,,,
800,rishi kumar sah,,,,
801,mohit kumar,,,,
802,poonam ,,,,
803,prashant chavan,,,,
804,sumit,,,,
805,bhavna devi,,,,
806,sujeet pal,,,,
807,karamvir,,,,
808,ranjit naik,,,,
809,pooja rajesh,,,,
810,ekta rani,,,,
811,jaswant,,,,
812,krushna madane,,,,
813,suraj desai,,,,
814,pooja,,,,
815,rishabh ,,,,
816,sidharth,,,,
817,anuj saini,,,,
818,maino kunjam,,,,
819,md tuhint tarafder,,,,
820,anil kumar,,,,
821,vinod atyalkar,,,,
822,md arduzzaman munsi,,,,
823,rohit yadav,,,,
824,ram kumar,,,,
825,sonia ,,,,
826,b nikhil,,,,
827,saraswati kundu,,,,
828,bindu ,,,,
829,suresu kumar,,,,
830,aditya s shinde,,,,
831,ritu ,,,,
832,monu randhir,,,,
833,manoj kumar,,,,
834,antim togadiya,,,,
835,harjeet ram,,,,
836,ankit baljeet,,,,
837,priyanka negi,,,,
838,bhanu pratap tomar,,,,
839,mohit sharma,,,,
840,ajay malik,,,,
841,r  sriram,,,,
842,ajinkya rohidas kapre,,,,
843,anil kumar,,,,
844,vijaypal jat,,,,
845,nitin r,,,,
846,ajay,,,,
847,by someshwara darshan,,,,
848,waleed al hasani,,,,
849,yashwant yadav,,,,
850,vijay kumar,,,,
851,kalimuthu balamahendran,,,,
852,nittu devi,,,,
853,anil,,,,
854,harwinder kaur,,,,
855,p balaji ragjavendra,,,,
856,amirhossein bastami,,,,
857,om kumar,,,,
858,ravinder japan,,,,
859,saif ali,,,,
860,chetan thorat,,,,
861,raman kumar,,,,
862,s p ananda,,,,
863,aman,,,,
864,jhunubala bindhani,,,,
865,ranjeet singh,,,,
866,gayatri ashok kumar,,,,
867,navneet,,,,
868,mohit balyan,,,,
869,aman chauhan,,,,
870,pradeep kumar,,,,
871,shivani,,,,
872,c manoj kumar,,,,
873,amandeep kaur,,,,
874,akshima ,,,,
875,govind ,,,,
876,mahesh kumar,,,,
877,kuldeep singh,,,,
878,rajeev singh,,,,
879,kavita ,,,,
880,ashok ,,,,
881,karuppasamy p,,,,
882,rahul,,,,
883,paresh harad,,,,
884,ramsheela dugga,,,,
885,gurvinder singh,,,,
886,sakthi selvam,,,,
887,jagdeep ,,,,
888,javed khan md pathan,,,,
889,rahul choudhary l,,,,
890,ajeet,,,,
891,surender gadhwal,,,,
892,bhuvneshwar gaur,,,,
893,pradeep,,,,
894,sari ram,,,,
895,himanshi,,,,
896,vaishali,,,,
897,mohammadreza kaboudrahangi,,,,
898,neha ghadge,,,,
899,sahil bagara,,,,
900,muni,,,,
901,antim,,,,
902,sakshi ashok,,,,
903,swapnil shinde,,,,
904,vishal sharma,,,,
905,amit,,,,
906,ankush,,,,
907,babu m,,,,
908,m dhinesh kumar,,,,
909,komal subhash deokar,,,,
910,manish,,,,
911,dharmender,,,,
912,d m rg dissanyaka,,,,
913,manoj,,,,
914,rajwinder singh,,,,
915,hamid mirzaei nader,,,,
916,santosh g,,,,
917,binod lachmayya naik,,,,
918,rahul kumar,,,,
919,jasveer singh nirwan,,,,
920,sumitra sharma,,,,
921,ravinder kumar,,,,
922,gulveer singh,,,,
923,sandeep,,,,
924,manpreet singh,,,,
925,nitin panwar,,,,
926,rajini,,,,
927,parvesh,,,,
928,vikas chhillar,,,,
929,tae deok eom,,,,
930,nishant,,,,
931,parshant,,,,
932,m akash,,,,
933,manpreet kaur,,,,
934,sunil narwal,,,,
935,bhart roy,,,,
936,m bhuvana,,,,
937,rinku,,,,
938,prince ,,,,
939,manoj kumar k,,,,
940,ram,,,,
941,rajkumar,,,,
942,deepak kumar,,,,
943,manoj gowda,,,,
944,ramkumar m,,,,
945,dadaso balaso awad,,,,
946,gaurav kumar,,,,
947,mahipal,,,,
948,varsha ,,,,
949,pooja shelar,,,,
950,rushikesh sambhaji desai kougalgi,,,,
951,manish,,,,
952,yashvant yadav,,,,
953,prachi,,,,
954,shankar bhimraj gadai,,,,
955,arjun rathi,,,,
956,s ram kumar,,,,
957,murgesh,,,,
958,jay patel,,,,
959,prince,,,,
960,khaminder chandel,,,,
961,akash kadam,,,,
962,ronak arya,,,,
963,s muniyappan,,,,
964,amit nagar,,,,
965,bhuwan lal patel,,,,
966,ashish ,,,,
967,lovepreet singh(gurdeep),,,,
968,chila muchahary,,,,
969,sumit,,,,
970,sweety,,,,
971,amit kumar,,,,
972,k sinotharan,,,,
973,jayakumar ,,,,
974,shivam,,,,
975,amit kumar,,,,
976,m  arul mozhi,,,,
977,e vijayalakshmi ,,,,
978,ravi gullia,,,,
979,amit nagar,,,,
980,muhammad mansoor,,,,
981,anki reddy,,,,
982,anil,,,,
983,happy,,,,
984,vishal chaudhary,,,,
985,ankit,,,,
986,mona sengar,,,,
987,k a l k b kuruppu,,,,
988,amandeep singh,,,,
989,k n c kumara,,,,
990,saveen narwal,,,,
991,sahil pahal,,,,
992,gurdial singh,,,,
993,daniel omondi odhiabod,,,,
994,p karuppasamy,,,,
995,vijay kumar,,,,
996,yogesh sharad patil,,,,
997,shree bhagwan,,,,
998,shubham kumar,,,,
999,aashish nagar,,,,
1000,punita omprakash,,,,
1001,rohit parte,,,,
1002,shivam anil,,,,
1003,r shiva kishor gaud,,,,
1004,deepak kumar,,,,
1005,ashish chhokar,,,,
1006,aditya shashikant shinde,,,,
1007,jhuma das,,,,
1008,imran khan,,,,
1009,paresh chavan,,,,
1010,viswanath v,,,,
1011,monika devi,,,,
1012,krishan sharma,,,,
1013,vinod,,,,
1014,ashu rathod,,,,
1015,mallikarjun jakanur,,,,
1016,nageshor tharu,,,,
1017,rahul sheike,,,,
1018,samarjeet singh,,,,
1019,sushma sharma,,,,
1020,ajay,,,,
1021,ravi,,,,
1022,mohit,,,,
1023,mohit baliyan,,,,
1024,karan singh,,,,
1025,nitin singh,,,,
1026,govind panwar,,,,
1027,mukesh,,,,
1028,sumit,,,,
1029,anil kumar,,,,
1030,vishal tate,,,,
1031,manish,,,,
1032,vijay ravinder,,,,
1033,sunny,,,,
1034,deepak,,,,
1035,ritu ,,,,
1036,saitan ghasal,,,,
1037,deepak kumar,,,,
1038,pardeep kumar,,,,
1039,m sai nath,,,,
1040,kuldeep singh gour,,,,
1041,lalit chaudhary,,,,
1042,vignesh vijay pawar,,,,
1043,vipendra singh,,,,
1044,ravinder ,,,,
1045,goldy,,,,
1046,km kamini,,,,
1047,vidya v,,,,
1048,jasdeep narwal,,,,
1049,yogesh,,,,
1050,nitin,,,,
1051,chanambam naobi,,,,
1052,harsh ,,,,
1053,deepak dhull,,,,
1054,sawan,,,,
1055,kuldeep singh,,,,
1056,binod,,,,
1057,harsh mukesh kumar,,,,
1058,rohit kumar,,,,
1059,amit,,,,
1060,kamu khan,,,,
1061,mayank saini,,,,
1062,pratik dayaram karwate,,,,
1063,monu,,,,
1064,naseeb singh,,,,
1065,g raju,,,,
1066,soniya ,,,,
1067,subramoney,,,,
1068,sahil jagdish,,,,
1069,ajay ,,,,
1070,abdurasheed,,,,
1071,arjun singh choudhary,,,,
1072,prabha,,,,
1073,mohammad taghi paeinmahalli,,,,
1074,tarandeep singh,,,,
1075,k sushank,,,,
1076,karishma malviya,,,,
1077,vimal raj v,,,,
1078,ritika,,,,
1079,anupriya,,,,
1080,nirekshan reddy,,,,
1081,durgesh sahu,,,,
1082,nishant,,,,
1083,tejas maruti,,,,
1084,meena bazzad,,,,
1085,akshay,,,,
1086,parveen shamsher,,,,
1087,lakshay malik,,,,
1088,rahul sharma,,,,
1089,amit nagar,,,,
1090,neha singh,,,,
1091,neha,,,,
1092,sai krishna,,,,
1093,tksr teja,,,,
1094,prabin khadka,,,,
1095,s ramkumar,,,,
1096,hardeep sombir,,,,
1097,satnam singh,,,,
1098,nitin kumar s,,,,
1099,anil shriram nimbolkar,,,,
1100,mamta,,,,
1101,sandeep kumar,,,,
1102,koppana gowri,,,,
1103,kuldeep kumar,,,,
1104,sahil,,,,
1105,harshdeep singh,,,,
1106,amit rathi,,,,
1107,shree bhagwan,,,,
1108,shraddha vinayak pawar,,,,
1109,raghul r,,,,
1110,ritu sheoran,,,,
1111,sanjana sanjay pol,,,,
1112,ashish,,,,
1113,ranjit gajmer,,,,
1114,ashok,,,,
1115,nitin more,,,,
1116,remy kumari,,,,
1117,halappa hunashyal,,,,
1118,vishnu uthaman,,,,
1119,mohan raman g,,,,
1120,abhijeet malik,,,,
1121,s mathina begam,,,,
1122,anupam singh,,,,
1123,arvind kumar,,,,
1124,omkar patil,,,,
1125,shital bajirao mehetre,,,,
1126,abdul azeez,,,,
1127,venkat yadav,,,,
1128,ritik,,,,
1129,abhishek chillar,,,,
1130,shivansh thakur,,,,
1131,moti ram siyak,,,,
1132,prathap s,,,,
1133,badal,,,,
1134,kamal singh,,,,
1135,neetu rani,,,,
1136,harmanjeet singh,,,,
1137,shree ram bagawaraya,,,,
1138,anand surendra tomar,,,,
1139,pallavi t,,,,
1140,chongtham iranjit singh,,,,
1141,nitesh thakur,,,,
1142,sushil vijender,,,,
1143,s  kiruthika,,,,
1144,puja yadav,,,,
1145,shashank wankhede,,,,
1146,vijendra singh,,,,
1147,rampal nagar,,,,
1148,santoshi,,,,
1149,ravi,,,,
1150,gurbhej singh,,,,
1151,neeraj kumar,,,,
1152,p pavithra,,,,
1153,elangeshwaran r,,,,
1154,sandeep,,,,
1155,jaiveer,,,,
1156,jai bhagwan shay,,,,
1157,deepak yadav,,,,
1158,akash ,,,,
1159,parameswari a,,,,
1160,aditya shinde,,,,
1161,rajant kumar,,,,
1162,amit kumar,,,,
1163,sumit narwal,,,,
1164,jay patel,,,,
1165,nisarga n,,,,
1166,paras ram gadri,,,,
1167,mahfooj raja,,,,
1168,lalit chaudhary,,,,
1169,uday bhan singh,,,,
1170,mohit chillar,,,,
1171,kuldeep singh,,,,
1172,praveen kumar,,,,
1173,balbir singh,,,,
1174,jadhav vikram,,,,
1175,sanwar choudhary,,,,
1176,arkam shaikh,,,,
1177,maheswari r,,,,
1178,sumit kumar,,,,
1179,ragini chaubey,,,,
1180,bhawna yadav,,,,
1181,balamurugan e,,,,
1182,naresh junjadia,,,,
1183,tinku,,,,
1184,parivarsha jagsher,,,,
1185,veerpal kaur,,,,
1186,rupesh tomar,,,,
1187,rajesh,,,,
1188,a  thangammal,,,,
1189,helvi sonali,,,,
1190,sakshi,,,,
1191,manchala sainath,,,,
1192,doyel mondal,,,,
1193,isac antony,,,,
1194,gnanasekaran m,,,,
1195,md jakir hossaain,,,,
1196,manisha bara,,,,
1197,rohit,,,,
1198,dharmveer singh,,,,
1199,vishal singh,,,,
1200,promila ,,,,
1201,baljeet kumar,,,,
1202,ashish hooda,,,,
1203,antim,,,,
1204,jatin,,,,
1205,akash babarao chavan,,,,
1206,neeraj,,,,
1207,b balaji,,,,
1208,ashish,,,,
1209,vishwas lal,,,,
1210,manish kumar,Pro Kabaddi Season 9,U Mumba,10.00 L,SOLD
1211,manish kumar,Pro Kabaddi Season 7,UP Yoddha,6.25 L,SOLD
1212,subin,Pro Kabaddi Season 9,U Mumba,10.00 L,SOLD
1213,subin,Pro Kabaddi Season 7,UP Yoddha,6.25 L,SOLD
1214,ravinandan g m ,Pro Kabaddi Season 9,U Mumba,10.00 L,SOLD
1215,ravinandan g m ,Pro Kabaddi Season 7,UP Yoddha,6.25 L,SOLD
1216,alireza mirzaeian,Pro Kabaddi Season 9,U Mumba,10.00 L,SOLD
1217,alireza mirzaeian,Pro Kabaddi Season 7,UP Yoddha,6.25 L,SOLD
1218,satpal,Pro Kabaddi Season 9,U Mumba,10.00 L,SOLD
1219,satpal,Pro Kabaddi Season 7,UP Yoddha,6.25 L,SOLD
1220,kapil gurjar,Pro Kabaddi Season 9,U Mumba,10.00 L,SOLD
1221,kapil gurjar,Pro Kabaddi Season 7,UP Yoddha,6.25 L,SOLD
1222,rakesh,Pro Kabaddi Season 9,U Mumba,10.00 L,SOLD
1223,rakesh,Pro Kabaddi Season 7,UP Yoddha,6.25 L,SOLD
1224,parteek gulia,Pro Kabaddi Season 9,U Mumba,10.00 L,SOLD
1225,parteek gulia,Pro Kabaddi Season 7,UP Yoddha,6.25 L,SOLD
1226,sakshi chaudhary,Pro Kabaddi Season 9,U Mumba,10.00 L,SOLD
1227,sakshi chaudhary,Pro Kabaddi Season 7,UP Yoddha,6.25 L,SOLD
1228,ankush,Pro Kabaddi Season 9,U Mumba,10.00 L,SOLD
1229,ankush,Pro Kabaddi Season 7,UP Yoddha,6.25 L,SOLD
1230,kishore a,,,,
1231,mohit,,,,
1232,spiczko michal,,,,
1233,harthivadan khandavalli,,,,
1234,anil s nalvade,,,,
1235,ravit kumar,,,,
1236,divisha bollaje,,,,
1237,hari om choudhary,,,,
1238,sheela rama,,,,
1239,umesh sharma,,,,
1240,tejaswi patekar,,,,
1241,n jainder,,,,
1242,ajay,,,,
1243,dennyson d,,,,
1244,mohit rajveer singh,,,,
1245,ravinder chauhan,,,,
1246,chandraveer singh,,,,
1247,naveen,,,,
1248,mohit,,,,
1249,surasree pakira,,,,
1250,kuldeep singh,,,,
1251,mahima yadav,,,,
1252,megha ,,,,
1253,anuj singh andotra,,,,
1254,shah sapna ramdayal,,,,
1255,ajay ,,,,
1256,kiran magar,,,,
1257,pankaj kumar,,,,
1258,vishal jariya,,,,
1259,rahul,,,,
1260,ravinder singh,,,,
1261,mohit,,,,
1262,akash pikalmunde,,,,
1263,megna kotian,,,,
1264,gaurav kumar,,,,
1265,selvasasikumar ,,,,
1266,sorokhaibam puspa,,,,
1267,shivanand,,,,
1268,pooja shankar,,,,
1269,amalraj p,,,,
1270,gajendra singh choudhary,,,,
1271,anand y,,,,
1272,kumar lama,,,,
1273,satish kumar,,,,
1274,vijay kumari,,,,
1275,kavita yadav,,,,
1276,vinothini d,,,,
1277,mohammad maghshoudulu,,,,
1278,neetha s,,,,
1279,jaswant,,,,
1280,sooraj sr,,,,
1281,bhupindar kumar,,,,
1282,pranjal ,,,,
1283,shubham shivaji patil,,,,
1284,bharath shetty,,,,
1285,kundan sharma,,,,
1286,lad rushikesh,,,,
1287,abhishek kumar,,,,
1288,rajpal singh,,,,
1289,anuj kumar,,,,
1290,sanjay jaga,,,,
1291,ramu tamata,,,,
1292,akash sharma,,,,
1293,tarun kumar,,,,
1294,kannan,,,,
1295,a parivallal,,,,
1296,lakshay thakur,,,,
1297,anand v,,,,
1298,nitin,,,,
1299,pradeep kumar,,,,
1300,chand singh,,,,
1301,m chandrakant,,,,
1302,dimple,,,,
1303,vachan singh,,,,
1304,sandeep bholu,,,,
1305,k tarun ram,,,,
1306,toseef ahmed,,,,
1307,mandeep kumar,,,,
1308,mohana ,,,,
1309,kishor,,,,
1310,pradeep kumar,,,,
1311,dadaso pujari,,,,
1312,seong ryeol kim,,,,
1313,sulekha ,,,,
1314,jaylaxmi swami,,,,
1315,pm chethan,,,,
1316,k sandhya,,,,
1317,sumit,,,,
1318,fulla biswal,,,,
1319,kuldeep,,,,
1320,rahul rana,,,,
1321,katchalla kasilakshmi,,,,
1322,patni ronil,,,,
1323,pradip mijar,,,,
1324,p surya chandra,,,,
1325,s ramlal,,,,
1326,dharavath raju,,,,
1327,chandran sekharan,,,,
1328,minal uday,,,,
1329,raj shekar,,,,
1330,kedar lal,,,,
1331,anjana l,,,,
1332,ashish kumar,,,,
1333,nehal b sawal,,,,
1334,rahul choudhary,,,,
1335,koner naresh,,,,
1336,rashid ali,,,,
1337,surendra singh kanwar,,,,
1338,ram gopal,,,,
1339,nitin bisht,,,,
1340,ghanshyam magar,Pro Kabaddi Season 6,Telugu Titans,5.00 L,SOLD
1341,aakash rudele,Pro Kabaddi Season 6,Telugu Titans,5.00 L,SOLD
1342,dayman,Pro Kabaddi Season 6,Telugu Titans,5.00 L,SOLD
1343,aaryana choudhary,Pro Kabaddi Season 6,Telugu Titans,5.00 L,SOLD
1344,ritwik kholapure,Pro Kabaddi Season 6,Telugu Titans,5.00 L,SOLD
1345,priya ,Pro Kabaddi Season 6,Telugu Titans,5.00 L,SOLD
1346,mohammed mufadh p,Pro Kabaddi Season 6,Telugu Titans,5.00 L,SOLD
1347,manu,Pro Kabaddi Season 6,Telugu Titans,5.00 L,SOLD
1348,raju kumar singh,Pro Kabaddi Season 6,Telugu Titans,5.00 L,SOLD
1349,anuj kumar,Pro Kabaddi Season 6,Telugu Titans,5.00 L,SOLD
1350,ajay,,,,
1351,kanhaiya lal chitoshya,,,,
1352,sumit rana,,,,
1353,umesh kumar porte,,,,
1354,p anvesh,,,,
1355,guru pevak singh,,,,
1356,md  aruduzzaman munshi,,,,
1357,pardeep kumar,,,,
1358,neeraj narwal,,,,
1359,anita,,,,
1360,vikash,,,,
1361,adwaith venu,,,,
1362,patrick nzaumuvai,,,,
1363,mohit garhwal,,,,
1364,harander ,,,,
1365,deepak nath,,,,
1366,gagan choudhary,,,,
1367,vishal jariya,,,,
1368,pradhan gurjar,,,,
1369,kiran yadav,,,,
1370,namdev iswalkar,,,,
1371,abhradeep shee,,,,
1372,doli,,,,
1373,sathishkannan,,,,
1374,lohit,,,,
1375,ravi bhadkare,,,,
1376,somvir,,,,
1377,nisha,,,,
1378,roseline reji,,,,
1379,laxman gawda,,,,
1380,karunakar behera,,,,
1381,amir dhumal,,,,
1382,anil reddy,,,,
1383,jinjo paul,,,,
1384,abhishek,,,,
1385,nikhil kumar,,,,
1386,shubh tiwari,,,,
1387,vrinda v,,,,
1388,megha suresh,,,,
1389,vishwas,,,,
1390,payal jakher,,,,
1391,tholem balakrishna,,,,
1392,manjith tanwar,,,,
1393,ehsan zamani fard,,,,
1394,vinod atyalkar,,,,
1395,gauri shakar,,,,
1396,aman,,,,
1397,mamta,,,,
1398,rumba ghosh,,,,
1399,rohit,,,,
