season,team_name,Raider Name,Number of Defenders,Total Raids,% of Raids,Empty,Successful,Unsuccessful
PKL-05,Dabang Delhi,Nilesh Shinde,7,8,57%,75.00%,12.50%,12.50%
PKL-05,Dabang Delhi,R. Sriram,2,1,1%,,100.00%,
PKL-05,Dabang Delhi,R. Sriram,3,7,9%,42.90%,28.60%,28.60%
PKL-05,Dabang Delhi,R. Sriram,4,8,10%,50.00%,25.00%,25.00%
PKL-05,Dabang Delhi,R. Sriram,5,10,13%,10.00%,20.00%,70.00%
PKL-05,Dabang Delhi,R. Sriram,6,15,19%,40.00%,26.70%,33.30%
PKL-05,Dabang Delhi,R. Sriram,7,38,48%,34.20%,47.40%,18.40%
PKL-05,Dabang Delhi,Ravi Dalal,4,1,4%,100.00%,,
PKL-05,Dabang Delhi,Ravi Dalal,5,7,25%,85.70%,14.30%,
PKL-05,Dabang Delhi,Ravi Dalal,6,6,21%,66.70%,,33.30%
PKL-05,Dabang Delhi,Ravi Dalal,7,14,50%,64.30%,21.40%,14.30%
PKL-05,Dabang Delhi,Rohit Baliyan,3,7,4%,85.70%,,14.30%
PKL-05,Dabang Delhi,Rohit Baliyan,4,9,5%,55.60%,33.30%,11.10%
PKL-05,Dabang Delhi,Rohit Baliyan,5,24,15%,70.80%,8.30%,20.80%
PKL-05,Dabang Delhi,Rohit Baliyan,6,55,33%,25.50%,49.10%,25.50%
PKL-05,Dabang Delhi,Rohit Baliyan,7,70,42%,48.60%,32.90%,18.60%
PKL-05,Dabang Delhi,Rupesh Tomar,5,1,14%,100.00%,,
PKL-05,Dabang Delhi,Rupesh Tomar,7,6,86%,100.00%,,
PKL-05,Dabang Delhi,Satpal,5,1,14%,100.00%,,
PKL-05,Dabang Delhi,Satpal,7,6,86%,33.30%,,66.70%
PKL-05,Dabang Delhi,Shubham Ashok Palkar,4,1,4%,,,100.00%
PKL-05,Dabang Delhi,Shubham Ashok Palkar,5,5,21%,80.00%,,20.00%
PKL-05,Dabang Delhi,Shubham Ashok Palkar,6,5,21%,20.00%,60.00%,20.00%
PKL-05,Dabang Delhi,Shubham Ashok Palkar,7,13,54%,38.50%,23.10%,38.50%
PKL-05,Dabang Delhi,Sunil,3,1,50%,100.00%,,
PKL-05,Dabang Delhi,Sunil,7,1,50%,,,100.00%
PKL-05,Dabang Delhi,Suresu Kumar,1,1,8%,100.00%,,
PKL-05,Dabang Delhi,Suresu Kumar,5,4,33%,75.00%,,25.00%
PKL-05,Dabang Delhi,Suresu Kumar,6,2,17%,50.00%,50.00%,
PKL-05,Dabang Delhi,Suresu Kumar,7,5,42%,40.00%,20.00%,40.00%
PKL-05,Dabang Delhi,Vipin Malik,6,2,67%,,,100.00%
PKL-05,Dabang Delhi,Vipin Malik,7,1,33%,,,100.00%
PKL-05,Dabang Delhi,Vishal,4,1,14%,100.00%,,
PKL-05,Dabang Delhi,Vishal,5,2,29%,50.00%,50.00%,
PKL-05,Dabang Delhi,Vishal,7,4,57%,25.00%,,75.00%
PKL-05,Dabang Delhi,Yatharth,7,1,100%,100.00%,,
PKL-05,Gujarat Fortunegiants,Abozar Mighani,5,2,33%,100.00%,,
PKL-05,Gujarat Fortunegiants,,7,4,67%,75.00%,,25.00%
PKL-05,Gujarat Fortunegiants,Amit Rathi,5,1,33%,,,100.00%
PKL-05,Gujarat Fortunegiants,,6,2,67%,100.00%,,
PKL-05,Gujarat Fortunegiants,Chandran Ranjit,2,10,8%,30.00%,70.00%,
PKL-05,Gujarat Fortunegiants,,3,20,16%,45.00%,25.00%,30.00%
PKL-05,Gujarat Fortunegiants,,4,13,11%,38.50%,46.20%,15.40%
PKL-05,Gujarat Fortunegiants,,5,36,30%,47.20%,19.40%,33.30%
PKL-05,Gujarat Fortunegiants,,6,19,16%,36.80%,47.40%,15.80%
PKL-05,Gujarat Fortunegiants,,7,24,20%,41.70%,41.70%,16.70%
PKL-05,Gujarat Fortunegiants,Fazel Atrachali,3,1,9%,100.00%,,
PKL-05,Gujarat Fortunegiants,,4,4,36%,50.00%,,50.00%
PKL-05,Gujarat Fortunegiants,,5,3,27%,100.00%,,
PKL-05,Gujarat Fortunegiants,,7,3,27%,100.00%,,
PKL-05,Gujarat Fortunegiants,Mahendra Rajput,1,2,2%,,100.00%,
PKL-05,Gujarat Fortunegiants,,2,3,3%,33.30%,33.30%,33.30%
PKL-05,Gujarat Fortunegiants,,3,10,9%,50.00%,40.00%,10.00%
PKL-05,Gujarat Fortunegiants,,4,13,12%,76.90%,15.40%,7.70%
PKL-05,Gujarat Fortunegiants,,5,23,21%,43.50%,26.10%,30.40%
PKL-05,Gujarat Fortunegiants,,6,21,19%,38.10%,47.60%,14.30%
PKL-05,Gujarat Fortunegiants,,7,37,34%,21.60%,51.40%,27.00%
PKL-05,Gujarat Fortunegiants,Mahipal Narwal,6,1,100%,100.00%,,
PKL-05,Gujarat Fortunegiants,Manoj Kumar,4,1,50%,100.00%,,
PKL-05,Gujarat Fortunegiants,,7,1,50%,100.00%,,
PKL-05,Gujarat Fortunegiants,Pawan Sehrawat,2,3,13%,33.30%,33.30%,33.30%
PKL-05,Gujarat Fortunegiants,,3,4,17%,50.00%,25.00%,25.00%
PKL-05,Gujarat Fortunegiants,,4,4,17%,25.00%,25.00%,50.00%
PKL-05,Gujarat Fortunegiants,,5,4,17%,25.00%,25.00%,50.00%
PKL-05,Gujarat Fortunegiants,,6,3,13%,,,100.00%
PKL-05,Gujarat Fortunegiants,,7,6,25%,16.70%,16.70%,66.70%
PKL-05,Gujarat Fortunegiants,Rakesh Narwal,1,1,2%,,100.00%,
PKL-05,Gujarat Fortunegiants,,2,4,7%,50.00%,50.00%,
PKL-05,Gujarat Fortunegiants,,3,4,7%,50.00%,25.00%,25.00%
PKL-05,Gujarat Fortunegiants,,4,14,25%,78.60%,14.30%,7.10%
PKL-05,Gujarat Fortunegiants,,5,8,14%,75.00%,12.50%,12.50%
PKL-05,Gujarat Fortunegiants,,6,12,21%,58.30%,25.00%,16.70%
PKL-05,Gujarat Fortunegiants,,7,13,23%,38.50%,38.50%,23.10%
PKL-05,Gujarat Fortunegiants,Rohit Gulia,2,9,6%,11.10%,44.40%,44.40%
PKL-05,Gujarat Fortunegiants,,3,19,12%,47.40%,36.80%,15.80%
PKL-05,Gujarat Fortunegiants,,4,23,14%,52.20%,4.30%,43.50%
PKL-05,Gujarat Fortunegiants,,5,44,28%,63.60%,11.40%,25.00%
PKL-05,Gujarat Fortunegiants,,6,29,18%,69.00%,17.20%,13.80%
PKL-05,Gujarat Fortunegiants,,7,36,23%,61.10%,30.60%,8.30%
PKL-05,Gujarat Fortunegiants,Sachin,2,9,3%,11.10%,55.60%,33.30%
PKL-05,Gujarat Fortunegiants,,3,30,10%,40.00%,40.00%,20.00%
PKL-05,Gujarat Fortunegiants,,4,40,14%,22.50%,32.50%,45.00%
PKL-05,Gujarat Fortunegiants,Sachin,5,68,23%,41.20%,38.20%,20.60%
PKL-05,Gujarat Fortunegiants,,6,67,23%,26.90%,52.20%,20.90%
PKL-05,Gujarat Fortunegiants,,7,81,27%,27.20%,53.10%,19.80%
PKL-05,Gujarat Fortunegiants,Sukesh Hegde,1,7,3%,,100.00%,
PKL-05,Gujarat Fortunegiants,,2,6,3%,33.30%,50.00%,16.70%
PKL-05,Gujarat Fortunegiants,,3,23,10%,73.90%,17.40%,8.70%
PKL-05,Gujarat Fortunegiants,,4,31,13%,80.60%,6.50%,12.90%
PKL-05,Gujarat Fortunegiants,,5,50,21%,78.00%,8.00%,14.00%
PKL-05,Gujarat Fortunegiants,,6,50,21%,54.00%,38.00%,8.00%
PKL-05,Gujarat Fortunegiants,,7,68,29%,54.40%,29.40%,16.20%
PKL-05,Gujarat Fortunegiants,Sunil Kumar,1,1,3%,,100.00%,
PKL-05,Gujarat Fortunegiants,,3,1,3%,100.00%,,
PKL-05,Gujarat Fortunegiants,,4,1,3%,100.00%,,
PKL-05,Gujarat Fortunegiants,,5,6,19%,100.00%,,
PKL-05,Gujarat Fortunegiants,,6,7,23%,100.00%,,
PKL-05,Gujarat Fortunegiants,,7,15,48%,93.30%,,6.70%
PKL-05,Haryana Steelers,Ashish Chhokar,3,4,13%,25.00%,25.00%,50.00%
PKL-05,Haryana Steelers,Ashish Chhokar,4,7,22%,14.30%,42.90%,42.90%
PKL-05,Haryana Steelers,Ashish Chhokar,5,10,31%,70.00%,10.00%,20.00%
PKL-05,Haryana Steelers,Ashish Chhokar,6,5,16%,80.00%,20.00%,
PKL-05,Haryana Steelers,Ashish Chhokar,7,6,19%,83.30%,,16.70%
PKL-05,Haryana Steelers,David Mosambayi,2,2,33%,50.00%,,50.00%
PKL-05,Haryana Steelers,David Mosambayi,4,2,33%,50.00%,50.00%,
PKL-05,Haryana Steelers,David Mosambayi,5,1,17%,100.00%,,
PKL-05,Haryana Steelers,David Mosambayi,6,1,17%,,100.00%,
PKL-05,Haryana Steelers,Deepak Kumar,3,1,6%,100.00%,,
PKL-05,Haryana Steelers,Deepak Kumar,4,3,18%,33.30%,,66.70%
PKL-05,Haryana Steelers,Deepak Kumar,5,4,24%,25.00%,25.00%,50.00%
PKL-05,Haryana Steelers,Deepak Kumar,6,5,29%,40.00%,40.00%,20.00%
PKL-05,Haryana Steelers,Deepak Kumar,7,4,24%,100.00%,,
PKL-05,Haryana Steelers,Deepak Kumar Dahiya,1,1,1%,,100.00%,
PKL-05,Haryana Steelers,Deepak Kumar Dahiya,2,5,3%,20.00%,40.00%,40.00%
PKL-05,Haryana Steelers,Deepak Kumar Dahiya,3,17,9%,76.50%,11.80%,11.80%
PKL-05,Haryana Steelers,Deepak Kumar Dahiya,4,19,10%,84.20%,15.80%,
PKL-05,Haryana Steelers,Deepak Kumar Dahiya,5,36,18%,63.90%,16.70%,19.40%
PKL-05,Haryana Steelers,Deepak Kumar Dahiya,6,46,23%,39.10%,39.10%,21.70%
PKL-05,Haryana Steelers,Deepak Kumar Dahiya,7,72,37%,36.10%,41.70%,22.20%
PKL-05,Haryana Steelers,Khomsan Thongkham,5,1,50%,,,100.00%
PKL-05,Haryana Steelers,Khomsan Thongkham,7,1,50%,,,100.00%
PKL-05,Haryana Steelers,Kuldeep Singh,7,1,100%,,,100.00%
PKL-05,Haryana Steelers,Mayur Shivtarkar,2,1,4%,,100.00%,
PKL-05,Haryana Steelers,Mayur Shivtarkar,3,1,4%,,100.00%,
PKL-05,Haryana Steelers,Mayur Shivtarkar,4,5,20%,,40.00%,60.00%
PKL-05,Haryana Steelers,Mayur Shivtarkar,5,6,24%,33.30%,,66.70%
PKL-05,Haryana Steelers,Mayur Shivtarkar,6,5,20%,100.00%,,
PKL-05,Haryana Steelers,Mayur Shivtarkar,7,7,28%,14.30%,28.60%,57.10%
PKL-05,Haryana Steelers,Mohit Chhillar,4,2,22%,100.00%,,
PKL-05,Haryana Steelers,Mohit Chhillar,6,1,11%,100.00%,,
PKL-05,Haryana Steelers,Mohit Chhillar,7,6,67%,66.70%,16.70%,16.70%
PKL-05,Haryana Steelers,Neeraj Kumar,7,1,100%,,,100.00%
PKL-05,Haryana Steelers,Parmod Narwal,2,1,8%,,,100.00%
PKL-05,Haryana Steelers,Parmod Narwal,3,1,8%,100.00%,,
PKL-05,Haryana Steelers,Parmod Narwal,5,4,33%,50.00%,,50.00%
PKL-05,Haryana Steelers,Parmod Narwal,6,2,17%,100.00%,,
PKL-05,Haryana Steelers,Parmod Narwal,7,4,33%,100.00%,,
PKL-05,Haryana Steelers,Prashanth Kumar Rai,1,1,1%,,100.00%,
PKL-05,Haryana Steelers,Prashanth Kumar Rai,2,5,3%,20.00%,60.00%,20.00%
PKL-05,Haryana Steelers,Prashanth Kumar Rai,3,13,9%,61.50%,38.50%,
PKL-05,Haryana Steelers,Prashanth Kumar Rai,4,12,8%,50.00%,25.00%,25.00%
PKL-05,Haryana Steelers,Prashanth Kumar Rai,5,27,18%,55.60%,29.60%,14.80%
PKL-05,Haryana Steelers,Prashanth Kumar Rai,6,34,23%,35.30%,52.90%,11.80%
PKL-05,Haryana Steelers,Prashanth Kumar Rai,7,57,38%,31.60%,43.90%,24.60%
PKL-05,Haryana Steelers,Rakesh Singh Kumar,6,1,33%,100.00%,,
PKL-05,Haryana Steelers,Rakesh Singh Kumar,7,2,67%,100.00%,,
PKL-05,Haryana Steelers,Surender Nada,3,2,9%,50.00%,,50.00%
PKL-05,Haryana Steelers,Surender Nada,4,1,5%,100.00%,,
PKL-05,Haryana Steelers,Surender Nada,5,6,27%,83.30%,,16.70%
PKL-05,Haryana Steelers,Surender Nada,6,3,14%,66.70%,33.30%,
PKL-05,Haryana Steelers,Surender Nada,7,10,45%,90.00%,10.00%,
PKL-05,Haryana Steelers,Surjeet Singh,3,3,2%,66.70%,,33.30%
PKL-05,Haryana Steelers,Surjeet Singh,4,6,4%,66.70%,16.70%,16.70%
PKL-05,Haryana Steelers,Surjeet Singh,5,19,13%,100.00%,,
PKL-05,Haryana Steelers,Surjeet Singh,6,48,33%,41.70%,35.40%,22.90%
PKL-05,Haryana Steelers,Surjeet Singh,7,70,48%,25.70%,41.40%,32.90%
PKL-05,Haryana Steelers,Vikas,5,1,50%,100.00%,,
PKL-05,Haryana Steelers,Vikas,7,1,50%,,,100.00%
PKL-05,Haryana Steelers,Vikash Khandola,2,5,4%,40.00%,20.00%,40.00%
PKL-05,Haryana Steelers,Vikash Khandola,3,13,10%,23.10%,38.50%,38.50%
PKL-05,Haryana Steelers,Vikash Khandola,4,19,14%,47.40%,31.60%,21.10%
PKL-05,Haryana Steelers,Vikash Khandola,5,37,27%,45.90%,29.70%,24.30%
PKL-05,Haryana Steelers,Vikash Khandola,6,19,14%,47.40%,36.80%,15.80%
PKL-05,Haryana Steelers,Vikash Khandola,7,43,32%,51.20%,34.90%,14.00%
PKL-05,Haryana Steelers,Wazir Singh,1,3,1%,,100.00%,
PKL-05,Haryana Steelers,Wazir Singh,2,13,5%,,92.30%,7.70%
PKL-05,Haryana Steelers,Wazir Singh,3,20,7%,65.00%,20.00%,15.00%
PKL-05,Haryana Steelers,Wazir Singh,4,28,10%,75.00%,10.70%,14.30%
PKL-05,Haryana Steelers,Wazir Singh,5,52,19%,61.50%,25.00%,13.50%
PKL-05,Haryana Steelers,Wazir Singh,6,60,22%,53.30%,26.70%,20.00%
PKL-05,Haryana Steelers,Wazir Singh,7,95,35%,43.20%,41.10%,15.80%
PKL-05,Jaipur Pink Panthers,Abhishek N,7,2,100%,50.00%,,50.00%
PKL-05,Jaipur Pink Panthers,Ajit Singh,4,7,12%,57.10%,28.60%,14.30%
PKL-05,Jaipur Pink Panthers,Ajit Singh,5,16,28%,75.00%,18.80%,6.30%
PKL-05,Jaipur Pink Panthers,Ajit Singh,6,11,19%,45.50%,36.40%,18.20%
PKL-05,Jaipur Pink Panthers,Ajit Singh,7,23,40%,47.80%,34.80%,17.40%
PKL-05,Jaipur Pink Panthers,Jasvir Singh,1,2,1%,,100.00%,
PKL-05,Jaipur Pink Panthers,Jasvir Singh,2,16,8%,6.30%,68.80%,25.00%
PKL-05,Jaipur Pink Panthers,Jasvir Singh,3,18,9%,44.40%,38.90%,16.70%
PKL-05,Jaipur Pink Panthers,Jasvir Singh,4,32,15%,53.10%,28.10%,18.80%
PKL-05,Jaipur Pink Panthers,Jasvir Singh,5,36,17%,69.40%,11.10%,19.40%
PKL-05,Jaipur Pink Panthers,Jasvir Singh,6,39,19%,41.00%,25.60%,33.30%
PKL-05,Jaipur Pink Panthers,Jasvir Singh,7,67,32%,55.20%,19.40%,25.40%
PKL-05,Jaipur Pink Panthers,Kamal Kishor,4,3,33%,33.30%,,66.70%
PKL-05,Jaipur Pink Panthers,Kamal Kishor,5,2,22%,,,100.00%
PKL-05,Jaipur Pink Panthers,Kamal Kishor,7,4,44%,,,100.00%
PKL-05,Jaipur Pink Panthers,Manjeet Chhillar,3,1,3%,100.00%,,
PKL-05,Jaipur Pink Panthers,Manjeet Chhillar,4,3,10%,100.00%,,
PKL-05,Jaipur Pink Panthers,Manjeet Chhillar,6,8,28%,50.00%,12.50%,37.50%
PKL-05,Jaipur Pink Panthers,Manjeet Chhillar,7,17,59%,47.10%,17.60%,35.30%
PKL-05,Jaipur Pink Panthers,Navneet Gautam,4,1,50%,100.00%,,
PKL-05,Jaipur Pink Panthers,Navneet Gautam,5,1,50%,100.00%,,
PKL-05,Jaipur Pink Panthers,Nitin Rawal,2,4,3%,,50.00%,50.00%
PKL-05,Jaipur Pink Panthers,Nitin Rawal,3,17,11%,41.20%,35.30%,23.50%
PKL-05,Jaipur Pink Panthers,Nitin Rawal,4,19,13%,36.80%,42.10%,21.10%
PKL-05,Jaipur Pink Panthers,Nitin Rawal,5,25,17%,68.00%,12.00%,20.00%
PKL-05,Jaipur Pink Panthers,Nitin Rawal,6,23,16%,47.80%,34.80%,17.40%
PKL-05,Jaipur Pink Panthers,Nitin Rawal,7,60,41%,48.30%,36.70%,15.00%
PKL-05,Jaipur Pink Panthers,Pawan Kumar,2,5,2%,,80.00%,20.00%
PKL-05,Jaipur Pink Panthers,Pawan Kumar,3,12,4%,41.70%,41.70%,16.70%
PKL-05,Jaipur Pink Panthers,Pawan Kumar,4,21,7%,47.60%,14.30%,38.10%
PKL-05,Jaipur Pink Panthers,Pawan Kumar,5,37,13%,70.30%,10.80%,18.90%
PKL-05,Jaipur Pink Panthers,Pawan Kumar,6,82,29%,31.70%,39.00%,29.30%
PKL-05,Jaipur Pink Panthers,Pawan Kumar,7,127,45%,40.20%,38.60%,21.30%
PKL-05,Jaipur Pink Panthers,Rahul Choudhary,3,2,12%,50.00%,50.00%,
PKL-05,Jaipur Pink Panthers,Rahul Choudhary,5,3,18%,33.30%,33.30%,33.30%
PKL-05,Jaipur Pink Panthers,Rahul Choudhary,6,6,35%,16.70%,16.70%,66.70%
PKL-05,Jaipur Pink Panthers,Rahul Choudhary,7,6,35%,33.30%,33.30%,33.30%
PKL-05,Jaipur Pink Panthers,Selvamani K,4,2,14%,50.00%,,50.00%
PKL-05,Jaipur Pink Panthers,Selvamani K,5,1,7%,100.00%,,
PKL-05,Jaipur Pink Panthers,Selvamani K,6,4,29%,,25.00%,75.00%
PKL-05,Jaipur Pink Panthers,Selvamani K,7,7,50%,42.90%,28.60%,28.60%
PKL-05,Jaipur Pink Panthers,Sidharth,3,1,3%,,100.00%,
PKL-05,Jaipur Pink Panthers,Sidharth,4,7,22%,57.10%,14.30%,28.60%
PKL-05,Jaipur Pink Panthers,Sidharth,5,10,31%,80.00%,,20.00%
PKL-05,Jaipur Pink Panthers,Sidharth,6,1,3%,100.00%,,
PKL-05,Jaipur Pink Panthers,Sidharth,7,13,41%,69.20%,7.70%,23.10%
PKL-05,Jaipur Pink Panthers,Sunil Siddhgavali,6,1,50%,100.00%,,
PKL-05,Jaipur Pink Panthers,Sunil Siddhgavali,7,1,50%,100.00%,,
PKL-05,Jaipur Pink Panthers,Tushar Patil,2,2,1%,,50.00%,50.00%
PKL-05,Jaipur Pink Panthers,Tushar Patil,3,8,5%,12.50%,50.00%,37.50%
PKL-05,Jaipur Pink Panthers,Tushar Patil,4,19,12%,47.40%,21.10%,31.60%
PKL-05,Jaipur Pink Panthers,Tushar Patil,5,54,35%,42.60%,24.10%,33.30%
PKL-05,Jaipur Pink Panthers,Tushar Patil,6,25,16%,24.00%,44.00%,32.00%
PKL-05,Jaipur Pink Panthers,Tushar Patil,7,48,31%,41.70%,43.80%,14.60%
PKL-05,Patna Pirates,Jaideep,5,2,40%,100.00%,,
PKL-05,Patna Pirates,Jaideep,6,1,20%,100.00%,,
PKL-05,Patna Pirates,Jaideep,7,2,40%,100.00%,,
PKL-05,Patna Pirates,Jawahar Dagar,5,2,9%,50.00%,50.00%,
PKL-05,Patna Pirates,Jawahar Dagar,6,3,13%,,,100.00%
PKL-05,Patna Pirates,Jawahar Dagar,7,18,78%,77.80%,11.10%,11.10%
PKL-05,Patna Pirates,Manish,7,2,100%,,,100.00%
PKL-05,Patna Pirates,Monu Goyat,1,1,0%,,100.00%,
PKL-05,Patna Pirates,Monu Goyat,2,1,0%,,,100.00%
PKL-05,Patna Pirates,Monu Goyat,3,15,4%,33.30%,40.00%,26.70%
PKL-05,Patna Pirates,Monu Goyat,4,40,11%,37.50%,50.00%,12.50%
PKL-05,Patna Pirates,Monu Goyat,5,75,21%,44.00%,34.70%,21.30%
PKL-05,Patna Pirates,Monu Goyat,6,76,21%,26.30%,50.00%,23.70%
PKL-05,Patna Pirates,Monu Goyat,7,157,43%,34.40%,43.90%,21.70%
PKL-05,Patna Pirates,Pardeep Narwal,1,10,2%,,100.00%,
PKL-05,Patna Pirates,Pardeep Narwal,2,54,9%,,94.40%,5.60%
PKL-05,Patna Pirates,Pardeep Narwal,3,59,10%,32.20%,57.60%,10.20%
PKL-05,Patna Pirates,Pardeep Narwal,4,72,12%,45.80%,34.70%,19.40%
PKL-05,Patna Pirates,Pardeep Narwal,5,71,12%,59.20%,23.90%,16.90%
PKL-05,Patna Pirates,Pardeep Narwal,6,119,20%,31.10%,46.20%,22.70%
