season,team_name,Raider Name,Number of Defenders,Total Raids,% of Raids,Empty,Successful,Unsuccessful
PKL-05,Bengaluru Bulls,Ravinder Pahal,7,5,83%,60.00%,20.00%,20.00%
PKL-05,Bengaluru Bulls,Rohit,6,1,20%,,,100.00%
PKL-05,Bengaluru Bulls,Rohit,7,4,80%,,75.00%,25.00%
PKL-05,Bengaluru Bulls,Rohit Kumar,1,6,1%,,100.00%,
PKL-05,Bengaluru Bulls,Rohit Kumar,2,27,6%,,85.20%,14.80%
PKL-05,Bengaluru Bulls,Rohit Kumar,3,43,10%,23.30%,53.50%,23.30%
PKL-05,Bengaluru Bulls,Rohit Kumar,4,51,12%,37.30%,37.30%,25.50%
PKL-05,Bengaluru Bulls,Rohit Kumar,5,54,13%,57.40%,16.70%,25.90%
PKL-05,Bengaluru Bulls,Rohit Kumar,6,95,23%,30.50%,48.40%,21.10%
PKL-05,Bengaluru Bulls,Rohit Kumar,7,142,34%,35.90%,49.30%,14.80%
PKL-05,Bengaluru Bulls,Sachin Kumar,5,4,57%,75.00%,,25.00%
PKL-05,Bengaluru Bulls,Sachin Kumar,7,3,43%,66.70%,,33.30%
PKL-05,Bengaluru Bulls,Sumit Singh,5,1,20%,100.00%,,
PKL-05,Bengaluru Bulls,Sumit Singh,7,4,80%,50.00%,,50.00%
PKL-05,Bengaluru Bulls,Sunil Jaipal,3,4,7%,75.00%,,25.00%
PKL-05,Bengaluru Bulls,Sunil Jaipal,4,9,17%,77.80%,11.10%,11.10%
PKL-05,Bengaluru Bulls,Sunil Jaipal,5,12,22%,50.00%,33.30%,16.70%
PKL-05,Bengaluru Bulls,Sunil Jaipal,6,7,13%,71.40%,28.60%,
PKL-05,Bengaluru Bulls,Sunil Jaipal,7,22,41%,63.60%,27.30%,9.10%
