season,player-super-tackles_player_name,player-raid-points_player_name,player-super-raids_player_name,high-5s_player_name,player-tackle-points_player_name,player-avg-tackle-points_player_name,player-dod-raid-points_player_name,player-total-points_player_name,player-successful-tackles_player_name,player-successful-raids_player_name,super-10s_player_name,player-super-tackles_match_played,player-raid-points_match_played,player-super-raids_match_played,high-5s_match_played,player-tackle-points_match_played,player-avg-tackle-points_match_played,player-dod-raid-points_match_played,player-total-points_match_played,player-successful-tackles_match_played,player-successful-raids_match_played,super-10s_match_played,player-super-tackles_position_name,player-raid-points_position_name,player-super-raids_position_name,high-5s_position_name,player-tackle-points_position_name,player-avg-tackle-points_position_name,player-dod-raid-points_position_name,player-total-points_position_name,player-successful-tackles_position_name,player-successful-raids_position_name,super-10s_position_name,player-super-tackles_team,player-raid-points_team,player-super-raids_team,high-5s_team,player-tackle-points_team,player-avg-tackle-points_team,player-dod-raid-points_team,player-total-points_team,player-successful-tackles_team,player-successful-raids_team,super-10s_team,player-super-tackles_team_name,player-raid-points_team_name,player-super-raids_team_name,high-5s_team_name,player-tackle-points_team_name,player-avg-tackle-points_team_name,player-dod-raid-points_team_name,player-total-points_team_name,player-successful-tackles_team_name,player-successful-raids_team_name,super-10s_team_name,player-super-tackles_team_full_name,player-raid-points_team_full_name,player-super-raids_team_full_name,high-5s_team_full_name,player-tackle-points_team_full_name,player-avg-tackle-points_team_full_name,player-dod-raid-points_team_full_name,player-total-points_team_full_name,player-successful-tackles_team_full_name,player-successful-raids_team_full_name,super-10s_team_full_name,player-super-tackles_rank,player-raid-points_rank,player-super-raids_rank,high-5s_rank,player-tackle-points_rank,player-avg-tackle-points_rank,player-dod-raid-points_rank,player-total-points_rank,player-successful-tackles_rank,player-successful-raids_rank,super-10s_rank,player-super-tackles_value,player-raid-points_value,player-super-raids_value,high-5s_value,player-tackle-points_value,player-avg-tackle-points_value,player-dod-raid-points_value,player-total-points_value,player-successful-tackles_value,player-successful-raids_value,super-10s_value,player-super-tackles_points_per_match,player-raid-points_points_per_match,player-super-raids_points_per_match,high-5s_points_per_match,player-tackle-points_points_per_match,player-avg-tackle-points_points_per_match,player-dod-raid-points_points_per_match,player-total-points_points_per_match,player-successful-tackles_points_per_match,player-successful-raids_points_per_match,super-10s_points_per_match,player-super-tackles_team_id,player-raid-points_team_id,player-super-raids_team_id,high-5s_team_id,player-tackle-points_team_id,player-avg-tackle-points_team_id,player-dod-raid-points_team_id,player-total-points_team_id,player-successful-tackles_team_id,player-successful-raids_team_id,super-10s_team_id,player-super-tackles_position_id,player-raid-points_position_id,player-super-raids_position_id,high-5s_position_id,player-tackle-points_position_id,player-avg-tackle-points_position_id,player-dod-raid-points_position_id,player-total-points_position_id,player-successful-tackles_position_id,player-successful-raids_position_id,super-10s_position_id
9,Ankush,,,Ankush,Ankush,Ankush,,Ankush,Ankush,,,24,,,24,24,24,,24,24,,,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,,JAI,,,JAI,JAI,JAI,,JAI,JAI,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,10,,,1,1,5,,27,1,,,5,,,9,89,3.71,,89,84,,,0.2083333333333333,,,0.375,3.7083333333333335,0.1545833333333333,,3.7083333333333335,3.5,,,3,,,3,3,3,,3,3,,,0,,,0,0,0,,0,0,,
9,,,,Sourav Gulia,Sourav Gulia,Sourav Gulia,,Sourav Gulia,Sourav Gulia,,,,,,16,16,16,,16,16,,,,,,Defender,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,GUJ,GUJ,GUJ,,GUJ,GUJ,,,,,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,,,,,9,31,27,,78,27,,,,,,3,35,2.19,,35,35,,,,,,0.1875,2.1875,0.136875,,2.1875,2.1875,,,,,,31,31,31,,31,31,,,,,,9,9,9,,9,9,,
9,Rinku,,,Rinku,Rinku,Rinku,,Rinku,Rinku,,,19,,,19,19,19,,19,19,,,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,MUM,,,MUM,MUM,MUM,,MUM,MUM,,,U Mumba,,,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,,,5,,,10,6,7,,39,10,,,7,,,3,59,3.11,,59,52,,,0.3684210526315789,,,0.1578947368421052,3.1052631578947367,0.1636842105263158,,3.1052631578947367,2.736842105263158,,,5,,,5,5,5,,5,5,,,0,,,0,0,0,,0,0,,
9,Manjeet,Manjeet,Manjeet,,Manjeet,Manjeet,Manjeet,Manjeet,Manjeet,Manjeet,Manjeet,20,20,20,,20,20,20,20,20,20,20,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,DEL,DEL,DEL,,DEL,DEL,DEL,DEL,DEL,DEL,DEL,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,73,31,22,,89,126,26,34,85,33,35,1,62,3,,7,0.35,14,69,6,41,1,0.05,3.1,0.15,,0.35,0.0175,0.7,3.45,0.3,2.05,0.05,2,2,2,,2,2,2,2,2,2,2,8,8,8,,8,8,8,8,8,8,8
9,,Rakesh,Rakesh,,Rakesh,Rakesh,Rakesh,Rakesh,Rakesh,Rakesh,Rakesh,,17,17,,17,17,17,17,17,17,17,,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,GUJ,GUJ,,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,19,23,,147,167,8,21,132,18,10,,131,3,,2,0.12,26,133,2,103,7,,7.705882352941177,0.1764705882352941,,0.1176470588235294,0.007058824,1.5294117647058822,7.823529411764706,0.1176470588235294,6.0588235294117645,0.4117647058823529,,31,31,,31,31,31,31,31,31,31,,8,8,,8,8,8,8,8,8,8
9,,,,,Prince D,Prince D,,Prince D,Prince D,,,,,,,9,9,,9,9,,,,,,,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,,,,,,HYD,HYD,,HYD,HYD,,,,,,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,,,,,,123,127,,187,130,,,,,,,3,0.33,,3,3,,,,,,,0.3333333333333333,0.036666667,,0.3333333333333333,0.3333333333333333,,,,,,,8,8,,8,8,,,,,,,0,0,,0,0,,
9,,Himanshu Narwal,,,,,Himanshu Narwal,Himanshu Narwal,,Himanshu Narwal,,,3,,,,,3,3,,3,,,Raider,,,,,Raider,Raider,,Raider,,,,,,,,,,,,,,CHE,,,,,CHE,CHE,,CHE,,,Tamil Thalaivas,,,,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,,,80,,,,,73,156,,88,,,6,,,,,1,6,,3,,,2,,,,,0.3333333333333333,2,,1,,,29,,,,,29,29,,29,,,8,,,,,8,8,,8,
9,,Durgesh Kumar,Durgesh Kumar,,Durgesh Kumar,Durgesh Kumar,Durgesh Kumar,Durgesh Kumar,Durgesh Kumar,Durgesh Kumar,,,10,10,,10,10,10,10,10,10,,,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,,U.P.,U.P.,,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,,,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,,58,47,,124,135,74,109,131,70,,,16,1,,3,0.3,1,19,3,7,,,1.6,0.1,,0.3,0.03,0.1,1.9,0.3,0.7,,,30,30,,30,30,30,30,30,30,,,8,8,,8,8,8,8,8,8,
9,Mohit Goyat,Mohit Goyat,Mohit Goyat,,Mohit Goyat,Mohit Goyat,Mohit Goyat,Mohit Goyat,Mohit Goyat,Mohit Goyat,Mohit Goyat,17,17,17,,17,17,17,17,17,17,17,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,PUN,PUN,PUN,,PUN,PUN,PUN,PUN,PUN,PUN,PUN,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,74,22,14,,58,81,5,19,56,20,19,1,120,4,,17,1,35,137,16,96,4,0.058823529,7.0588235294117645,0.2352941176470588,,1,0.058823529,2.0588235294117645,8.058823529411764,0.9411764705882352,5.647058823529412,0.2352941176470588,7,7,7,,7,7,7,7,7,7,7,8,8,8,,8,8,8,8,8,8,8
9,Shivansh Thakur,,,Shivansh Thakur,Shivansh Thakur,Shivansh Thakur,,Shivansh Thakur,Shivansh Thakur,,,6,,,6,6,6,,6,6,,,Defender - Right Cover,,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,,MUM,,,MUM,MUM,MUM,,MUM,MUM,,,U Mumba,,,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,,,42,,,36,77,52,,139,83,,,2,,,1,9,1.5,,9,7,,,0.3333333333333333,,,0.1666666666666666,1.5,0.25,,1.5,1.1666666666666667,,,5,,,5,5,5,,5,5,,,0,,,0,0,0,,0,0,,
9,,,,,Nitin Chandel,Nitin Chandel,,Nitin Chandel,Nitin Chandel,,,,,,,3,3,,3,3,,,,,,,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,,,,,JAI,JAI,,JAI,JAI,,,,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,,,,158,128,,213,169,,,,,,,1,0.33,,1,1,,,,,,,0.3333333333333333,0.11,,0.3333333333333333,0.3333333333333333,,,,,,,3,3,,3,3,,,,,,,0,0,,0,0,,
9,,,,Sager Kumar,Sager Kumar,Sager Kumar,,Sager Kumar,Sager Kumar,,,,,,1,1,1,,1,1,,,,,,All-rounder,All-rounder,All-rounder,,All-rounder,All-rounder,,,,,,,,,,,,,,,,,PAT,PAT,PAT,,PAT,PAT,,,,,,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,,,,,,37,88,1,,149,84,,,,,,1,7,7,,7,7,,,,,,1,7,7,,7,7,,,,,,6,6,6,,6,6,,,,,,0,0,0,,0,0,,
9,,Tejas Patil,,,,,Tejas Patil,Tejas Patil,,Tejas Patil,,,2,,,,,2,2,,2,,,All-Rounder,,,,,All-Rounder,All-Rounder,,All-Rounder,,,,,,,,,,,,,,DEL,,,,,DEL,DEL,,DEL,,,Dabang Delhi K.C.,,,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,140,,,,,75,211,,110,,,1,,,,,1,1,,1,,,0.5,,,,,0.5,0.5,,0.5,,,2,,,,,2,2,,2,,,0,,,,,0,0,,0,
9,,D MahindraPrasad,,,,,,D MahindraPrasad,,D MahindraPrasad,,,1,,,,,,1,,1,,,Defender - Left Corner,,,,,,Defender - Left Corner,,Defender - Left Corner,,,,,,,,,,,,,,PUN,,,,,,PUN,,PUN,,,Puneri Paltan,,,,,,Puneri Paltan,,Puneri Paltan,,,141,,,,,,212,,111,,,1,,,,,,1,,1,,,1,,,,,,1,,1,,,7,,,,,,7,,7,,,0,,,,,,0,,0,
9,,Lovepreet Singh,,,Lovepreet Singh,Lovepreet Singh,,Lovepreet Singh,Lovepreet Singh,Lovepreet Singh,,,3,,,3,3,,3,3,3,,,Raider,,,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,,,HAR,,,HAR,HAR,,HAR,HAR,HAR,,,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,,79,,,148,99,,138,133,73,,,7,,,2,0.67,,9,2,6,,,2.3333333333333335,,,0.6666666666666666,0.2233333333333333,,3,0.6666666666666666,2,,,28,,,28,28,,28,28,28,,,8,,,8,8,,8,8,8,
9,,Sushil,,,,,,Sushil,,Sushil,Sushil,,5,,,,,,5,,5,5,,Raider,,,,,,Raider,,Raider,Raider,,,,,,,,,,,,,HAR,,,,,,HAR,,HAR,HAR,,Haryana Steelers,,,,,,Haryana Steelers,,Haryana Steelers,Haryana Steelers,,57,,,,,,115,,54,34,,17,,,,,,17,,15,1,,3.4,,,,,,3.4,,3,0.2,,28,,,,,,28,,28,28,,8,,,,,,8,,8,8
9,Meetu Sharma,Meetu Sharma,Meetu Sharma,,Meetu Sharma,Meetu Sharma,Meetu Sharma,Meetu Sharma,Meetu Sharma,Meetu Sharma,Meetu Sharma,20,20,20,,20,20,20,20,20,20,20,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,HAR,HAR,HAR,,HAR,HAR,HAR,HAR,HAR,HAR,HAR,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,72,18,18,,149,168,12,20,168,14,17,1,135,3,,2,0.1,23,137,1,107,5,0.05,6.75,0.15,,0.1,0.005,1.15,6.85,0.05,5.35,0.25,28,28,28,,28,28,28,28,28,28,28,8,8,8,,8,8,8,8,8,8,8
9,Jaideep Dahiya,Jaideep Dahiya,,Jaideep Dahiya,Jaideep Dahiya,Jaideep Dahiya,Jaideep Dahiya,Jaideep Dahiya,Jaideep Dahiya,Jaideep Dahiya,,21,21,,21,21,21,21,21,21,21,,Defender - Left Cover,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,,,,,,,,,,,,HAR,HAR,,HAR,HAR,HAR,HAR,HAR,HAR,HAR,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,11,95,,6,13,16,57,43,12,113,,5,3,,4,54,2.57,2,57,49,1,,0.238095238,0.1428571428571428,,0.1904761904761904,2.5714285714285716,0.1223809523809523,0.095238095,2.7142857142857144,2.3333333333333335,0.047619048,,28,28,,28,28,28,28,28,28,28,,0,0,,0,0,0,0,0,0,0,
9,Rahul Sethpal,Rahul Sethpal,,Rahul Sethpal,Rahul Sethpal,Rahul Sethpal,,Rahul Sethpal,Rahul Sethpal,Rahul Sethpal,,15,15,,15,15,15,,15,15,15,,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,MUM,MUM,,MUM,MUM,MUM,,MUM,MUM,MUM,,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,,24,96,,38,60,75,,110,60,114,,3,2,,1,16,1.07,,18,13,1,,0.2,0.1333333333333333,,0.066666667,1.0666666666666669,0.071333333,,1.2,0.8666666666666667,0.066666667,,5,5,,5,5,5,,5,5,5,,0,0,,0,0,0,,0,0,0,
9,Abinesh Nadarajan,Abinesh Nadarajan,,Abinesh Nadarajan,Abinesh Nadarajan,Abinesh Nadarajan,,Abinesh Nadarajan,Abinesh Nadarajan,,,15,15,,15,15,15,,15,15,,,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,,PUN,PUN,,PUN,PUN,PUN,,PUN,PUN,,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,,37,138,,39,32,23,,79,33,,,2,1,,1,34,2.27,,35,32,,,0.1333333333333333,0.066666667,,0.066666667,2.2666666666666666,0.1513333333333333,,2.3333333333333335,2.1333333333333333,,,7,7,,7,7,7,,7,7,,,0,0,,0,0,0,,0,0,,
9,,,,,Sakthivel R,Sakthivel R,,Sakthivel R,Sakthivel R,,,,,,,7,7,,7,7,,,,,,,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,,,,,KOL,KOL,,KOL,KOL,,,,,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,,,,,,100,98,,169,105,,,,,,,5,0.71,,5,5,,,,,,,0.7142857142857143,0.1014285714285714,,0.7142857142857143,0.7142857142857143,,,,,,,4,4,,4,4,,,,,,,0,0,,0,0,,
9,,K. Abhimanyu,,,K. Abhimanyu,K. Abhimanyu,,K. Abhimanyu,K. Abhimanyu,K. Abhimanyu,,,6,,,6,6,,6,6,6,,,All-Rounder,,,All-Rounder,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,,,,,,,,,,,,,,CHE,,,CHE,CHE,,CHE,CHE,CHE,,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,,97,,,159,158,,186,170,115,,,2,,,1,0.17,,3,1,1,,,0.3333333333333333,,,0.1666666666666666,0.028333333,,0.5,0.1666666666666666,0.1666666666666666,,,29,,,29,29,,29,29,29,,,0,,,0,0,,0,0,0,
9,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,18,18,18,18,18,18,18,18,18,18,18,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,25,30,38,40,57,86,28,29,59,28,38,3,69,1,1,17,0.94,12,86,14,55,1,0.1666666666666666,3.8333333333333335,0.055555556,0.055555556,0.9444444444444444,0.052222222,0.6666666666666666,4.777777777777778,0.7777777777777778,3.0555555555555554,0.055555556,30,30,30,30,30,30,30,30,30,30,30,8,8,8,8,8,8,8,8,8,8,8
9,Arpit Saroha,,,Arpit Saroha,Arpit Saroha,Arpit Saroha,,Arpit Saroha,Arpit Saroha,,,8,,,8,8,8,,8,8,,,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,CHE,,,CHE,CHE,CHE,,CHE,CHE,,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,,26,,,41,64,39,,119,66,,,3,,,1,14,1.75,,14,11,,,0.375,,,0.125,1.75,0.21875,,1.75,1.375,,,29,,,29,29,29,,29,29,,,0,,,0,0,0,,0,0,,
9,,,,,Shubham Kumar,Shubham Kumar,,Shubham Kumar,Shubham Kumar,,,,,,,11,11,,11,11,,,,,,,Defender - Left Cover,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,,,,,,,,,,,,,,,,,,U.P.,U.P.,,U.P.,U.P.,,,,,,,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,,,,,,,99,108,,155,86,,,,,,,6,0.55,,6,6,,,,,,,0.5454545454545454,0.05,,0.5454545454545454,0.5454545454545454,,,,,,,30,30,,30,30,,,,,,,0,0,,0,0,,
9,,Akash Pikalmunde,,,Akash Pikalmunde,Akash Pikalmunde,,Akash Pikalmunde,Akash Pikalmunde,Akash Pikalmunde,Akash Pikalmunde,,3,,,3,3,,3,3,3,3,,Raider,,,Raider,Raider,,Raider,Raider,Raider,Raider,,,,,,,,,,,,,KOL,,,KOL,KOL,,KOL,KOL,KOL,KOL,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,63,,,160,130,,120,171,71,39,,13,,,1,0.33,,14,1,6,1,,4.333333333333333,,,0.3333333333333333,0.11,,4.666666666666667,0.3333333333333333,2,0.3333333333333333,,4,,,4,4,,4,4,4,4,,8,,,8,8,,8,8,8,8
9,,,,,Manuj,Manuj,,Manuj,Manuj,,,,,,,10,10,,10,10,,,,,,,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,,,,,GUJ,GUJ,,GUJ,GUJ,,,,,,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,,,,,,75,82,,135,72,,,,,,,10,1,,10,10,,,,,,,1,0.1,,1,1,,,,,,,31,31,,31,31,,,,,,,0,0,,0,0,,
9,,Rohit,,,,,Rohit,Rohit,,Rohit,,,3,,,,,3,3,,3,,,All-Rounder,,,,,All-Rounder,All-Rounder,,All-Rounder,,,,,,,,,,,,,,KOL,,,,,KOL,KOL,,KOL,,,Bengal Warriors,,,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,,,77,,,,,72,151,,77,,,7,,,,,1,7,,5,,,2.3333333333333335,,,,,0.3333333333333333,2.3333333333333335,,1.6666666666666667,,,4,,,,,4,4,,4,,,0,,,,,0,0,,0,
9,,,,,Kapil,Kapil,,Kapil,Kapil,,,,,,,7,7,,7,7,,,,,,,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,,,,,,GUJ,GUJ,,GUJ,GUJ,,,,,,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,,,,,,76,64,,137,73,,,,,,,9,1.29,,9,9,,,,,,,1.2857142857142858,0.1842857142857143,,1.2857142857142858,1.2857142857142858,,,,,,,31,31,,31,31,,,,,,,0,0,,0,0,,
9,,Vishwas S,,,,,,Vishwas S,,Vishwas S,,,4,,,,,,4,,4,,,Raider,,,,,,Raider,,Raider,,,,,,,,,,,,,,PAT,,,,,,PAT,,PAT,,,Patna Pirates,,,,,,Patna Pirates,,Patna Pirates,,,78,,,,,,150,,78,,,7,,,,,,7,,5,,,1.75,,,,,,1.75,,1.25,,,6,,,,,,6,,6,,,8,,,,,,8,,8,
9,Sahul Kumar,Sahul Kumar,,Sahul Kumar,Sahul Kumar,Sahul Kumar,,Sahul Kumar,Sahul Kumar,Sahul Kumar,,24,24,,24,24,24,,24,24,24,,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,JAI,JAI,,JAI,JAI,JAI,,JAI,JAI,JAI,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,27,139,,14,9,21,,44,9,112,,3,1,,3,56,2.33,,57,53,1,,0.125,0.041666667,,0.125,2.3333333333333335,0.097083333,,2.375,2.2083333333333335,0.041666667,,3,3,,3,3,3,,3,3,3,,0,0,,0,0,0,,0,0,0,
9,,K Hanumanthu,,,K Hanumanthu,K Hanumanthu,K Hanumanthu,K Hanumanthu,K Hanumanthu,K Hanumanthu,K Hanumanthu,,8,,,8,8,8,8,8,8,8,,All-rounder,,,All-rounder,All-rounder,All-rounder,All-rounder,All-rounder,All-rounder,All-rounder,,,,,,,,,,,,,HYD,,,HYD,HYD,HYD,HYD,HYD,HYD,HYD,,Telugu Titans,,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,52,,,119,115,60,94,107,47,40,,24,,,4,0.5,2,28,4,21,1,,3,,,0.5,0.0625,0.25,3.5,0.5,2.625,0.125,,8,,,8,8,8,8,8,8,8,,0,,,0,0,0,0,0,0,0
9,,Abdul Insamam,,,,,,Abdul Insamam,,Abdul Insamam,,,7,,,,,,7,,7,,,All-Rounder,,,,,,All-Rounder,,All-Rounder,,,,,,,,,,,,,,PAT,,,,,,PAT,,PAT,,,Patna Pirates,,,,,,Patna Pirates,,Patna Pirates,,,72,,,,,,136,,76,,,10,,,,,,10,,5,,,1.4285714285714286,,,,,,1.4285714285714286,,0.7142857142857143,,,6,,,,,,6,,6,,,0,,,,,,0,,0,
9,Mayur Kadam,,,,Mayur Kadam,Mayur Kadam,,Mayur Kadam,Mayur Kadam,,,17,,,,17,17,,17,17,,,Defender - Right Cover,,,,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,,BLR,,,,BLR,BLR,,BLR,BLR,,,Bengaluru Bulls,,,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,,,85,,,,61,87,,116,57,,,1,,,,16,0.94,,16,15,,,0.058823529,,,,0.9411764705882352,0.055294118,,0.9411764705882352,0.8823529411764706,,,1,,,,1,1,,1,1,,,0,,,,0,0,,0,0,,
9,Sudhakar Krishant,,,,Sudhakar Krishant,Sudhakar Krishant,,Sudhakar Krishant,Sudhakar Krishant,,,9,,,,9,9,,9,9,,,Defender - Left Cover,,,,Defender - Left Cover,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,,,,,,,,,,,,,,BLR,,,,BLR,BLR,,BLR,BLR,,,Bengaluru Bulls,,,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,,,86,,,,87,90,,152,87,,,1,,,,7,0.78,,7,6,,,0.1111111111111111,,,,0.7777777777777778,0.086666667,,0.7777777777777778,0.6666666666666666,,,1,,,,1,1,,1,1,,,0,,,,0,0,,0,0,,
9,,Govind Gurjar,,,Govind Gurjar,Govind Gurjar,,Govind Gurjar,Govind Gurjar,Govind Gurjar,,,2,,,2,2,,2,2,2,,,All-Rounder,,,All-Rounder,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,,,,,,,,,,,,,,PUN,,,PUN,PUN,,PUN,PUN,PUN,,,Puneri Paltan,,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,,137,,,103,18,,154,104,99,,,1,,,5,2.5,,6,5,1,,,0.5,,,2.5,1.25,,3,2.5,0.5,,,7,,,7,7,,7,7,7,,,0,,,0,0,,0,0,0,
