,Match_No,tour_name,result_code,series_id,end_date,event_sub_status,start_date,event_status,winning_margin,venue_id,sport,venue_name,game_id,event_stage,event_name,league_code,series_name,tour_id,venue_gmt_offset,team1_name,team1_score,team1_highlight,team2_name,team2_score,team2_highlight,winner,team1_player1_name,team1_player1_id,team1_player1_value,team1_player1_type,team1_player2_name,team1_player2_id,team1_player2_value,team1_player2_type,team1_player3_name,team1_player3_id,team1_player3_value,team1_player3_type,team1_player4_name,team1_player4_id,team1_player4_value,team1_player4_type,team1_player5_name,team1_player5_id,team1_player5_value,team1_player5_type,team2_player1_name,team2_player1_id,team2_player1_value,team2_player1_type,team2_player2_name,team2_player2_id,team2_player2_value,team2_player2_type,team2_player3_name,team2_player3_id,team2_player3_value,team2_player3_type,team2_player4_name,team2_player4_id,team2_player4_value,team2_player4_type,team2_player5_name,team2_player5_id,team2_player5_value,team2_player5_type,win_by_coin_toss,extra_time,golden_raid
134,134,"Pro Kabaddi League Season 8, 2021",W,20,2022-02-23 19:30+05:30,Patna Pirates won by 11 Pts,2022-02-23 19:30+05:30,Match Completed,11,1029,kabaddi,"Sheraton Grand, Whitefield, Bengaluru",2889,Semi Final,Semi Final 1,pkl,"Pro Kabaddi League Season 8, 2021",20,+05:30,Patna Pirates,38,TRUE,U.P. Yoddhas,27,FALSE,Patna Pirates,Sachin ,757,7,Raider,Neeraj Kumar,3107,2,Defender - Right Cover,Monu ,3082,1,Raider,Shubham Shinde,3103,0,Defender - Right Corner,Guman Singh,3032,8,Raider,Nitesh Kumar,3088,2,Defender,Surender Gill,3241,1,Raider,Shubham Kumar,4228,1,Defender - Left Cover,,,,,,,,,,FALSE,FALSE
135,135,"Pro Kabaddi League Season 8, 2021",W,20,2022-02-23 20:30+05:30,Dabang Delhi K.C. won by 5 Pts,2022-02-23 20:30+05:30,Match Completed,5,1029,kabaddi,"Sheraton Grand, Whitefield, Bengaluru",2890,Semi Final,Semi Final 2,pkl,"Pro Kabaddi League Season 8, 2021",20,+05:30,Dabang Delhi K.C.,40,TRUE,Bengaluru Bulls,35,FALSE,Dabang Delhi K.C.,Sandeep Narwal,142,3,All Rounder,Joginder Narwal,194,1,Defender - Left Corner,Naveen Kumar,2296,14,Raider,Neeraj Narwal,3038,5,Raider,,,,,Pawan Kumar,318,18,Raider,Mahender Singh,769,3,Defender - Left Cover,More G B,772,0,Raider,Saurabh Nandal,3228,4,Defender - Right Corner,Mayur Kadam,4848,0,Defender - Right Cover,,FALSE,FALSE
136,136,"Pro Kabaddi League Season 8, 2021",W,20,2022-02-25 20:30+05:30,Dabang Delhi K.C. won by 1 Pts,2022-02-25 20:30+05:30,Match Completed,1,1029,kabaddi,"Sheraton Grand, Whitefield, Bengaluru",2891,Final,Final,pkl,"Pro Kabaddi League Season 8, 2021",20,+05:30,Patna Pirates,36,FALSE,Dabang Delhi K.C.,37,TRUE,Dabang Delhi K.C.,Neeraj Kumar,3107,1,Defender - Right Cover,Monu ,3082,5,Raider,Shubham Shinde,3103,0,Defender - Right Corner,Sajin Chandrasekar,3343,1,All-Rounder,Sourav Gulia,3593,0,Defender,Jeeva Kumar,54,0,Defender,Manjeet Chhillar,69,2,All Rounder,Joginder Narwal,194,0,Defender - Left Corner,Vijay Malik,3081,14,All-Rounder,Naveen Kumar,2296,13,Raider,,FALSE,FALSE
0,0,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-02 20:00+05:30,Gujarat Giants won by 6 Pts,2023-12-02 20:00+05:30,Match Completed,6,1023,kabaddi,"EKA Arena by TransStadia, Ahmedabad",3029,League,Match 1,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Gujarat Giants,38,TRUE,Telugu Titans,32,FALSE,Gujarat Giants,Fazel Atrachali,259,3,Defender,Sombir ,3000,2,Defender,Narender Hooda,629,0,All Rounder,Arkam Shaikh,2297,0,All-Rounder,Mohammad Nabibakhsh,3176,4,All-Rounder,Pawan Kumar,318,11,Raider,Parvesh Bhainswal,357,0,Defender - Left Cover,Rajnish ,2290,5,Raider,Shankar Gadai,5039,1,All-Rounder,Ajit Pawar,5174,0,Defender - Left Cover,,FALSE,FALSE
1,1,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-02 21:00+05:30,U Mumba won by 3 Pts,2023-12-02 21:00+05:30,Match Completed,3,1023,kabaddi,"EKA Arena by TransStadia, Ahmedabad",3030,League,Match 2,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,U Mumba,34,TRUE,U.P. Yoddhas,31,FALSE,U Mumba,Mahender Singh,769,2,Defender - Left Cover,Guman Singh,3032,5,Raider,Rinku ,3964,6,Defender - Right Corner,Amirmohammad Zafardanesh,5252,12,All-Rounder,,,,,Vijay Malik,3081,5,All-Rounder,Nitesh Kumar,3088,1,Defender,Gurdeep ,2041,2,All-Rounder,Sumit ,3240,2,Defender - Left Corner,Surender Gill,3241,7,Raider,,FALSE,FALSE
2,2,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-03 20:00+05:30,Tamil Thalaivas won by 11 Pts,2023-12-03 20:00+05:30,Match Completed,11,1023,kabaddi,"EKA Arena by TransStadia, Ahmedabad",3031,League,Match 3,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Tamil Thalaivas,42,TRUE,Dabang Delhi K.C.,31,FALSE,Tamil Thalaivas,Ajinkya Ashok Pawar,3097,21,Raider,Nitesh Kumar,5156,1,Defender - Left Corner,,,,,,,,,,,,,Vishal Bhardwaj,3083,2,Defender,Naveen Kumar,2296,14,Raider,Manjeet ,3965,0,Raider,Ashu Malik,4947,9,Raider,Yogesh ,5144,1,Defender - Right Corner,,FALSE,FALSE
3,3,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-03 21:00+05:30,Gujarat Giants won by 3 Pts,2023-12-03 21:00+05:30,Match Completed,3,1023,kabaddi,"EKA Arena by TransStadia, Ahmedabad",3032,League,Match 4,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Gujarat Giants,34,TRUE,Bengaluru Bulls,31,FALSE,Gujarat Giants,Rohit Gulia,3023,3,All-Rounder,Narender Hooda,629,0,All Rounder,Sourav Gulia,3593,0,Defender,,,,,,,,,Surjeet Singh,322,2,Defender - Right Cover,Vishal ,3159,3,Defender - Left Cover,Ponparthiban Subramanian,3101,0,Defender-Right Cover,Saurabh Nandal,3228,2,Defender - Right Corner,Aman ,4972,3,Defender - Left Corner,,FALSE,FALSE
4,4,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-04 20:00+05:30,Puneri Paltan won by 4 Pts,2023-12-04 20:00+05:30,Match Completed,4,1023,kabaddi,"EKA Arena by TransStadia, Ahmedabad",3033,League,Match 5,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Puneri Paltan,37,TRUE,Jaipur Pink Panthers,33,FALSE,Puneri Paltan,Sanket Sawant,3234,2,Defender - Left Cover,Pankaj Mohite,3233,2,Raider,Abinesh Nadarajan,4192,2,Defender - Right Cover,Mohammadreza Chiyaneh,4925,5,All-Rounder,Aslam Inamdar,4960,10,All-rounder,Sunil Kumar,368,3,Defender,V Ajith Kumar,3053,5,Raider,Ankush ,3574,0,Defender - Left Corner,Sahul Kumar,4769,1,Defender - Right Corner,Reza Mirbagheri,5022,0,Defender,,FALSE,FALSE
5,5,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-04 21:00+05:30,Bengal Warriors won by 2 Pts,2023-12-04 21:00+05:30,Match Completed,2,1023,kabaddi,"EKA Arena by TransStadia, Ahmedabad",3034,League,Match 6,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Bengaluru Bulls,30,FALSE,Bengal Warriors,32,TRUE,Bengal Warriors,Surjeet Singh,322,2,Defender - Right Cover,Vikash Khandola,366,3,Raider,Vishal ,3159,4,Defender - Left Cover,Saurabh Nandal,3228,0,Defender - Right Corner,Aman ,4972,2,Defender - Left Corner,Maninder Singh,143,11,Raider,Shrikant Jadhav,106,3,Raider,Shubham Shinde,3103,4,Defender - Right Corner,Vishwas S,4757,4,Raider,Vaibhav Garje,5114,2,Defender - Right Cover,,FALSE,FALSE
6,6,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-05 20:00+05:30,Gujarat Giants won by 2 Pts,2023-12-05 20:00+05:30,Match Completed,2,1023,kabaddi,"EKA Arena by TransStadia, Ahmedabad",3035,League,Match 7,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Gujarat Giants,39,TRUE,U Mumba,37,FALSE,Gujarat Giants,Fazel Atrachali,259,5,Defender,Rohit Gulia,3023,7,All-Rounder,Sonu ,3128,11,Raider,Sourav Gulia,3593,2,Defender,Rakesh ,3966,9,Raider,Mahender Singh,769,5,Defender - Left Cover,Surinder Singh,3086,0,Defender,Visvanth V,5046,3,All- Rounder,Pranay Rane,5117,5,Raider,Amirmohammad Zafardanesh,5252,10,All-Rounder,,FALSE,FALSE
7,7,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-06 21:00+05:30,Patna Pirates won by 22 Pts,2023-12-06 21:00+05:30,Match Completed,22,1023,kabaddi,"EKA Arena by TransStadia, Ahmedabad",3036,League,Match 8,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Telugu Titans,28,FALSE,Patna Pirates,50,TRUE,Patna Pirates,Pawan Kumar,318,11,Raider,,,,,,,,,,,,,,,,,Manjeet ,763,8,Raider,Sachin ,757,14,Raider,Neeraj Kumar,3107,4,Defender - Right Cover,Sajin Chandrasekar,3343,3,All-Rounder,Krishan ,4949,2,Defender,,FALSE,FALSE
8,8,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-06 21:00+05:30,U.P. Yoddhas won by 30 Pts,2023-12-06 21:00+05:30,Match Completed,30,1023,kabaddi,"EKA Arena by TransStadia, Ahmedabad",3037,League,Match 9,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,U.P. Yoddhas,57,TRUE,Haryana Steelers,27,FALSE,U.P. Yoddhas,Pardeep Narwal,197,12,Raider,Vijay Malik,3081,2,All-Rounder,Harendra Kumar,3138,0,Defender - Left Cover,Sumit ,3240,8,Defender - Left Corner,Nitin Panwar,3039,0,All-Rounder,Rahul Sethpal,4186,3,Defender - Right Corner,,,,,,,,,,,,,,,,,,FALSE,FALSE
9,9,"Pro Kabaddi League Season 10, 2023",T,44,2023-12-07 20:00+05:30,Match Tied,2023-12-07 20:00+05:30,Match Completed,,1023,kabaddi,"EKA Arena by TransStadia, Ahmedabad",3038,League,Match 10,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Bengal Warriors,28,FALSE,Jaipur Pink Panthers,28,FALSE,Tie,Maninder Singh,143,4,Raider,Shrikant Jadhav,106,7,Raider,Shubham Shinde,3103,0,Defender - Right Corner,Vaibhav Garje,5114,3,Defender - Right Cover,Aditya S. Shinde,5134,2,Defender - Left Corner,Sunil Kumar,368,2,Defender,Bhavani Rajput,660,10,Raider,Ankush ,3574,4,Defender - Left Corner,,,,,,,,,,FALSE,FALSE
10,10,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-07 21:00+05:30,Patna Pirates won by 3 Pts,2023-12-07 21:00+05:30,Match Completed,3,1023,kabaddi,"EKA Arena by TransStadia, Ahmedabad",3039,League,Match 11,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Gujarat Giants,30,FALSE,Patna Pirates,33,TRUE,Patna Pirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
11,11,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-08 20:00+05:30,Dabang Delhi K.C. won by 7 Pts,2023-12-08 20:00+05:30,Match Completed,7,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",3040,League,Match 12,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Bengaluru Bulls,31,FALSE,Dabang Delhi K.C.,38,TRUE,Dabang Delhi K.C.,Vishal ,3159,1,Defender - Left Cover,Saurabh Nandal,3228,2,Defender - Right Corner,Aman ,4972,3,Defender - Left Corner,,,,,,,,,Vishal Bhardwaj,3083,4,Defender,Naveen Kumar,2296,13,Raider,Manjeet ,3965,1,Raider,Ashu Malik,4947,10,Raider,Yogesh ,5144,1,Defender - Right Corner,,FALSE,FALSE
12,12,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-08 21:00+05:30,Puneri Paltan won by 11 Pts,2023-12-08 21:00+05:30,Match Completed,11,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",3041,League,Match 13,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Puneri Paltan,43,TRUE,U Mumba,32,FALSE,Puneri Paltan,Sanket Sawant,3234,3,Defender - Left Cover,Mohit Goyat,4022,12,Raider,Abinesh Nadarajan,4192,3,Defender - Right Cover,Mohammadreza Chiyaneh,4925,4,All-Rounder,Aslam Inamdar,4960,3,All-rounder,Mahender Singh,769,0,Defender - Left Cover,Surinder Singh,3086,2,Defender,Rinku ,3964,2,Defender - Right Corner,Rohit Yadav,5200,0,Left Raider,Jai Bhagwan,5002,5,Raider,,FALSE,FALSE
13,13,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-09 20:00+05:30,Haryana Steelers won by 6 Pts,2023-12-09 20:00+05:30,Match Completed,6,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",3042,League,Match 14,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Bengaluru Bulls,32,FALSE,Haryana Steelers,38,TRUE,Haryana Steelers,Surjeet Singh,322,5,Defender - Right Cover,Vishal ,3159,0,Defender - Left Cover,Saurabh Nandal,3228,3,Defender - Right Corner,Sushil ,4179,2,Raider,Bharat ,4944,14,Raider,Siddharth Desai,2026,7,Raider,Ashish ,3028,1,All-Rounder,Jaideep ,4184,6,Defender - Left Cover,Rahul Sethpal,4186,2,Defender - Right Corner,Naveen ,5102,0,Defender - Left Corner,,FALSE,FALSE
14,14,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-09 21:00+05:30,U.P. Yoddhas won by 15 Pts,2023-12-09 21:00+05:30,Match Completed,15,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",3043,League,Match 15,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,U.P. Yoddhas,48,TRUE,Telugu Titans,33,FALSE,U.P. Yoddhas,Nitesh Kumar,3088,5,Defender,Gurdeep ,2041,3,All-Rounder,Surender Gill,3241,14,Raider,,,,,,,,,Pawan Kumar,318,11,Raider,Ankit ,4836,2,Defender - Left Corner,Ajit Pawar,5174,2,Defender - Left Cover,Prafull Zaware,5157,0,Left Raider,Robin Chaudhary,5197,3,Right Raider,,FALSE,FALSE
15,15,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-10 20:00+05:30,Bengal Warriors won by 10 Pts,2023-12-10 20:00+05:30,Match Completed,10,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",3044,League,Match 16,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Bengal Warriors,48,TRUE,Tamil Thalaivas,38,FALSE,Bengal Warriors,Maninder Singh,143,16,Raider,Shubham Shinde,3103,11,Defender - Right Corner,Vishwas S,4757,1,Raider,Vaibhav Garje,5114,1,Defender - Right Cover,Darpan ,5051,1,Defender,M. Abishek ,3014,0,Defender - Right Cover,Sagar ,3236,3,Defender - Right Corner,Mohit ,4964,2,Defender - Left Cover,Sahil Singh,4965,3,Defender - Left Corner,Nitin Singh,5155,2,Raider,,FALSE,FALSE
16,16,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-10 21:00+05:30,Haryana Steelers won by 2 Pts,2023-12-10 21:00+05:30,Match Completed,2,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",3045,League,Match 17,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Dabang Delhi K.C.,33,FALSE,Haryana Steelers,35,TRUE,Haryana Steelers,Vishal Bhardwaj,3083,2,Defender,Naveen Kumar,2296,16,Raider,Manjeet ,3965,1,Raider,Himmat Antil,5142,3,Defender - Left Cover,Yogesh ,5144,0,Defender - Right Corner,Siddharth Desai,2026,10,Raider,Ashish ,3028,7,All-Rounder,,,,,,,,,,,,,,FALSE,FALSE
17,17,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-11 20:00+05:30,Jaipur Pink Panthers won by 3 Pts,2023-12-11 20:00+05:30,Match Completed,3,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",3046,League,Match 18,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Jaipur Pink Panthers,35,TRUE,Gujarat Giants,32,FALSE,Jaipur Pink Panthers,Bhavani Rajput,660,6,Raider,Arjun Deshwal,2024,15,Raider,V Ajith Kumar,3053,2,Raider,Abhishek KS,5113,0,Defender - Left Cover,,,,,Fazel Atrachali,259,2,Defender,Sombir ,3000,1,Defender,Arkam Shaikh,2297,1,All-Rounder,Mohammad Nabibakhsh,3176,1,All-Rounder,Sonu ,3128,14,Raider,,FALSE,FALSE
18,18,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-11 21:00+05:30,Bengaluru Bulls won by 2 Pts,2023-12-11 21:00+05:30,Match Completed,2,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",3047,League,Match 19,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Bengaluru Bulls,38,TRUE,U.P. Yoddhas,36,FALSE,Bengaluru Bulls,Vikash Khandola,366,11,Raider,Vishal ,3159,0,Defender - Left Cover,Monu ,3082,2,Raider,Saurabh Nandal,3228,4,Defender - Right Corner,Bharat ,4944,11,Raider,Pardeep Narwal,197,13,Raider,Vijay Malik,3081,6,All-Rounder,Nitesh Kumar,3088,2,Defender,Gurdeep ,2041,3,All-Rounder,Surender Gill,3241,8,Raider,,FALSE,FALSE
19,19,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-12 20:00+05:30,Bengal Warriors won by 18 Pts,2023-12-12 20:00+05:30,Match Completed,18,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",3048,League,Match 20,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Bengal Warriors,60,TRUE,Patna Pirates,42,FALSE,Bengal Warriors,Maninder Singh,143,15,Raider,Akshay Kumar,4873,3,Defender-Left Corner,Vaibhav Garje,5114,2,Defender - Right Cover,Aditya S. Shinde,5134,1,Defender - Left Corner,,,,,Neeraj Kumar,3107,0,Defender - Right Cover,Sajin Chandrasekar,3343,1,All-Rounder,Sudhakar M ,4193,14,Raider,Krishan ,4949,4,Defender,Sandeep Kumar ,5282,5,Raider,,FALSE,FALSE
20,20,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-13 20:00+05:30,Tamil Thalaivas won by 2 Pts,2023-12-13 20:00+05:30,Match Completed,2,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",3049,League,Match 21,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Tamil Thalaivas,38,TRUE,Telugu Titans,36,FALSE,Tamil Thalaivas,M. Abishek ,3014,0,Defender - Right Cover,Sagar ,3236,2,Defender - Right Corner,Mohit ,4964,1,Defender - Left Cover,Sahil Singh,4965,7,Defender - Left Corner,Jatin ,5094,4,Raider,Pawan Kumar,318,7,Raider,Sanjeevi S ,4191,6,All- Rounder,Ankit ,4836,1,Defender - Left Corner,Ajit Pawar,5174,4,Defender - Left Cover,Robin Chaudhary,5197,7,Right Raider,,FALSE,FALSE
21,21,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-13 21:00+05:30,Bengaluru Bulls won by 2 Pts,2023-12-13 21:00+05:30,Match Completed,2,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",3050,League,Match 22,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Bengaluru Bulls,32,TRUE,Jaipur Pink Panthers,30,FALSE,Bengaluru Bulls,Surjeet Singh,322,2,Defender - Right Cover,Vishal ,3159,1,Defender - Left Cover,Monu ,3082,1,Raider,Saurabh Nandal,3228,5,Defender - Right Corner,Bharat ,4944,9,Raider,Sunil Kumar,368,3,Defender,Arjun Deshwal,2024,4,Raider,Sahul Kumar,4769,0,Defender - Right Corner,Reza Mirbagheri,5022,1,Defender,,,,,,FALSE,FALSE
22,22,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-15 20:00+05:30,U Mumba won by 2 Pts,2023-12-15 20:00+05:30,Match Completed,2,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3051,League,Match 23,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,U Mumba,42,TRUE,Patna Pirates,40,FALSE,U Mumba,Surinder Singh,3086,4,Defender,Rinku ,3964,0,Defender - Right Corner,Visvanth V,5046,8,All- Rounder,,,,,,,,,Manjeet ,763,5,Raider,Sachin ,757,12,Raider,Neeraj Kumar,3107,2,Defender - Right Cover,Sudhakar M ,4193,7,Raider,Sandeep Kumar ,5282,3,Raider,,FALSE,FALSE
23,23,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-15 21:00+05:30,Haryana Steelers won by 5 Pts,2023-12-15 21:00+05:30,Match Completed,5,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3052,League,Match 24,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Puneri Paltan,39,FALSE,Haryana Steelers,44,TRUE,Haryana Steelers,Sanket Sawant,3234,2,Defender - Left Cover,Mohit Goyat,4022,8,Raider,Abinesh Nadarajan,4192,3,Defender - Right Cover,Aslam Inamdar,4960,9,All-rounder,Gaurav Khatri,5128,2,Defender - Right Corner,Vinay ,3054,15,Raider,Ashish ,3028,5,All-Rounder,Jaideep ,4184,4,Defender - Left Cover,Mohit ,5032,0,Defender - Left Corner,Shivam Patare,4108,5,Left Raider,,FALSE,FALSE
24,24,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-16 20:00+05:30,Puneri Paltan won by 30 Pts,2023-12-16 20:00+05:30,Match Completed,30,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3053,League,Match 25,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Puneri Paltan,49,TRUE,Bengal Warriors,19,FALSE,Puneri Paltan,Sanket Sawant,3234,0,Defender - Left Cover,Pankaj Mohite,3233,3,Raider,Mohit Goyat,4022,12,Raider,Abinesh Nadarajan,4192,4,Defender - Right Cover,Mohammadreza Chiyaneh,4925,6,All-Rounder,Maninder Singh,143,7,Raider,Shubham Shinde,3103,2,Defender - Right Corner,Akshay Bharat,5035,0,All-Rounder,Darpan ,5051,1,Defender,Aditya S. Shinde,5134,1,Defender - Left Corner,,FALSE,FALSE
25,25,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-16 21:00+05:30,Dabang Delhi K.C. won by 11 Pts,2023-12-16 21:00+05:30,Match Completed,11,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3054,League,Match 26,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Telugu Titans,40,FALSE,Dabang Delhi K.C.,51,TRUE,Dabang Delhi K.C.,Pawan Kumar,318,14,Raider,Sandeep Dhull,290,1,Defender - Left Corner,Sanjeevi S ,4191,2,All- Rounder,Hamid Nader,4923,2,All-Rounder,Shankar Gadai,5039,2,All-Rounder,Naveen Kumar,2296,14,Raider,Manjeet ,3965,2,Raider,Ashu Malik,4947,16,Raider,Himmat Antil,5142,2,Defender - Left Cover,Yogesh ,5144,1,Defender - Right Corner,,FALSE,FALSE
26,26,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-17 20:00+05:30,Jaipur Pink Panthers won by 1 Pts,2023-12-17 20:00+05:30,Match Completed,1,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3055,League,Match 27,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Patna Pirates,28,FALSE,Jaipur Pink Panthers,29,TRUE,Jaipur Pink Panthers,Sachin ,757,7,Raider,Sudhakar M ,4193,3,Raider,Krishan ,4949,2,Defender,Sandeep Kumar ,5282,7,Raider,Ankit ,5169,2,All-Rounder,Sunil Kumar,368,0,Defender,V Ajith Kumar,3053,16,Raider,Ankush ,3574,2,Defender - Left Corner,Lucky Sharma,5042,2,Defender - Right Corner,Reza Mirbagheri,5022,3,Defender,,FALSE,FALSE
27,27,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-17 21:00+05:30,U Mumba won by 13 Pts,2023-12-17 21:00+05:30,Match Completed,13,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3056,League,Match 28,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,U Mumba,46,TRUE,Tamil Thalaivas,33,FALSE,U Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
28,28,"Pro Kabaddi League Season 10, 2023",T,44,2023-12-18 20:00+05:30,Match Tied,2023-12-18 20:00+05:30,Match Completed,,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3057,League,Match 29,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Bengal Warriors,37,FALSE,U.P. Yoddhas,37,FALSE,Tie,Maninder Singh,143,9,Raider,Shrikant Jadhav,106,6,Raider,Shubham Shinde,3103,4,Defender - Right Corner,Akshay Kumar,4873,1,Defender-Left Corner,Akshay Bharat,5035,0,All-Rounder,Vijay Malik,3081,7,All-Rounder,,,,,,,,,,,,,,,,,,FALSE,FALSE
29,29,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-18 21:00+05:30,Puneri Paltan won by 7 Pts,2023-12-18 21:00+05:30,Match Completed,7,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3058,League,Match 30,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Puneri Paltan,30,TRUE,Dabang Delhi K.C.,23,FALSE,Puneri Paltan,Sanket Sawant,3234,3,Defender - Left Cover,Mohit Goyat,4022,7,Raider,Abinesh Nadarajan,4192,2,Defender - Right Cover,Mohammadreza Chiyaneh,4925,2,All-Rounder,Akash Shinde,4959,3,Raider,Yogesh ,5144,4,Defender - Right Corner,Mohit ,5319,0,Defender-Right Cover,,,,,,,,,,,,,,FALSE,FALSE
30,30,"Pro Kabaddi League Season 10, 2023",W,44,2023-12-19 20:00+05:30,Haryana Steelers won by 2 Pts,2023-12-19 20:00+05:30,Match Completed,2,1039,kabaddi,"Badminton Hall in Balewadi sports complex,Pune, Pune",3059,League,Match 31,pkl,"Pro Kabaddi League Season 10, 2023",44,+05:30,Haryana Steelers,31,TRUE,Gujarat Giants,29,FALSE,Haryana Steelers,Vinay ,3054,9,Raider,Ashish ,3028,1,All-Rounder,Rahul Sethpal,4186,0,Defender - Right Corner,Mohit ,5032,2,Defender - Left Corner,Shivam Patare,4108,3,Left Raider,Fazel Atrachali,259,4,Defender,Rohit Gulia,3023,7,All-Rounder,Vikash Jaglan,121,2,All- Rounder,Sonu ,3128,4,Raider,Rakesh ,3966,1,Raider,,FALSE,FALSE
