,tour_name,result_code,series_id,end_date,event_sub_status,start_date,event_status,winning_margin,venue_id,sport,venue_name,game_id,event_stage,event_name,league_code,series_name,tour_id,venue_gmt_offset,team1_name,team1_score,team1_highlight,team2_name,team2_score,team2_highlight,winner,team1_player1_name,team1_player1_id,team1_player1_value,team1_player1_type,team1_player2_name,team1_player2_id,team1_player2_value,team1_player2_type,team1_player3_name,team1_player3_id,team1_player3_value,team1_player3_type,team1_player4_name,team1_player4_id,team1_player4_value,team1_player4_type,team1_player5_name,team1_player5_id,team1_player5_value,team1_player5_type,team2_player1_name,team2_player1_id,team2_player1_value,team2_player1_type,win_by_coin_toss,extra_time,golden_raid,team2_player2_name,team2_player2_id,team2_player2_value,team2_player2_type,team2_player3_name,team2_player3_id,team2_player3_value,team2_player3_type,team2_player4_name,team2_player4_id,team2_player4_value,team2_player4_type,team2_player5_name,team2_player5_id,team2_player5_value,team2_player5_type
34,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-22 21:30+05:30,Gujarat Giants won by 4 Pts,2022-10-22 21:30+05:30,Match Completed,4,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",2926,League,Match 35,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Haryana Steelers,38,false,Gujarat Giants,42,true,Gujarat Giants,K.Prapanjan ,219,2,Raider,Nitin Rawal,3065,1,All-Rounder,Sushil ,4179,1,Raider,Jaideep ,4184,5,Defender - Left Cover,Mohit ,4954,3,Defender - Right Cover,Chandran Ranjit,36,5,Raider,,False,False,Rinku Narwal,3084,2,Defender,Arkam Shaikh,2297,3,All-Rounder,Sonu ,3128,0,Raider,Sourav Gulia,3593,5,Defender
35,"Pro Kabaddi League Season 9, 2022",T,25,2022-10-23 19:30+05:30,Match Tied,2022-10-23 19:30+05:30,Match Completed,,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",2927,League,Match 36,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Bengaluru Bulls,31,false,Patna Pirates,31,false,Tie,Vikash Khandola,366,3,Raider,Mahender Singh,769,3,Defender - Left Cover,Neeraj Narwal,3038,4,Raider,Saurabh Nandal,3228,3,Defender - Left Corner,Bharat ,4944,11,Raider,Sachin ,757,6,Raider,,False,False,Monu ,3082,1,Raider,Sunil ,3106,2,Defender - Right Corner,Mohammadreza Chiyaneh,4925,4,All-Rounder,,,,
36,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-23 20:30+05:30,U.P. Yoddhas won by 17 Pts,2022-10-23 20:30+05:30,Match Completed,17,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",2928,League,Match 37,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,U.P. Yoddhas,41,true,Tamil Thalaivas,24,false,U.P. Yoddhas,Nitesh Kumar,3088,3,Defender,Gurdeep ,2041,2,All-Rounder,Sumit ,3240,7,Defender - Left Corner,Surender Gill,3241,4,Raider,Rathan K,3472,3,Raider,Mohit ,4964,2,Defender - Left Cover,,False,False,Sahil Singh,4965,6,Defender - Left Corner,,,,,,,,,,,,
37,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-25 19:30+05:30,Puneri Paltan won by 8 Pts,2022-10-25 19:30+05:30,Match Completed,8,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",2929,League,Match 38,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Puneri Paltan,32,true,Jaipur Pink Panthers,24,false,Puneri Paltan,Fazel Atrachali,259,1,Defender,Mohammad Nabibakhsh,3176,2,All-Rounder,Mohit Goyat,4022,6,Raider,Akash Shinde,4959,0,Raider,Aslam Inamdar,4960,13,Raider,Bhavani Rajput,660,1,Raider,,False,False,Arjun Deshwal,2024,7,Raider,Nitin Panwar ,3152,2,Raider,Lucky Sharma,5042,0,Defender - Right Corner,,,,
38,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-25 20:30+05:30,Haryana Steelers won by 19 Pts,2022-10-25 20:30+05:30,Match Completed,19,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",2930,League,Match 39,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Telugu Titans,24,false,Haryana Steelers,43,true,Haryana Steelers,Mohsen Maghsoudlou,567,1,All-Rounder,Siddharth Desai,2026,5,Raider,Adarsh T,3095,4,Defender - Left Corner,Nitin ,5111,3,Defender - Right Cover,,,,,K.Prapanjan ,219,3,Raider,,False,False,Manjeet ,763,7,Raider,Nitin Rawal,3065,4,All-Rounder,Meetu ,4183,13,Raider,Jaideep ,4184,4,Defender - Left Cover
39,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-26 19:30+05:30,U Mumba won by 8 Pts,2022-10-26 19:30+05:30,Match Completed,8,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",2931,League,Match 40,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Gujarat Giants,29,false,U Mumba,37,true,U Mumba,Pardeep Kumar,4939,1,Raider,Sandeep Kandola,248,1,Defender,Rakesh ,3966,12,Raider,,,,,,,,,Surinder Singh,3086,3,Defender,,False,False,Guman Singh,3032,12,Raider,Ashish ,3028,2,Raider,Harendra Kumar,3138,1,Defender - Left Cover,Rahul Sethpal,4186,0,Defender - Right Corner
40,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-26 20:30+05:30,Bengal Warriors won by 5 Pts,2022-10-26 20:30+05:30,Match Completed,5,10,kabaddi,"Shree Kanteerava Indoor Stadium, Bengaluru",2932,League,Match 41,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Dabang Delhi K.C.,30,false,Bengal Warriors,35,true,Bengal Warriors,Vishal ,3159,3,Defender - Left Cover,Ashu Malik,4947,4,Raider,Krishan ,4949,2,Defender,Ashish Narwal,5100,0,Raider,Vijay ,5096,2,Defender - Left Corner,Maninder Singh,143,10,Raider,,False,False,Girish Maruti Ernak,161,5,Defender - Left Corner,Shubham Shinde,3103,3,Defender - Right Corner,Manoj Gowda,3151,0,All-Rounder,Balaji D,4978,2,All-Rounder
41,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-28 19:30+05:30,Tamil Thalaivas won by 11 Pts,2022-10-28 19:30+05:30,Match Completed,11,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2933,League,Match 42,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Tamil Thalaivas,38,true,Jaipur Pink Panthers,27,false,Tamil Thalaivas,Ajinkya Ashok Pawar,3097,6,Raider,M. Abishek ,3014,3,Defender - Right Cover,Himanshu ,3161,4,Defender - Left Corner,Sagar ,3236,2,Defender - Right Corner,Mohit ,4964,1,Defender - Left Cover,Ankush ,3574,4,Defender - Left Corner,,False,False,Nitin Panwar ,3152,0,Raider,Lucky Sharma,5042,0,Defender - Right Corner,,,,,,,,
42,"Pro Kabaddi League Season 9, 2022",T,25,2022-10-28 20:30+05:30,Match Tied,2022-10-28 20:30+05:30,Match Completed,,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2934,League,Match 43,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Haryana Steelers,27,false,Puneri Paltan,27,false,Tie,Rakesh Narwal,204,0,Raider,Manjeet ,763,8,Raider,Nitin Rawal,3065,0,All-Rounder,Jaideep ,4184,1,Defender - Left Cover,Mohit ,4954,1,Defender - Right Cover,Fazel Atrachali,259,2,Defender,,False,False,Sombir ,3000,2,Defender,Mohit Goyat,4022,11,Raider,Aslam Inamdar,4960,3,Raider,Gaurav Khatri,5128,0,Defender - Right Corner
43,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-28 21:30+05:30,Patna Pirates won by 5 Pts,2022-10-28 21:30+05:30,Match Completed,5,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2935,League,Match 44,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Patna Pirates,34,true,U.P. Yoddhas,29,false,Patna Pirates,Sachin ,757,11,Raider,Rohit Gulia,3023,7,All-Rounder,Neeraj Kumar,3107,3,Defender - Right Cover,Monu ,3082,3,Raider,Sunil ,3106,1,Defender - Right Corner,Pardeep Narwal,197,12,Raider,,False,False,Nitesh Kumar,3088,3,Defender,Gurdeep ,2041,0,All-Rounder,Sumit ,3240,1,Defender - Left Corner,Ashu Singh,3239,1,Defender - Right Cover
44,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-29 19:30+05:30,Bengaluru Bulls won by 4 Pts,2022-10-29 19:30+05:30,Match Completed,4,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2936,League,Match 45,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Bengaluru Bulls,47,true,Dabang Delhi K.C.,43,false,Bengaluru Bulls,Neeraj Narwal,3038,5,Raider,Saurabh Nandal,3228,6,Defender - Left Corner,Mayur Kadam,4848,1,Defender - Right Cover,Bharat ,4944,20,Raider,Aman ,4972,1,Defender - Left Corner,Ravi Kumar,240,0,Defender - Right Cover,,False,False,Sandeep Dhull,290,0,Defender - Left Corner,Vishal ,3159,3,Defender - Left Cover,Naveen Kumar,2296,16,Raider,Anil Kumar,311,1,Defender - Left Cover
45,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-29 20:30+05:30,Gujarat Giants won by 11 Pts,2022-10-29 20:30+05:30,Match Completed,11,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2937,League,Match 46,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Telugu Titans,19,false,Gujarat Giants,30,true,Gujarat Giants,Surjeet Singh,322,0,Defender - Right Cover,Vishal Bhardwaj,3083,1,Defender,Abhishek Singh,2028,0,Raider,Siddharth Desai,2026,1,Raider,Adarsh T,3095,2,Defender - Left Corner,Rinku Narwal,3084,4,Defender,,False,False,Arkam Shaikh,2297,1,All-Rounder,Purna Singh,3075,0,Raider,Sourav Gulia,3593,6,Defender,Rakesh ,3966,6,Raider
46,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-29 21:30+05:30,U Mumba won by 11 Pts,2022-10-29 21:30+05:30,Match Completed,11,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2938,League,Match 47,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Bengal Warriors,25,false,U Mumba,36,true,U Mumba,Maninder Singh,143,6,Raider,Girish Maruti Ernak,161,0,Defender - Left Corner,Vaibhav Garje,5114,2,Defender - Right Cover,,,,,,,,,Surinder Singh,3086,4,Defender,,False,False,Ashish ,3028,8,Raider,Harendra Kumar,3138,0,Defender - Left Cover,Rinku ,3964,8,Defender - Right Corner,Rahul Sethpal,4186,0,Defender - Right Corner
47,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-30 19:30+05:30,Bengaluru Bulls won by 6 Pts,2022-10-30 19:30+05:30,Match Completed,6,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2939,League,Match 48,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Jaipur Pink Panthers,31,false,Bengaluru Bulls,37,true,Bengaluru Bulls,Sunil Kumar,368,5,Defender,Arjun Deshwal,2024,10,Raider,Ankush ,3574,2,Defender - Left Corner,Sahul Kumar,4769,0,Defender - Right Corner,Reza Mirbagheri,5022,4,Defender,Vikash Khandola,366,9,Raider,,False,False,Mahender Singh,769,0,Defender - Left Cover,Neeraj Narwal,3038,5,Raider,Saurabh Nandal,3228,3,Defender - Left Corner,Mayur Kadam,4848,2,Defender - Right Cover
48,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-30 20:30+05:30,Tamil Thalaivas won by 10 Pts,2022-10-30 20:30+05:30,Match Completed,10,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2940,League,Match 49,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Tamil Thalaivas,49,true,Dabang Delhi K.C.,39,false,Tamil Thalaivas,Himanshu ,3161,5,Defender - Left Corner,Sagar ,3236,2,Defender - Right Corner,Arpit Saroha,4224,0,Defender - Right Corner,Mohit ,4964,1,Defender - Left Cover,Sahil Singh,4965,1,Defender - Left Corner,Ravi Kumar,240,0,Defender - Right Cover,,False,False,Amit Hooda,212,1,Defender - Right Corner,Vishal ,3159,1,Defender - Left Cover,Manjeet ,3965,4,Raider,Ashu Malik,4947,14,Raider
49,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-31 19:30+05:30,Patna Pirates won by 6 Pts,2022-10-31 19:30+05:30,Match Completed,6,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2941,League,Match 50,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Gujarat Giants,28,false,Patna Pirates,34,true,Patna Pirates,Mahendra Rajput,163,9,Raider,Rinku Narwal,3084,1,Defender,Arkam Shaikh,2297,0,All-Rounder,Rakesh ,3966,2,Raider,Parteek Dhaiya,5124,11,All-Rounder,Sachin ,757,13,Raider,,False,False,Mohammadreza Chiyaneh,4925,1,All-Rounder,,,,,,,,,,,,
50,"Pro Kabaddi League Season 9, 2022",W,25,2022-10-31 20:30+05:30,U.P. Yoddhas won by 19 Pts,2022-10-31 20:30+05:30,Match Completed,19,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2942,League,Match 51,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,U.P. Yoddhas,43,true,Telugu Titans,24,false,U.P. Yoddhas,Jaideep ,579,0,Defender - Left Corner,Gurdeep ,2041,6,All-Rounder,Surender Gill,3241,13,Raider,Nitin Panwar,3039,1,All-Rounder,,,,,Parvesh Bhainswal,357,3,Defender - Left Cover,,False,False,Mohsen Maghsoudlou,567,3,All-Rounder,Adarsh T,3095,5,Defender - Left Corner,Ankit ,3227,1,Defender,K Hanumanthu,4795,1,All-rounder
51,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-01 19:30+05:30,Puneri Paltan won by 5 Pts,2022-11-01 19:30+05:30,Match Completed,5,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2943,League,Match 52,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Puneri Paltan,43,true,Dabang Delhi K.C.,38,false,Puneri Paltan,Sombir ,3000,4,Defender,Mohammad Nabibakhsh,3176,1,All-Rounder,Sanket Sawant,3234,2,Defender - Left Cover,Abinesh Nadarajan,4192,0,Defender - Right Cover,Akash Shinde,4959,13,Raider,Ravi Kumar,240,3,Defender - Right Cover,,False,False,Anil Kumar,311,1,Defender - Left Cover,Manjeet ,3965,5,Raider,Ashu Malik,4947,8,Raider,Krishan ,4949,1,Defender
52,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-01 20:30+05:30,Haryana Steelers won by 2 Pts,2022-11-01 20:30+05:30,Match Completed,2,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2944,League,Match 53,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Haryana Steelers,29,true,Bengaluru Bulls,27,false,Haryana Steelers,Rakesh Narwal,204,3,Raider,Manjeet ,763,4,Raider,Nitin Rawal,3065,0,All-Rounder,Jaideep ,4184,4,Defender - Left Cover,Mohit ,4954,1,Defender - Right Cover,Vikash Khandola,366,1,Raider,,False,False,Mahender Singh,769,2,Defender - Left Cover,Neeraj Narwal,3038,3,Raider,Sachin Narwal,3154,5,All-Rounder,Saurabh Nandal,3228,3,Defender - Left Corner
53,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-02 19:30+05:30,U Mumba won by 3 Pts,2022-11-02 19:30+05:30,Match Completed,3,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2945,League,Match 54,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,U Mumba,40,true,Telugu Titans,37,false,U Mumba,Surinder Singh,3086,4,Defender,Rahul Sethpal,4186,2,Defender - Right Corner,Pranay Rane,5117,6,Raider,Heidarali Ekrami,5018,4,Raider,Mohit ,5032,4,Defender - Left Corner,Surjeet Singh,322,1,Defender - Right Cover,,False,False,Vishal Bhardwaj,3083,0,Defender,Parvesh Bhainswal,357,8,Defender - Left Cover,Mohsen Maghsoudlou,567,3,All-Rounder,Abhishek Singh,2028,1,Raider
54,"Pro Kabaddi League Season 9, 2022",T,25,2022-11-02 20:30+05:30,Match Tied,2022-11-02 20:30+05:30,Match Completed,,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2946,League,Match 55,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Bengal Warriors,41,false,Tamil Thalaivas,41,false,Tie,Maninder Singh,143,19,Raider,Girish Maruti Ernak,161,0,Defender - Left Corner,Manoj Gowda,3151,0,All-Rounder,Balaji D,4978,0,All-Rounder,,,,,Ajinkya Ashok Pawar,3097,9,Raider,,False,False,M. Abishek ,3014,3,Defender - Right Cover,Himanshu ,3161,0,Defender - Left Corner,Sagar ,3236,1,Defender - Right Corner,Mohit ,4964,5,Defender - Left Cover
55,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-04 19:30+05:30,Patna Pirates won by 3 Pts,2022-11-04 19:30+05:30,Match Completed,3,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2947,League,Match 56,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Patna Pirates,34,true,U Mumba,31,false,Patna Pirates,Sachin ,757,12,Raider,Neeraj Kumar,3107,0,Defender - Right Cover,Monu ,3082,1,Raider,Sunil ,3106,6,Defender - Right Corner,Manish ,4957,1,Defender,Surinder Singh,3086,1,Defender,,False,False,Ashish ,3028,7,Raider,Harendra Kumar,3138,1,Defender - Left Cover,Rinku ,3964,3,Defender - Right Corner,Jai Bhagwan,5002,7,Raider
56,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-04 20:30+05:30,Jaipur Pink Panthers won by 5 Pts,2022-11-04 20:30+05:30,Match Completed,5,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2948,League,Match 57,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Dabang Delhi K.C.,40,false,Jaipur Pink Panthers,45,true,Jaipur Pink Panthers,Ravi Kumar,240,0,Defender - Right Cover,Sandeep Dhull,290,1,Defender - Left Corner,Vishal ,3159,3,Defender - Left Cover,Naveen Kumar,2296,12,Raider,Manjeet ,3965,4,Raider,Sunil Kumar,368,3,Defender,,False,False,Rahul Chaudhari,81,6,Raider,V Ajith Kumar,3053,4,Raider,Sahul Kumar,4769,0,Defender - Right Corner,Abhishek KS,5113,1,Defender - Left Cover
57,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-04 21:30+05:30,Puneri Paltan won by 9 Pts,2022-11-04 21:30+05:30,Match Completed,9,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2949,League,Match 58,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,U.P. Yoddhas,31,false,Puneri Paltan,40,true,Puneri Paltan,Pardeep Narwal,197,7,Raider,Gurdeep ,2041,0,All-Rounder,Ashu Singh,3239,2,Defender - Right Cover,,,,,,,,,Fazel Atrachali,259,7,Defender,,False,False,Sombir ,3000,2,Defender,Sanket Sawant,3234,1,Defender - Left Cover,Mohit Goyat,4022,6,Raider,Abinesh Nadarajan,4192,3,Defender - Right Cover
58,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-05 19:30+05:30,Bengal Warriors won by 5 Pts,2022-11-05 19:30+05:30,Match Completed,5,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2950,League,Match 59,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Gujarat Giants,40,false,Bengal Warriors,45,true,Bengal Warriors,Arkam Shaikh,2297,2,All-Rounder,Manuj ,4693,0,Defender - Right Corner,Kapil ,4750,0,Defender - Right Cover,Parteek Dhaiya,5124,12,All-Rounder,Shankar Gadai,5039,0,All-Rounder,Maninder Singh,143,20,Raider,,False,False,Girish Maruti Ernak,161,4,Defender - Left Corner,Deepak Hooda,41,7,All-Rounder,Shubham Shinde,3103,1,Defender - Right Corner,Manoj Gowda,3151,0,All-Rounder
59,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-05 20:30+05:30,Tamil Thalaivas won by 8 Pts,2022-11-05 20:30+05:30,Match Completed,8,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2951,League,Match 60,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Tamil Thalaivas,39,true,Telugu Titans,31,false,Tamil Thalaivas,Ajinkya Ashok Pawar,3097,12,Raider,Sagar ,3236,8,Defender - Right Corner,Himanshu Singh,4963,7,Raider,Mohit ,4964,1,Defender - Left Cover,Narender ,5093,3,Raider,Surjeet Singh,322,2,Defender - Right Cover,,False,False,Vishal Bhardwaj,3083,2,Defender,Parvesh Bhainswal,357,1,Defender - Left Cover,Mohsen Maghsoudlou,567,5,All-Rounder,Vijay Kumar,768,1,Defender - Right Corner
60,"Pro Kabaddi League Season 9, 2022",T,25,2022-11-05 21:30+05:30,Match Tied,2022-11-05 21:30+05:30,Match Completed,,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2952,League,Match 61,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Haryana Steelers,36,false,U.P. Yoddhas,36,false,Tie,Rakesh Narwal,204,5,Raider,Manjeet ,763,8,Raider,Nitin Rawal,3065,1,All-Rounder,Meetu ,4183,12,Raider,Jaideep ,4184,3,Defender - Left Cover,Jaideep ,579,0,Defender - Left Corner,,False,False,Nitesh Kumar,3088,2,Defender,Sumit ,3240,3,Defender - Left Corner,,,,,,,,
61,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-06 19:30+05:30,Gujarat Giants won by 2 Pts,2022-11-06 19:30+05:30,Match Completed,2,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2953,League,Match 62,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Bengaluru Bulls,44,false,Gujarat Giants,46,true,Gujarat Giants,Vikash Khandola,366,9,Raider,Mahender Singh,769,2,Defender - Left Cover,Neeraj Narwal,3038,8,Raider,Saurabh Nandal,3228,2,Defender - Left Corner,Mayur Kadam,4848,1,Defender - Right Cover,Mahendra Rajput,163,3,Raider,,False,False,Vijin Thangadurai,185,0,Defender,Arkam Shaikh,2297,2,All-Rounder,Manuj ,4693,3,Defender - Right Corner,,,,
62,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-06 20:30+05:30,Tamil Thalaivas won by 1 Pts,2022-11-06 20:30+05:30,Match Completed,1,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2954,League,Match 63,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Puneri Paltan,34,false,Tamil Thalaivas,35,true,Tamil Thalaivas,Fazel Atrachali,259,1,Defender,Sombir ,3000,2,Defender,Sanket Sawant,3234,3,Defender - Left Cover,Mohit Goyat,4022,7,Raider,Abinesh Nadarajan,4192,1,Defender - Right Cover,M. Abishek ,3014,2,Defender - Right Cover,,False,False,Himanshu ,3161,3,Defender - Left Corner,Sagar ,3236,5,Defender - Right Corner,Mohit ,4964,0,Defender - Left Cover,Sahil Singh,4965,2,Defender - Left Corner
63,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-07 19:30+05:30,Jaipur Pink Panthers won by 3 Pts,2022-11-07 19:30+05:30,Match Completed,3,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2955,League,Match 64,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,U Mumba,39,false,Jaipur Pink Panthers,42,true,Jaipur Pink Panthers,Ashish ,3028,11,Raider,Harendra Kumar,3138,2,Defender - Left Cover,Rinku ,3964,2,Defender - Right Corner,Jai Bhagwan,5002,6,Raider,Kiran Laxman,5037,2,Defender - Left Corner,Sunil Kumar,368,1,Defender,,False,False,Arjun Deshwal,2024,15,Raider,V Ajith Kumar,3053,4,Raider,Ankush ,3574,5,Defender - Left Corner,Reza Mirbagheri,5022,2,Defender
64,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-07 20:30+05:30,Patna Pirates won by 9 Pts,2022-11-07 20:30+05:30,Match Completed,9,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2956,League,Match 65,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Patna Pirates,41,true,Haryana Steelers,32,false,Patna Pirates,Sachin ,757,13,Raider,Monu ,3082,3,Raider,Sunil ,3106,3,Defender - Right Corner,Anuj Kumar,5107,4,Raider,,,,,Rakesh Narwal,204,3,Raider,,False,False,Manjeet ,763,10,Raider,Nitin Rawal,3065,3,All-Rounder,Vinay ,3054,4,Raider,Jaideep ,4184,2,Defender - Left Cover
65,"Pro Kabaddi League Season 9, 2022",T,25,2022-11-08 19:30+05:30,Match Tied,2022-11-08 19:30+05:30,Match Completed,,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2957,League,Match 66,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Bengal Warriors,41,false,U.P. Yoddhas,41,false,Tie,Girish Maruti Ernak,161,3,Defender - Left Corner,Manoj Gowda,3151,3,All-Rounder,Balaji D,4978,1,All-Rounder,Vaibhav Garje,5114,0,Defender - Right Cover,,,,,Nitesh Kumar,3088,1,Defender,,False,False,Sumit ,3240,1,Defender - Left Corner,Ashu Singh,3239,2,Defender - Right Cover,Durgesh Kumar,3973,0,Raider,Rohit Tomar,4222,16,Raider
66,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-08 20:30+05:30,Dabang Delhi K.C. won by 7 Pts,2022-11-08 20:30+05:30,Match Completed,7,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2958,League,Match 67,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Dabang Delhi K.C.,40,true,Telugu Titans,33,false,Dabang Delhi K.C.,Ravi Kumar,240,1,Defender - Right Cover,Vishal ,3159,5,Defender - Left Cover,Naveen Kumar,2296,9,Raider,Manjeet ,3965,1,Raider,Ashu Malik,4947,12,Raider,Surjeet Singh,322,1,Defender - Right Cover,,False,False,Vishal Bhardwaj,3083,8,Defender,Siddharth Desai,2026,14,Raider,,,,,,,,
67,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-09 19:30+05:30,Bengaluru Bulls won by 3 Pts,2022-11-09 19:30+05:30,Match Completed,3,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2959,League,Match 68,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Bengaluru Bulls,36,true,Haryana Steelers,33,false,Bengaluru Bulls,Vikash Khandola,366,4,Raider,Saurabh Nandal,3228,3,Defender - Left Corner,Bharat ,4944,4,Raider,,,,,,,,,Manjeet ,763,8,Raider,,False,False,Nitin Rawal,3065,2,All-Rounder,Meetu ,4183,10,Raider,Jaideep ,4184,1,Defender - Left Cover,Mohit ,4954,1,Defender - Right Cover
